offset,offset_fin,largo_original,encoding,chunk,texto,ruido_probable,palabra_reconocible,traduccion
0x87738E,0x877396,8,ascii,538,10!14!%!,,,
0x877455,0x87745B,6,ascii,538,"""oFDU ",,,
0x880CA8,0x880CB0,8,ascii,541,SCIPPDTS,si,,
0x880CD8,0x880CE0,8,ascii,541,SCIPPDTS,si,,
0x880D38,0x880D44,12,ascii,541,"SCIPPDTS8,",si,,
0x880D68,0x880D74,12,ascii,541,"SCIPPDTSL,",si,,
0x88ED1A,0x88ED25,11,ascii,545,BA!2Bb5TA3(,si,,
0x8C0C78,0x8C0C80,8,ascii,567,SCIPPDTS,si,,
0x8C0CA8,0x8C0CB0,8,ascii,567,SCIPPDTS,si,,
0x8C0CD8,0x8C0CE0,8,ascii,567,SCIPPDTS,si,,
0x8C0D08,0x8C0D14,12,ascii,567,"SCIPPDTS,.",si,,
0x8DC0F2,0x8DC0FD,11,ascii,577,"B!%ECBDC2"")",si,,
0x8DC10E,0x8DC114,6,ascii,577,fD43UC,,,
0x8DC135,0x8DC13D,8,ascii,577,"BQCCT""3)",,,
0x8EDF6F,0x8EDF75,6,ascii,584,1BddT(,,,
0x8EDF8D,0x8EDF95,8,ascii,584,"""5wUE&3(",,,
0x911758,0x91175E,6,ascii,599,d'RvB6,si,,
0x9201EA,0x9201F0,6,ascii,604,d'RvB6,si,,
0x92EEF4,0x92EEFD,9,ascii,609,45B23QS2(,,,
0x92EEFE,0x92EF07,9,ascii,609,feU444%UD,,,
0x92EF11,0x92EF18,7,ascii,609,3DSUv3E,,,
0x92EF21,0x92EF27,6,ascii,609,1!S4T2,,,
0x92EFA2,0x92EFAD,11,ascii,609,0Q'tc4U2eg',si,,
0x940A98,0x940AA0,8,ascii,616,SCIPPDTS,si,,
0x940AC8,0x940AD0,8,ascii,616,SCIPPDTS,si,,
0x940B28,0x940B34,12,ascii,616,SCIPPDTS81,si,,
0x940B58,0x940B64,12,ascii,616,SCIPPDTSL1,si,,
0x947021,0x947027,6,ascii,617,/BRTFs,,,
0x950530,0x950536,6,ascii,620,14v(PJ,,,
0x961495,0x96149D,8,ascii,624,".""25Rbe&",,,
0x99149C,0x9914A2,6,ascii,636,Kl7?(3,,,
0x9A3D00,0x9A3D06,6,ascii,642,d'RvB6,si,,
0x9C0A98,0x9C0AA0,8,ascii,651,SDNSSDTS,si,,
0x9C0AC8,0x9C0AD0,8,ascii,651,SCIPPDTS,si,,
0x9C0AF8,0x9C0B00,8,ascii,651,SCIPPDTS,si,,
0x9C0B28,0x9C0B30,8,ascii,651,SCIPPDTS,si,,
0x9C0B58,0x9C0B60,8,ascii,651,SCIPPDTS,si,,
0x9C5AA0,0x9C5AA6,6,ascii,653,d'RvB6,si,,
0x9F8B08,0x9F8B0E,6,ascii,666,d'RvB6,si,,
0xA00A98,0xA00AA0,8,ascii,667,SDNSSDTS,si,,
0xA00AC8,0xA00AD0,8,ascii,667,SCIPPDTS,si,,
0xA00AF8,0xA00B04,12,ascii,667,SCIPPDTS 5,si,,
0xA00B28,0xA00B34,12,ascii,667,SCIPPDTS45,si,,
0xA00B58,0xA00B64,12,ascii,667,SCIPPDTSH5,si,,
0xA2857D,0xA28583,6,ascii,678,t/|xn.,,,
0xA2FD6A,0xA2FD71,7,ascii,679,"3!2""3%&",,,
0xA2FD78,0xA2FD7F,7,ascii,679,"03AC4""""",,,
0xA40A68,0xA40A74,12,ascii,683,SCIPPDTS86,si,,
0xA40AC8,0xA40AD4,12,ascii,683,SCIPPDTSL6,si,,
0xA40B28,0xA40B34,12,ascii,683,SCIPPDTSt6,si,,
0xA80A98,0xA80AA4,12,ascii,698,SDNSSDTSt7,si,,
0xA80AC8,0xA80AD4,12,ascii,698,SCIPPDTSx7,si,,
0xA80AF8,0xA80B00,8,ascii,698,SCIPPDTS,si,,
0xA80B28,0xA80B30,8,ascii,698,SCIPPDTS,si,,
0xA80B58,0xA80B60,8,ascii,698,SCIPPDTS,si,,
0xA9A589,0xA9A590,7,ascii,704,?lC?K37,si,,
0xAA7E45,0xAA7E4C,7,ascii,708,?lC?K37,si,,
0xAB2606,0xAB2610,10,ascii,710,Cd3DEd3D64,si,,
0xAB5A2E,0xAB5A34,6,ascii,711,Kl7?(3,,,
0xABBE5D,0xABBE64,7,ascii,713,?lC?K37,si,,
0xAC0A38,0xAC0A40,8,ascii,714,SCIPPDTS,si,,
0xAC0A68,0xAC0A70,8,ascii,714,SCIPPDTS,si,,
0xAC0A98,0xAC0AA0,8,ascii,714,SDNSSDTS,si,,
0xAC0AC8,0xAC0AD0,8,ascii,714,SCIPPDTS,si,,
0xAC0AF8,0xAC0B00,8,ascii,714,SCIPPDTS,si,,
0xAD2CD1,0xAD2CD9,8,ascii,718,QFSTSVV',,,
0xAD2CF1,0xAD2CF9,8,ascii,718,PC3Tc4T(,,,
0xAD2D02,0xAD2D09,7,ascii,718,S6fUeV(,,,
0xB00AC8,0xB00AD0,8,ascii,728,SDNSSDTS,si,,
0xB00AF8,0xB00B00,8,ascii,728,SCIPPDTS,si,,
0xB00B28,0xB00B30,8,ascii,728,SCIPPDTS,si,,
0xB00B58,0xB00B60,8,ascii,728,SCIPPDTS,si,,
0xB00B88,0xB00B94,12,ascii,728,SCIPPDTS :,si,,
0xB223DC,0xB223E2,6,ascii,736,d'RvB6,si,,
0xB40CD8,0xB40CE0,8,ascii,745,SCIPPDTS,si,,
0xB40D08,0xB40D11,9,ascii,745,SCIPPDTS,si,,
0xB40D38,0xB40D40,8,ascii,745,SCIPPDTS,si,,
0xB448EE,0xB448F4,6,ascii,747,d'RvB6,si,,
0xB60E2C,0xB60E32,6,ascii,758,d'RvB6,si,,
0xB6A1B4,0xB6A1BA,6,ascii,763,d'RvB6,si,,
0xB75832,0xB75838,6,ascii,767,d'RvB6,si,,
0xB775B0,0xB775B6,6,ascii,768,d'RvB6,si,,
0xB7D12A,0xB7D130,6,ascii,771,d'RvB6,si,,
0xB8BCEC,0xB8BCF2,6,ascii,775,d'RvB6,si,,
0xBA8A0E,0xBA8A14,6,ascii,782,d'RvB6,si,,
0xBD69B4,0xBD69BA,6,ascii,794,d'RvB6,si,,
0xBE64F4,0xBE64FC,8,ascii,799,KZ -d!Z,si,,
0xBEBA38,0xBEBA40,8,ascii,801,KZ -d!Z,si,,
0xBFAF86,0xBFAF8E,8,ascii,805,KZ -d!Z,si,,
0xC00A68,0xC00A70,8,ascii,806,SCIPPDTS,si,,
0xC00A98,0xC00AA0,8,ascii,806,SCIPPDTS,si,,
0xC00AC8,0xC00AD0,8,ascii,806,SDNSSDTS,si,,
0xC00AF8,0xC00B00,8,ascii,806,SCIPPDTS,si,,
0xC00B28,0xC00B30,8,ascii,806,SCIPPDTS,si,,
