offset,offset_fin,largo_original,encoding,chunk,texto,ruido_probable,palabra_reconocible,traduccion
0x300AC8,0x300AD0,8,ascii,176,SCIPPDTS,si,,
0x329200,0x329207,7,ascii,185,Cb4(?3n,si,,
0x340A08,0x340A10,8,ascii,189,SCIPPDTS,si,,
0x340A38,0x340A40,8,ascii,189,SCIPPDTS,si,,
0x340A68,0x340A70,8,ascii,189,SCIPPDTS,si,,
0x340A98,0x340AA0,8,ascii,189,SCIPPDTS,si,,
0x340AC8,0x340AD0,8,ascii,189,SDNSSDTS,si,,
0x3716BA,0x3716C1,7,ascii,200,Cb4(?3n,si,,
0x380A08,0x380A10,8,ascii,202,SCIPPDTS,si,,
0x380A38,0x380A40,8,ascii,202,SCIPPDTS,si,,
0x380A68,0x380A70,8,ascii,202,SCIPPDTS,si,,
0x380A98,0x380AA0,8,ascii,202,SCIPPDTS,si,,
0x380AC8,0x380AD0,8,ascii,202,SCIPPDTS,si,,
0x388E7C,0x388E83,7,ascii,204,Cb4(?3n,si,,
0x399622,0x399629,7,ascii,208,Cb4(?3n,si,,
0x39D7F2,0x39D7F9,7,ascii,209,Cb4(?3n,si,,
0x3C0A08,0x3C0A10,8,ascii,216,SCIPPDTS,si,,
0x3C0A38,0x3C0A40,8,ascii,216,SDNSSDTS,si,,
0x3C0A68,0x3C0A70,8,ascii,216,SCIPPDTS,si,,
0x3C0A98,0x3C0AA0,8,ascii,216,SCIPPDTS,si,,
0x3C0AC8,0x3C0AD0,8,ascii,216,SCIPPDTS,si,,
0x3CCE12,0x3CCE18,6,ascii,218,2T35DT,,,
0x3D1056,0x3D105D,7,ascii,219,Cb4(?3n,si,,
0x3E17AC,0x3E17B3,7,ascii,223,Cb4(?3n,si,,
0x3F5F52,0x3F5F59,7,ascii,227,Cb4(?3n,si,,
0x3FA122,0x3FA129,7,ascii,228,Cb4(?3n,si,,
0x400A08,0x400A10,8,ascii,229,SCIPPDTS,si,,
0x400A38,0x400A40,8,ascii,229,SCIPPDTS,si,,
0x400A68,0x400A70,8,ascii,229,SCIPPDTS,si,,
0x400A98,0x400AA0,8,ascii,229,SDNSSDTS,si,,
0x400AC8,0x400AD0,8,ascii,229,SCIPPDTS,si,,
0x440A38,0x440A40,8,ascii,242,SCIPPDTS,si,,
0x440A68,0x440A70,8,ascii,242,SCIPPDTS,si,,
0x440A98,0x440AA0,8,ascii,242,SCIPPDTS,si,,
0x440AC8,0x440AD1,9,ascii,242,SCIPPDTS,si,,
0x440AF8,0x440B00,8,ascii,242,SCIPPDTS,si,,
0x460B6A,0x460B79,15,ascii,249,DCT4UT%S4E55C4),si,,
0x484B5B,0x484B61,6,ascii,257,3D3C2(,,,
0x4C0A98,0x4C0AA1,9,ascii,274,SCIPPDTSl,si,,
0x4C0AC8,0x4C0AD0,8,ascii,274,SCIPPDTS,si,,
0x4C0AF8,0x4C0B00,8,ascii,274,SDNSSDTS,si,,
0x4C0B28,0x4C0B30,8,ascii,274,SCIPPDTS,si,,
0x4C0B58,0x4C0B60,8,ascii,274,SCIPPDTS,si,,
0x4F6EB3,0x4F6EBB,8,ascii,288,"!22""2R3""",,,
0x500AC8,0x500AD0,8,ascii,290,SCIPPDTS,si,,
0x500AF8,0x500B00,8,ascii,290,SDNSSDTS,si,,
0x500B28,0x500B30,8,ascii,290,SCIPPDTS,si,,
0x500B58,0x500B60,8,ascii,290,SCIPPDTS,si,,
0x500B88,0x500B90,8,ascii,290,SCIPPDTS,si,,
0x524834,0x52483A,6,ascii,300,fXHz0I,,,
0x5354DB,0x5354E1,6,ascii,304,CA211(,,,
0x535532,0x535541,15,ascii,304,E5TdVVE45DCCD1(,si,,
0x5355A2,0x5355AA,8,ascii,304,334C3C31,,,
0x540AC8,0x540AD1,9,ascii,307,SCIPPDTS,si,,
0x540AF8,0x540B00,8,ascii,307,SCIPPDTS,si,,
0x540B28,0x540B31,9,ascii,307,SCIPPDTS(,si,,
0x540B88,0x540B91,9,ascii,307,SCIPPDTSP,si,,
0x543EFD,0x543F03,6,ascii,308,:LP()W,,,
0x547238,0x54723E,6,ascii,309,grnANp,,,
0x567A97,0x567AA0,9,ascii,318,-r/AgNxg|,,,
0x580AC8,0x580AD1,9,ascii,324,SCIPPDTST,si,,
0x580AF8,0x580B01,9,ascii,324,SCIPPDTSh,si,,
0x580B28,0x580B31,9,ascii,324,SCIPPDTS|,si,,
0x580B58,0x580B60,8,ascii,324,SCIPPDTS,si,,
0x5C0A68,0x5C0A71,9,ascii,340,SCIPPDTSl,si,,
0x5C0A98,0x5C0AA0,8,ascii,340,SCIPPDTS,si,,
0x5C0AC8,0x5C0AD0,8,ascii,340,SCIPPDTS,si,,
0x5C0AF8,0x5C0B00,8,ascii,340,SCIPPDTS,si,,
0x5C0B28,0x5C0B30,8,ascii,340,SCIPPDTS,si,,
0x5E52F5,0x5E52FB,6,ascii,349, ab/yr,si,,
0x5FB86D,0x5FB873,6,ascii,354, ab/yr,si,,
0x600A98,0x600AA0,8,ascii,355,SCIPPDTS,si,,
0x600AC8,0x600AD0,8,ascii,355,SCIPPDTS,si,,
0x600AF8,0x600B00,8,ascii,355,SCIPPDTS,si,,
0x600B28,0x600B30,8,ascii,355,SCIPPDTS,si,,
0x600B58,0x600B60,8,ascii,355,SCIPPDTS,si,,
0x6241DF,0x6241E5,6,ascii,364, ab/yr,si,,
0x640B88,0x640B91,9,ascii,371,SCIPPDTSP,si,,
0x640BB8,0x640BC1,9,ascii,371,SCIPPDTSd,si,,
0x640BE8,0x640BF1,9,ascii,371,SDNSSDTSx,si,,
0x640C18,0x640C21,9,ascii,371,SCIPPDTSx,si,,
0x6577A4,0x6577AA,6,ascii,376,:jv2)A,,,
0x680BE8,0x680BF0,8,ascii,390,SCIPPDTS,si,,
0x680C18,0x680C20,8,ascii,390,SCIPPDTS,si,,
0x680C48,0x680C50,8,ascii,390,SCIPPDTS,si,,
0x680C78,0x680C84,12,ascii,390,SCIPPDTS0 ,si,,
0x680CA8,0x680CB4,12,ascii,390,SCIPPDTSD ,si,,
0x68F831,0x68F838,7,ascii,398,/-%58S,,,
0x6A2901,0x6A290D,12,ascii,405,"Oe4DCCAV3C""'",si,,
0x700A98,0x700AA4,12,ascii,428,"SCIPPDTSt""",si,,
0x700AC8,0x700AD0,8,ascii,428,SCIPPDTS,si,,
0x700AF8,0x700B00,8,ascii,428,SCIPPDTS,si,,
0x700B28,0x700B30,8,ascii,428,SCIPPDTS,si,,
0x72F0CB,0x72F0D1,6,ascii,439,?p&L23,,,
0x74B088,0x74B08E,6,ascii,446,LY)M: ,,,
0x75681D,0x756824,7,ascii,450,x-'0 xI,,,
0x76A90A,0x76A910,6,ascii,457,v2HJ'G,,,
0x76C6B7,0x76C6BD,6,ascii,458,.P(Qbn,,,
0x797BC2,0x797BC8,6,ascii,497,"NL5,0)",,,
0x7C0DF8,0x7C0E00,8,ascii,519,SCIPPDTS,si,,
0x7C0E28,0x7C0E30,8,ascii,519,SCIPPDTS,si,,
0x7C0E58,0x7C0E60,8,ascii,519,SCIPPDTS,si,,
0x7C0E88,0x7C0E90,8,ascii,519,SCIPPDTS,si,,
0x7C0EB8,0x7C0EC0,8,ascii,519,SCIPPDTS,si,,
0x800E28,0x800E34,12,ascii,551,SCIPPDTSP-,si,,
0x800E58,0x800E64,12,ascii,551,SCIPPDTSd-,si,,
0x800E88,0x800E94,12,ascii,551,SCIPPDTSx-,si,,
0x800EB8,0x800EC0,8,ascii,551,SCIPPDTS,si,,
0x800EE8,0x800EF0,8,ascii,551,SCIPPDTS,si,,
0x8473C1,0x8473C8,7,ascii,586,!(Su !,,,
0x84BF60,0x84BF67,7,ascii,590,-!I)Sc9,,,
