offset,offset_fin,largo_original,encoding,chunk,texto,ruido_probable,palabra_reconocible,traduccion
0x1515F6,0x1515FC,6,ascii,81,d7XbIi,,,
0x180AF8,0x180B00,8,ascii,94,SCIPPDTS,si,,
0x180B28,0x180B30,8,ascii,94,SDNSSDTS,si,,
0x180B58,0x180B60,8,ascii,94,SCIPPDTS,si,,
0x180B88,0x180B90,8,ascii,94,SCIPPDTS,si,,
0x180BB8,0x180BC0,8,ascii,94,SCIPPDTS,si,,
0x1A5333,0x1A5339,6,ascii,105,br21QK,,,
0x1C0A98,0x1C0AA0,8,ascii,112,SDNSSDTS,si,,
0x1C0AC8,0x1C0AD0,8,ascii,112,SCIPPDTS,si,,
0x1C0AF8,0x1C0B00,8,ascii,112,SCIPPDTS,si,,
0x1C0B28,0x1C0B30,8,ascii,112,SCIPPDTS,si,,
0x1C0B58,0x1C0B61,9,ascii,112,SCIPPDTS,si,,
0x1EAF9B,0x1EAFA3,8,ascii,123,K%(v'VVo,,,
0x200A98,0x200AA0,8,ascii,128,SDNSSDTS,si,,
0x200AC8,0x200AD0,8,ascii,128,SCIPPDTS,si,,
0x200AF8,0x200B00,8,ascii,128,SCIPPDTS,si,,
0x200B28,0x200B31,9,ascii,128,"SCIPPDTS,",si,,
0x20B1D2,0x20B1D9,7,ascii,131,HaA\nOND,,,
0x23CD8C,0x23CD93,7,ascii,143,%(v'vv8,,,
0x240A68,0x240A71,9,ascii,144,SDNSSDTS0,si,,
0x240A98,0x240AA1,9,ascii,144,SCIPPDTS0,si,,
0x240AC8,0x240AD1,9,ascii,144,SCIPPDTSD,si,,
0x240AF8,0x240B01,9,ascii,144,SCIPPDTSX,si,,
0x240B28,0x240B31,9,ascii,144,SCIPPDTSl,si,,
0x244274,0x24427A,6,ascii,145,Hf?B?W,,,
0x25D0DC,0x25D0E3,7,ascii,151,y:/Eg+o,,,
0x280A98,0x280AA1,9,ascii,159,SDNSSDTSh,si,,
0x280AC8,0x280AD1,9,ascii,159,SCIPPDTSp,si,,
0x280AF8,0x280B00,8,ascii,159,SCIPPDTS,si,,
0x280B28,0x280B30,8,ascii,159,SCIPPDTS,si,,
0x280B58,0x280B60,8,ascii,159,SCIPPDTS,si,,
0x2A09E4,0x2A09EB,7,ascii,167,47mWasi,,,
0x2C0A98,0x2C0AA0,8,ascii,175,SDNSSDTS,si,,
0x2C0AC8,0x2C0AD0,8,ascii,175,SCIPPDTS,si,,
0x2C0AF8,0x2C0B00,8,ascii,175,SCIPPDTS,si,,
0x2C0B28,0x2C0B30,8,ascii,175,SCIPPDTS,si,,
0x2C0B58,0x2C0B60,8,ascii,175,SCIPPDTS,si,,
0x2E3FE8,0x2E3FEE,6,ascii,184,HRNH'd,,,
0x2FCD71,0x2FCD78,7,ascii,190,0h-0 l,,,
0x300A98,0x300AA0,8,ascii,191,SCIPPDTS,si,,
0x300AC8,0x300AD0,8,ascii,191,SCIPPDTS,si,,
0x300AF8,0x300B00,8,ascii,191,SCIPPDTS,si,,
0x300B28,0x300B30,8,ascii,191,SCIPPDTS,si,,
0x300B58,0x300B61,9,ascii,191,"SCIPPDTS,",si,,
0x3129C7,0x3129CD,6,ascii,195,ACRgPK,,,
0x31D02E,0x31D034,6,ascii,198,%(v'vV,,,
0x323FEF,0x323FF5,6,ascii,200,C48+0n,,,
0x327732,0x327738,6,ascii,201,:JY0-c,,,
0x340A98,0x340AA0,8,ascii,207,SCIPPDTS,si,,
0x340AC8,0x340AD1,9,ascii,207,SCIPPDTS0,si,,
0x340AF8,0x340B01,9,ascii,207,SCIPPDTSD,si,,
0x340B28,0x340B31,9,ascii,207,SCIPPDTSX,si,,
0x340B58,0x340B61,9,ascii,207,SCIPPDTSl,si,,
0x3674CA,0x3674D0,6,ascii,217,y:/Ee+,,,
0x380A68,0x380A71,9,ascii,223,SCIPPDTSH,si,,
0x380AC8,0x380AD1,9,ascii,223,SCIPPDTSp,si,,
0x380AF8,0x380B00,8,ascii,223,SCIPPDTS,si,,
0x380B28,0x380B30,8,ascii,223,SCIPPDTS,si,,
0x387977,0x38797E,7,ascii,225,vjB)741,,,
0x395F4A,0x395F50,6,ascii,228,Ey+/'g,,,
0x3A3D66,0x3A3D6C,6,ascii,232,4('141,,,
0x3AEC8E,0x3AEC94,6,ascii,234,4('141,,,
0x3B659D,0x3B65A3,6,ascii,236,9(45iF,,si,
0x3C0A38,0x3C0A41,9,ascii,238,SCIPPDTSt,si,,
0x3C0A68,0x3C0A70,8,ascii,238,SDNSSDTS,si,,
0x3C0A98,0x3C0AA0,8,ascii,238,SCIPPDTS,si,,
0x3C0AC8,0x3C0AD0,8,ascii,238,SCIPPDTS,si,,
0x3C0AF8,0x3C0B00,8,ascii,238,SCIPPDTS,si,,
0x3D005E,0x3D006A,12,ascii,241,"2eUDRevWEfV""",si,,
0x3D0125,0x3D012D,8,ascii,241, C3BTed%,,,
0x400A38,0x400A40,8,ascii,252,SCIPPDTS,si,,
0x400A68,0x400A70,8,ascii,252,SCIPPDTS,si,,
0x400A98,0x400AA0,8,ascii,252,SCIPPDTS,si,,
0x400AC8,0x400AD0,8,ascii,252,SDNSSDTS,si,,
0x400AF8,0x400B00,8,ascii,252,SCIPPDTS,si,,
0x440A38,0x440A40,8,ascii,266,SCIPPDTS,si,,
0x440A68,0x440A70,8,ascii,266,SCIPPDTS,si,,
0x440A98,0x440AA0,8,ascii,266,SCIPPDTS,si,,
0x440AC8,0x440AD0,8,ascii,266,SCIPPDTS,si,,
0x440AF8,0x440B00,8,ascii,266,SDNSSDTS,si,,
0x480A38,0x480A40,8,ascii,280,SCIPPDTS,si,,
0x480A68,0x480A70,8,ascii,280,SCIPPDTS,si,,
0x480A98,0x480AA0,8,ascii,280,SCIPPDTS,si,,
0x480AC8,0x480AD0,8,ascii,280,SCIPPDTS,si,,
0x480AF8,0x480B00,8,ascii,280,SCIPPDTS,si,,
0x48842C,0x488433,7,ascii,282,( (Qo3l,,,
0x4C0A38,0x4C0A40,8,ascii,295,SCIPPDTS,si,,
0x4C0A68,0x4C0A70,8,ascii,295,SCIPPDTS,si,,
0x4C0A98,0x4C0AA0,8,ascii,295,SCIPPDTS,si,,
0x4C0AC8,0x4C0AD0,8,ascii,295,SCIPPDTS,si,,
0x4DF247,0x4DF24D,6,ascii,302,",aP%aC",,,
0x500A68,0x500A71,9,ascii,309,SCIPPDTS,si,,
0x500A98,0x500AA0,8,ascii,309,SCIPPDTS,si,,
0x500AC8,0x500AD1,9,ascii,309,SCIPPDTS(,si,,
0x500B28,0x500B31,9,ascii,309,SCIPPDTSP,si,,
0x50C3D5,0x50C3E1,12,ascii,311,/3TUSSGFTvT&,si,,
0x50C422,0x50C428,6,ascii,311,7!44C3,,,
0x50C448,0x50C44F,7,ascii,311,"!2C""20!",,,
0x50C463,0x50C46B,8,ascii,311," !3D32B""",,,
0x50C48A,0x50C491,7,ascii,311,"B52""2""&",,,
0x51F2F2,0x51F2F8,6,ascii,316,(ONxC ,,,
0x530B59,0x530B5F,6,ascii,320,T3IH%F,,,
0x540AC8,0x540AD1,9,ascii,324,SCIPPDTST,si,,
0x540AF8,0x540B01,9,ascii,324,SCIPPDTSh,si,,
0x540B28,0x540B31,9,ascii,324,SCIPPDTS|,si,,
0x540B58,0x540B60,8,ascii,324,SCIPPDTS,si,,
0x547A0F,0x547A15,6,ascii,326,Ljhr?R,,,
0x55CFA6,0x55CFAC,6,ascii,331,:jZ0YF,,,
0x56EDFA,0x56EE01,7,ascii,335,"""3RD11F",,,
0x580A98,0x580AA0,8,ascii,340,SCIPPDTS,si,,
0x580AC8,0x580AD0,8,ascii,340,SCIPPDTS,si,,
0x580AF8,0x580B00,8,ascii,340,SCIPPDTS,si,,
0x580B28,0x580B30,8,ascii,340,SCIPPDTS,si,,
0x580B58,0x580B60,8,ascii,340,SCIPPDTS,si,,
0x5842BF,0x5842C5,6,ascii,341,NC|AO5,,,
0x58F187,0x58F18D,6,ascii,343, TSu3/,,,
0x5A06C1,0x5A06C7,6,ascii,348,pPrgho,,,
0x5A3DD3,0x5A3DDA,7,ascii,349,+sed-F,,,
0x5B5BA3,0x5B5BAC,9,ascii,353,",%BBn9%)i",,,
0x5C0A98,0x5C0AA0,8,ascii,356,SCIPPDTS,si,,
0x5C0AC8,0x5C0AD0,8,ascii,356,SCIPPDTS,si,,
0x5C0AF8,0x5C0B00,8,ascii,356,SCIPPDTS,si,,
0x5C0B28,0x5C0B30,8,ascii,356,SCIPPDTS,si,,
0x5C0B58,0x5C0B60,8,ascii,356,SCIPPDTS,si,,
0x5EEF73,0x5EEF7A,7,ascii,367,S%)v'qf,,,
0x5F9662,0x5F9669,7,ascii,370,Y(ZNBJi,,,
0x600A68,0x600A70,8,ascii,372,SCIPPDTS,si,,
0x600A98,0x600AA1,9,ascii,372,SCIPPDTS,si,,
0x600AC8,0x600AD0,8,ascii,372,SCIPPDTS,si,,
0x600AF8,0x600B01,9,ascii,372,SCIPPDTS(,si,,
0x61D0C0,0x61D0C6,6,ascii,379,I:/E/+,,,
0x640A98,0x640AA1,9,ascii,387,"SCIPPDTS,",si,,
0x640AF8,0x640B01,9,ascii,387,SCIPPDTST,si,,
0x640B28,0x640B31,9,ascii,387,SCIPPDTSh,si,,
0x640B58,0x640B61,9,ascii,387,SCIPPDTS|,si,,
0x680A98,0x680AA4,12,ascii,403,SCIPPDTSl ,si,,
0x680AC8,0x680AD0,8,ascii,403,SCIPPDTS,si,,
0x680AF8,0x680B00,8,ascii,403,SCIPPDTS,si,,
0x680B28,0x680B30,8,ascii,403,SCIPPDTS,si,,
0x680B58,0x680B60,8,ascii,403,SCIPPDTS,si,,
0x69609B,0x6960A3,8,ascii,408,80inXQGB,,,
0x6B247F,0x6B2486,7,ascii,415,0!3H 34,,,
0x6B92E4,0x6B92EB,7,ascii,417,iYEA!!C,,,
0x6C0A98,0x6C0AA0,8,ascii,419,SCIPPDTS,si,,
0x6C0AC8,0x6C0AD0,8,ascii,419,SCIPPDTS,si,,
0x6C0AF8,0x6C0B00,8,ascii,419,SCIPPDTS,si,,
0x6C0B28,0x6C0B30,8,ascii,419,SCIPPDTS,si,,
0x6C0B58,0x6C0B60,8,ascii,419,SCIPPDTS,si,,
0x6F234D,0x6F2355,8,ascii,431,F(J+''gY,,,
0x700A98,0x700AA0,8,ascii,435,SCIPPDTS,si,,
0x700AC8,0x700AD1,9,ascii,435,SCIPPDTS,si,,
0x700AF8,0x700B00,8,ascii,435,SCIPPDTS,si,,
0x72EB06,0x72EB0C,6,ascii,446,78b8mE,,,
0x738FF3,0x738FF9,6,ascii,449,1OH?W-,,,
0x740A68,0x740A70,8,ascii,451,SCIPPDTS,si,,
0x780A98,0x780AA4,12,ascii,466,SCTEGLEC:%,si,,
0x780AC8,0x780AD4,12,ascii,466,SCIPPDTSD%,si,,
0x780AF8,0x780B04,12,ascii,466,SCIPPDTSX%,si,,
0x780B28,0x780B34,12,ascii,466,SCIPPDTSl%,si,,
0x780B58,0x780B60,8,ascii,466,SCIPPDTS,si,,
0x7C0A68,0x7C0A74,12,ascii,480,SDNSSDTSd&,si,,
0x7C0A98,0x7C0AA4,12,ascii,480,SCIPPDTSp&,si,,
0x7C0AC8,0x7C0AD0,8,ascii,480,SCIPPDTS,si,,
0x7C0AF8,0x7C0B00,8,ascii,480,SCIPPDTS,si,,
0x800A68,0x800A70,8,ascii,494,SCIPPDTS,si,,
0x800A98,0x800AA0,8,ascii,494,SDNSSDTS,si,,
0x800AC8,0x800AD0,8,ascii,494,SCIPPDTS,si,,
0x800AF8,0x800B00,8,ascii,494,SCIPPDTS,si,,
0x800B28,0x800B30,8,ascii,494,SCIPPDTS,si,,
0x80BDF2,0x80BDF9,7,ascii,497,YLVh4( ,,,
0x840A68,0x840A70,8,ascii,509,SCIPPDTS,si,,
0x840A98,0x840AA0,8,ascii,509,SCIPPDTS,si,,
0x840AC8,0x840AD0,8,ascii,509,SDNSSDTS,si,,
0x840AF8,0x840B00,8,ascii,509,SCIPPDTS,si,,
0x840B28,0x840B30,8,ascii,509,SCIPPDTS,si,,
0x880A68,0x880A70,8,ascii,524,SCIPPDTS,si,,
0x880A98,0x880AA0,8,ascii,524,SCIPPDTS,si,,
0x880AC8,0x880AD0,8,ascii,524,SCIPPDTS,si,,
0x880AF8,0x880B00,8,ascii,524,SDNSSDTS,si,,
0x880B28,0x880B30,8,ascii,524,SCIPPDTS,si,,
0x899E88,0x899E8F,7,ascii,530,!UdVUC2,,,
0x8A883F,0x8A8845,6,ascii,534,.(4hh%,,,
0x8C0A68,0x8C0A70,8,ascii,539,SCIPPDTS,si,,
0x8C0A98,0x8C0AA4,12,ascii,539,SCIPPDTS +,si,,
0x8C0AC8,0x8C0AD4,12,ascii,539,SCIPPDTS4+,si,,
0x8C0AF8,0x8C0B04,12,ascii,539,SDNSSDTSD+,si,,
0x8C0B28,0x8C0B34,12,ascii,539,SCIPPDTSH+,si,,
0x8C813E,0x8C8145,7,ascii,541,Q|xcybH,,,
0x8ED6EA,0x8ED6F0,6,ascii,550,RRgxx5,,,
0x900A68,0x900A74,12,ascii,554,"SCIPPDTS8,",si,,
0x900A98,0x900AA4,12,ascii,554,"SCIPPDTSL,",si,,
0x900AF8,0x900B04,12,ascii,554,"SCIPPDTSt,",si,,
0x90BD1C,0x90BD22,6,ascii,557,xR5gMx,,,
0x9263C0,0x9263C6,6,ascii,563,hP}aCi,,,
0x957442,0x957449,7,ascii,574,xR5gHxx,,,
0x957509,0x95750F,6,ascii,574,0(47i%,,,
0x95EBE9,0x95EBEF,6,ascii,576,/4(?1P,,,
0x9C7D94,0x9C7D9A,6,ascii,601,RRyC9N,,,
0xA00AC8,0xA00AD4,12,ascii,616,SCIPPDTS81,si,,
0xA00AF8,0xA00B04,12,ascii,616,SCIPPDTSL1,si,,
0xA00B88,0xA00B94,12,ascii,616,SCIPPDTSt1,si,,
0xA2449D,0xA244A5,8,ascii,626,MhxIoZ|,,,
0xA40AC8,0xA40AD0,8,ascii,633,SCIPPDTS,si,,
0xA40AF8,0xA40B00,8,ascii,633,SDNSSDTS,si,,
0xA40B28,0xA40B30,8,ascii,633,SCIPPDTS,si,,
0xA40B58,0xA40B60,8,ascii,633,SCIPPDTS,si,,
0xA40B88,0xA40B90,8,ascii,633,SCIPPDTS,si,,
0xA5799C,0xA579A3,7,ascii,639,3T!352B,,,
0xA80AC8,0xA80AD0,8,ascii,650,SCIPPDTS,si,,
0xA80AF8,0xA80B00,8,ascii,650,SCIPPDTS,si,,
0xA80B28,0xA80B30,8,ascii,650,SCIPPDTS,si,,
0xA80B58,0xA80B60,8,ascii,650,SCIPPDTS,si,,
0xA80B88,0xA80B90,8,ascii,650,SCIPPDTS,si,,
0xAC0AC8,0xAC0AD4,12,ascii,667,SCIPPDTS 5,si,,
0xAC0AF8,0xAC0B04,12,ascii,667,SCIPPDTS45,si,,
0xAC0B28,0xAC0B34,12,ascii,667,SCIPPDTSH5,si,,
0xAC0B88,0xAC0B94,12,ascii,667,SCIPPDTSp5,si,,
0xB00AC8,0xB00AD4,12,ascii,684,SCIPPDTSt6,si,,
0xB00AF8,0xB00B00,8,ascii,684,SCIPPDTS,si,,
0xB00B28,0xB00B30,8,ascii,684,SCIPPDTS,si,,
0xB00B58,0xB00B60,8,ascii,684,SCIPPDTS,si,,
0xB00B88,0xB00B90,8,ascii,684,SCIPPDTS,si,,
0xB513A6,0xB513AC,6,ascii,705,xRiHKc,,,
0xB76B79,0xB76B7F,6,ascii,715,0Ns6fR,,,
0xBA30DB,0xBA30E1,6,ascii,725,TWWFe5,,,
0xBA6540,0xBA6546,6,ascii,726,s80A?1,,,
0xBACFF0,0xBACFF6,6,ascii,728,"aoX8""V",,,
0xBCB7E9,0xBCB7F0,7,ascii,735,EoPAN/h,,,
0xBD87E2,0xBD87E8,6,ascii,739,nWggma,,,
0xBE35D1,0xBE35D7,6,ascii,741,t)|N)Q,,,
0xBEE07E,0xBEE084,6,ascii,744,zK?J?9,,,
0xC00AC8,0xC00AD0,8,ascii,748,SCIPPDTS,si,,
0xC00AF8,0xC00B00,8,ascii,748,SCIPPDTS,si,,
0xC16C96,0xC16C9C,6,ascii,754,",I?cRZ",,,
0xC32799,0xC3279F,6,ascii,760,nvlukc,,,
0xC3669E,0xC366A5,7,ascii,761,CbRCHQ+,,,
0xC40A98,0xC40AA0,8,ascii,763,SCIPPDTS,si,,
0xC40AC8,0xC40AD0,8,ascii,763,SCIPPDTS,si,,
0xC40AF8,0xC40B00,8,ascii,763,SCIPPDTS,si,,
0xC40B28,0xC40B30,8,ascii,763,SCIPPDTS,si,,
0xC6BF6B,0xC6BF71,6,ascii,772," "" 21%",,,
0xC78E4E,0xC78E54,6,ascii,776,3)j/+E,,,
0xC7C1D4,0xC7C1DA,6,ascii,777,y!jK)k,,,
0xC80AC8,0xC80AD0,8,ascii,778,SCIPPDTS,si,,
0xC80AF8,0xC80B00,8,ascii,778,SCIPPDTS,si,,
0xC80B28,0xC80B30,8,ascii,778,SCIPPDTS,si,,
0xC80B58,0xC80B60,8,ascii,778,SCIPPDTS,si,,
0xC80B88,0xC80B90,8,ascii,778,SCIPPDTS,si,,
0xC980EE,0xC980F4,6,ascii,784,LX-A:+,,,
0xC9E75B,0xC9E761,6,ascii,786,"AB,gCE",,,
0xCA8C43,0xCA8C49,6,ascii,788,uCq?nJ,,,
0xCE6008,0xCE6010,8,ascii,804,aSjY%bn&,,,
0xD00A38,0xD00A40,8,ascii,810,SCIPPDTS,si,,
0xD40AC8,0xD40AD4,12,ascii,824,SCIPPDTSdA,si,,
0xD40AF8,0xD40B04,12,ascii,824,SCIPPDTSxA,si,,
0xD40B28,0xD40B30,8,ascii,824,SCIPPDTS,si,,
0xD40B58,0xD40B60,8,ascii,824,SCIPPDTS,si,,
0xD40B88,0xD40B90,8,ascii,824,SCIPPDTS,si,,
0xD4E38A,0xD4E390,6,ascii,827,))jVvf,,,
0xD55660,0xD55666,6,ascii,830,c9R2AP,,,
0xD57BC2,0xD57BCA,8,ascii,831,F11SjIGK,,,
0xD68A6E,0xD68A75,7,ascii,835,AE3!D3%,,,
0xD6F20D,0xD6F214,7,ascii,837,z7CjSFP,,,
0xD75A18,0xD75A1E,6,ascii,839,+cgwc9,,,
0xD80B28,0xD80B30,8,ascii,842,SCIPPDTS,si,,
0xD80B58,0xD80B60,8,ascii,842,SCIPPDTS,si,,
0xD80B88,0xD80B90,8,ascii,842,SDNSSDTS,si,,
0xD80BB8,0xD80BC0,8,ascii,842,SCIPPDTS,si,,
0xD80BE8,0xD80BF0,8,ascii,842,SCIPPDTS,si,,
0xD876C7,0xD876CD,6,ascii,843,"/C4C""&",,,
0xD8CF0D,0xD8CF14,7,ascii,845,PwCuv+u,,,
0xDA47C1,0xDA47C7,6,ascii,852,RBFm3j,,,
0xDC0B28,0xDC0B34,12,ascii,860,SCIPPDTSHD,si,,
0xDC0B88,0xDC0B94,12,ascii,860,SCIPPDTSpD,si,,
0xDC0BB8,0xDC0BC0,8,ascii,860,SCIPPDTS,si,,
0xDD7323,0xDD7329,6,ascii,866," dV4S""",,,
0xDE99D4,0xDE99DA,6,ascii,872,5ncKU5,,,
0xDFD0C1,0xDFD0C7,6,ascii,877,"1bes|,",,,
0xE00AC8,0xE00AD0,8,ascii,878,SCIPPDTS,si,,
0xE00AF8,0xE00B00,8,ascii,878,SCIPPDTS,si,,
0xE00B28,0xE00B30,8,ascii,878,SCIPPDTS,si,,
0xE00B58,0xE00B60,8,ascii,878,SCIPPDTS,si,,
0xE00B88,0xE00B90,8,ascii,878,SCIPPDTS,si,,
0xE3A763,0xE3A769,6,ascii,894,XrCu6.,,,
0xE40AF8,0xE40B00,8,ascii,895,SCIPPDTS,si,,
0xE40B28,0xE40B30,8,ascii,895,SCIPPDTS,si,,
0xE40B58,0xE40B60,8,ascii,895,SCIPPDTS,si,,
0xE40B88,0xE40B94,12,ascii,895,"SCIPPDTS,G",si,,
0xE706CD,0xE706D3,6,ascii,908,%hhii!,,,
0xEC0AC8,0xEC0AD0,8,ascii,929,SCIPPDTS,si,,
0xEC0AF8,0xEC0B00,8,ascii,929,SCIPPDTS,si,,
0xEC0B28,0xEC0B30,8,ascii,929,SDNSSDTS,si,,
0xEC0B58,0xEC0B60,8,ascii,929,SCIPPDTS,si,,
0xEC0B88,0xEC0B90,8,ascii,929,SCIPPDTS,si,,
0xED371A,0xED3721,7,ascii,935,!!3f''!,,,
0xF00AC8,0xF00AD0,8,ascii,946,SCIPPDTS,si,,
0xF00AF8,0xF00B00,8,ascii,946,SDNSSDTS,si,,
0xF00B28,0xF00B31,9,ascii,946,SCIPPDTS,si,,
0xF00B58,0xF00B60,8,ascii,946,SCIPPDTS,si,,
0xF00B88,0xF00B94,12,ascii,946,SCIPPDTS(K,si,,
0xF40AF8,0xF40B04,12,ascii,963,SCIPPDTSTL,si,,
0xF40B28,0xF40B34,12,ascii,963,SCIPPDTShL,si,,
0xF40B58,0xF40B64,12,ascii,963,SCIPPDTS|L,si,,
0xF40B88,0xF40B90,8,ascii,963,SCIPPDTS,si,,
0xF40BB8,0xF40BC0,8,ascii,963,SCIPPDTS,si,,
0xF496A1,0xF496A9,8,ascii,966,0IY)-qBv,,,
