offset,offset_fin,largo_original,encoding,chunk,texto,ruido_probable,palabra_reconocible,traduccion
0x180B28,0x180B31,9,ascii,91,SCIPPDTSH,si,,
0x180B88,0x180B91,9,ascii,91,SCIPPDTSp,si,,
0x180BB8,0x180BC0,8,ascii,91,SCIPPDTS,si,,
0x190BDC,0x190BE2,6,ascii,94,iqiHL%,,,
0x200A68,0x200A70,8,ascii,124,SCIPPDTS,si,,
0x200A98,0x200AA0,8,ascii,124,SCIPPDTS,si,,
0x200AC8,0x200AD0,8,ascii,124,SCIPPDTS,si,,
0x200AF8,0x200B00,8,ascii,124,SCIPPDTS,si,,
0x200B28,0x200B30,8,ascii,124,SCIPPDTS,si,,
0x280B28,0x280B31,9,ascii,156,SDNSSDTSh,si,,
0x280B58,0x280B61,9,ascii,156,SCIPPDTSp,si,,
0x280B88,0x280B90,8,ascii,156,SCIPPDTS,si,,
0x280BB8,0x280BC0,8,ascii,156,SCIPPDTS,si,,
0x2C0A68,0x2C0A70,8,ascii,174,SCIPPDTS,si,,
0x2C0A98,0x2C0AA0,8,ascii,174,SCIPPDTS,si,,
0x2C0AC8,0x2C0AD0,8,ascii,174,SDNSSDTS,si,,
0x2C0AF8,0x2C0B00,8,ascii,174,SCIPPDTS,si,,
0x2C0B28,0x2C0B30,8,ascii,174,SCIPPDTS,si,,
0x300A68,0x300A70,8,ascii,189,SCIPPDTS,si,,
0x300A98,0x300AA0,8,ascii,189,SCIPPDTS,si,,
0x300AC8,0x300AD0,8,ascii,189,SDNSSDTS,si,,
0x300AF8,0x300B00,8,ascii,189,SCIPPDTS,si,,
0x300B28,0x300B30,8,ascii,189,SCIPPDTS,si,,
0x31A666,0x31A66C,6,ascii,195,iHG5B?,,,
0x340A98,0x340AA0,8,ascii,204,SCIPPDTS,si,,
0x340AC8,0x340AD0,8,ascii,204,SCIPPDTS,si,,
0x340AF8,0x340B00,8,ascii,204,SDNSSDTS,si,,
0x340B28,0x340B30,8,ascii,204,SCIPPDTS,si,,
0x340B58,0x340B61,9,ascii,204,SCIPPDTS0,si,,
0x371BAE,0x371BB4,6,ascii,217,0Nq)ky,,,
0x380A98,0x380AA1,9,ascii,220,SCIPPDTS4,si,,
0x380AC8,0x380AD1,9,ascii,220,SDNSSDTSH,si,,
0x380AF8,0x380B01,9,ascii,220,SCIPPDTSH,si,,
0x380B58,0x380B61,9,ascii,220,SCIPPDTSp,si,,
0x3C0A98,0x3C0AA1,9,ascii,236,SCIPPDTSt,si,,
0x3C0AC8,0x3C0AD0,8,ascii,236,SDNSSDTS,si,,
0x3C0AF8,0x3C0B00,8,ascii,236,SCIPPDTS,si,,
0x3C0B28,0x3C0B30,8,ascii,236,SCIPPDTS,si,,
0x3C0B58,0x3C0B60,8,ascii,236,SCIPPDTS,si,,
0x3DFA89,0x3DFA8F,6,ascii,244,b&1ldl,,,
0x3FB176,0x3FB17D,7,ascii,251,xJgFQR-,,,
0x400A98,0x400AA0,8,ascii,252,SCIPPDTS,si,,
0x400AC8,0x400AD0,8,ascii,252,SDNSSDTS,si,,
0x400AF8,0x400B00,8,ascii,252,SCIPPDTS,si,,
0x400B28,0x400B30,8,ascii,252,SCIPPDTS,si,,
0x400B58,0x400B60,8,ascii,252,SCIPPDTS,si,,
0x40756F,0x407575,6,ascii,254,CBN &V,,,
0x418976,0x41897C,6,ascii,258,BN!&F(,,,
0x440A98,0x440AA0,8,ascii,268,SDNSSDTS,si,,
0x440AC8,0x440AD0,8,ascii,268,SCIPPDTS,si,,
0x440AF8,0x440B00,8,ascii,268,SCIPPDTS,si,,
0x440B28,0x440B30,8,ascii,268,SCIPPDTS,si,,
0x440B58,0x440B61,9,ascii,268,SCIPPDTS0,si,,
0x458BF0,0x458BF8,8,ascii,274,PbNMcA%v,,,
0x462C22,0x462C28,6,ascii,277,e f)NX,,,
0x480A98,0x480AA1,9,ascii,284,SDNSSDTS(,si,,
0x480AC8,0x480AD1,9,ascii,284,SCIPPDTS4,si,,
0x480AF8,0x480B01,9,ascii,284,SCIPPDTSH,si,,
0x480B58,0x480B61,9,ascii,284,SCIPPDTSp,si,,
0x4B4128,0x4B412F,7,ascii,297,xn/3xno,,,
0x4C0AC8,0x4C0AD1,9,ascii,300,SCIPPDTSt,si,,
0x4C0AF8,0x4C0B00,8,ascii,300,SCIPPDTS,si,,
0x4C0B28,0x4C0B30,8,ascii,300,SCIPPDTS,si,,
0x4C0B58,0x4C0B60,8,ascii,300,SCIPPDTS,si,,
0x500A68,0x500A70,8,ascii,316,SDNSSDTS,si,,
0x500A98,0x500AA0,8,ascii,316,SCIPPDTS,si,,
0x500AC8,0x500AD0,8,ascii,316,SCIPPDTS,si,,
0x500AF8,0x500B00,8,ascii,316,SCIPPDTS,si,,
0x500B28,0x500B30,8,ascii,316,SCIPPDTS,si,,
0x540A68,0x540A70,8,ascii,331,SCIPPDTS,si,,
0x540A98,0x540AA0,8,ascii,331,SDNSSDTS,si,,
0x540AC8,0x540AD0,8,ascii,331,SCIPPDTS,si,,
0x540AF8,0x540B00,8,ascii,331,SCIPPDTS,si,,
0x540B28,0x540B30,8,ascii,331,SCIPPDTS,si,,
0x55E0E5,0x55E0EC,7,ascii,338,+f0Ma)r,,,
0x574361,0x574369,8,ascii,343,OF6UF3S%,,si,
0x580A38,0x580A40,8,ascii,346,SCIPPDTS,si,,
0x580A68,0x580A70,8,ascii,346,SCIPPDTS,si,,
0x580A98,0x580AA0,8,ascii,346,SDNSSDTS,si,,
0x580AC8,0x580AD0,8,ascii,346,SCIPPDTS,si,,
0x580AF8,0x580B01,9,ascii,346,SCIPPDTS ,si,,
0x5C0A38,0x5C0A40,8,ascii,360,SCIPPDTS,si,,
0x5C0A68,0x5C0A70,8,ascii,360,SCIPPDTS,si,,
0x5C0AC8,0x5C0AD1,9,ascii,360,SCIPPDTS8,si,,
0x600A38,0x600A40,8,ascii,374,SCIPPDTS,si,,
0x600A68,0x600A71,9,ascii,374,SCIPPDTS(,si,,
0x600AC8,0x600AD1,9,ascii,374,SCIPPDTSP,si,,
0x600AF8,0x600B01,9,ascii,374,SCIPPDTSd,si,,
0x680A38,0x680A44,12,ascii,403,SDNSSDTSL ,si,,
0x680A68,0x680A74,12,ascii,403,SCIPPDTSX ,si,,
0x680A98,0x680AA4,12,ascii,403,SCIPPDTSl ,si,,
0x680AC8,0x680AD0,8,ascii,403,SCIPPDTS,si,,
0x680AF8,0x680B00,8,ascii,403,SCIPPDTS,si,,
0x6C0A38,0x6C0A44,12,ascii,417,SCIPPDTSp!,si,,
0x6C0A68,0x6C0A70,8,ascii,417,SDNSSDTS,si,,
0x6C0A98,0x6C0AA0,8,ascii,417,SCIPPDTS,si,,
0x6C0AC8,0x6C0AD0,8,ascii,417,SCIPPDTS,si,,
0x6C0AF8,0x6C0B00,8,ascii,417,SCIPPDTS,si,,
0x6E350B,0x6E3511,6,ascii,425,pPFNrc,,,
0x700A98,0x700AA0,8,ascii,431,SCIPPDTS,si,,
0x700AC8,0x700AD0,8,ascii,431,SCIPPDTS,si,,
0x700AF8,0x700B00,8,ascii,431,SCTELLEC,,,
0x700B28,0x700B30,8,ascii,431,SCIPPDTS,si,,
0x700B58,0x700B60,8,ascii,431,SCIPPDTS,si,,
0x740828,0x740831,9,ascii,447,SCIPPDTS,si,,
0x740858,0x740860,8,ascii,447,SCIPPDTS,si,,
