offset,offset_fin,largo_original,encoding,chunk,texto,ruido_probable,palabra_reconocible,traduccion
0x24FA0C,0x24FA13,7,ascii,132,!3eeD 3,,,
0x25DB56,0x25DB5C,6,ascii,136,Ql34ir,,,
0x269AA6,0x269AAC,6,ascii,139,grjAJP,,,
0x280AC8,0x280AD1,9,ascii,144,SCIPPDTSD,si,,
0x280AF8,0x280B01,9,ascii,144,SCIPPDTSX,si,,
0x280B28,0x280B31,9,ascii,144,SCIPPDTSl,si,,
0x280B58,0x280B60,8,ascii,144,SCIPPDTS,si,,
0x280B88,0x280B90,8,ascii,144,SCIPPDTS,si,,
0x290DEB,0x290DF1,6,ascii,148,02B33&,,,
0x290E66,0x290E6C,6,ascii,148,0CSEEE,,,
0x2A3E46,0x2A3E4D,7,ascii,154,nB4I 1,,,
0x2B7DEE,0x2B7DF4,6,ascii,159,(3bvpk,,,
0x2C0AC8,0x2C0AD0,8,ascii,161,SCIPPDTS,si,,
0x2C0AF8,0x2C0B00,8,ascii,161,SCIPPDTS,si,,
0x2C0B28,0x2C0B30,8,ascii,161,SCIPPDTS,si,,
0x2C0B58,0x2C0B60,8,ascii,161,SCIPPDTS,si,,
0x2C0B88,0x2C0B90,8,ascii,161,SCIPPDTS,si,,
0x2CE519,0x2CE51F,6,ascii,164,VIFf0F,,,
0x2D1966,0x2D196C,6,ascii,165,"Jbp,?J",,,
0x300A98,0x300AA0,8,ascii,178,SCIPPDTS,si,,
0x300AC8,0x300AD0,8,ascii,178,SCIPPDTS,si,,
0x300AF8,0x300B01,9,ascii,178,SCIPPDTS,si,,
0x300B28,0x300B30,8,ascii,178,SCIPPDTS,si,,
0x300B58,0x300B61,9,ascii,178,SCIPPDTS(,si,,
0x33B5F8,0x33B5FE,6,ascii,193,")-,Y91",,,
0x364B3B,0x364B41,6,ascii,202,/A3A2(,,,
0x380A68,0x380A71,9,ascii,209,SCIPPDTS0,si,,
0x380A98,0x380AA1,9,ascii,209,SCIPPDTSD,si,,
0x380AC8,0x380AD1,9,ascii,209,SCIPPDTSX,si,,
0x380AF8,0x380B01,9,ascii,209,SCIPPDTSl,si,,
0x380B28,0x380B30,8,ascii,209,SCIPPDTS,si,,
0x3A8681,0x3A8689,8,ascii,218,"""dF44!a&",,,
0x3C0A98,0x3C0AA1,9,ascii,224,SCIPPDTSp,si,,
0x3C0AC8,0x3C0AD0,8,ascii,224,SCIPPDTS,si,,
0x3C0AF8,0x3C0B00,8,ascii,224,SCIPPDTS,si,,
0x3C0B28,0x3C0B30,8,ascii,224,SCIPPDTS,si,,
0x3CBDFD,0x3CBE03,6,ascii,226,",3cVSD",,,
0x3D3478,0x3D347F,7,ascii,228,50XN0at,,si,
0x3F08C0,0x3F08C6,6,ascii,235,grjAJP,,,
0x3F4343,0x3F4349,6,ascii,236,!|''?},,,
0x400A38,0x400A40,8,ascii,239,SDNSSDTS,si,,
0x400A68,0x400A70,8,ascii,239,SCIPPDTS,si,,
0x400A98,0x400AA0,8,ascii,239,SCIPPDTS,si,,
0x400AC8,0x400AD0,8,ascii,239,SCIPPDTS,si,,
0x400AF8,0x400B00,8,ascii,239,SCIPPDTS,si,,
0x430BFB,0x430C01,6,ascii,250,}S|Bzc,,,
0x440A68,0x440A70,8,ascii,253,SCIPPDTS,si,,
0x440A98,0x440AA0,8,ascii,253,SDNSSDTS,si,,
0x440AC8,0x440AD0,8,ascii,253,SCIPPDTS,si,,
0x440AF8,0x440B00,8,ascii,253,SCIPPDTS,si,,
0x440B28,0x440B30,8,ascii,253,SCIPPDTS,si,,
0x44B66B,0x44B674,9,ascii,256,Il?4Qr33i,,,
0x459B5C,0x459B62,6,ascii,259,!Ll'-M,,,
0x474A75,0x474A81,12,ascii,265,5TcW%P422ce(,si,,
0x480A68,0x480A70,8,ascii,268,SCIPPDTS,si,,
0x480A98,0x480AA0,8,ascii,268,SDNSSDTS,si,,
0x480AC8,0x480AD0,8,ascii,268,SCIPPDTS,si,,
0x480AF8,0x480B00,8,ascii,268,SCIPPDTS,si,,
0x480B28,0x480B30,8,ascii,268,SCIPPDTS,si,,
0x492A67,0x492A6D,6,ascii,272,SwECC(,,,
0x4A8389,0x4A838F,6,ascii,278,:LP()W,,,
0x4BA2C7,0x4BA2CD,6,ascii,282,PKnNfn,,,
0x4C0A68,0x4C0A70,8,ascii,283,SCIPPDTS,si,,
0x4C0A98,0x4C0AA1,9,ascii,283,SCIPPDTS ,si,,
0x4C0AC8,0x4C0AD1,9,ascii,283,SDNSSDTS(,si,,
0x4C0AF8,0x4C0B01,9,ascii,283,SCIPPDTS4,si,,
0x4C0B28,0x4C0B31,9,ascii,283,SCIPPDTSH,si,,
0x4F7C4A,0x4F7C50,6,ascii,296,QCBf3E,,,
0x500A68,0x500A71,9,ascii,298,SCIPPDTS8,si,,
0x500A98,0x500AA1,9,ascii,298,SCIPPDTSL,si,,
0x500B28,0x500B31,9,ascii,298,SCIPPDTSt,si,,
0x51B07D,0x51B083,6,ascii,304,0u2g6f,,,
0x52213F,0x522145,6,ascii,306,PKnNfn,,,
0x52583C,0x525842,6,ascii,307,!Ll'-M,,,
0x53816A,0x538171,7,ascii,311," ""e5TC&",,,
0x5381A8,0x5381B1,9,ascii,311,0SWvfD33F,,,
0x5381B2,0x5381BB,9,ascii,311,fG43D4C3T,,,
0x5381D8,0x5381E1,9,ascii,311,3!u2UBFD&,,,
0x540A68,0x540A71,9,ascii,313,SCIPPDTSd,si,,
0x540A98,0x540AA1,9,ascii,313,SCIPPDTSx,si,,
0x540AC8,0x540AD0,8,ascii,313,SCIPPDTS,si,,
0x540AF8,0x540B00,8,ascii,313,SDNSSDTS,si,,
0x540B28,0x540B30,8,ascii,313,SCIPPDTS,si,,
0x552A4C,0x552A52,6,ascii,318,hAvBIJ,si,,
0x580A68,0x580A70,8,ascii,328,SCIPPDTS,si,,
0x580A98,0x580AA0,8,ascii,328,SCIPPDTS,si,,
0x580AC8,0x580AD0,8,ascii,328,SCIPPDTS,si,,
0x580AF8,0x580B00,8,ascii,328,SCIPPDTS,si,,
0x580B28,0x580B30,8,ascii,328,SDNSSDTS,si,,
0x5C0A68,0x5C0A70,8,ascii,343,SCIPPDTS,si,,
0x5C0A98,0x5C0AA0,8,ascii,343,SCIPPDTS,si,,
0x5C0AC8,0x5C0AD0,8,ascii,343,SCIPPDTS,si,,
0x5C0AF8,0x5C0B00,8,ascii,343,SCIPPDTS,si,,
0x5C0B28,0x5C0B30,8,ascii,343,SDNSSDTS,si,,
0x600A68,0x600A70,8,ascii,358,SCIPPDTS,si,,
0x600A98,0x600AA0,8,ascii,358,SCIPPDTS,si,,
0x600AC8,0x600AD0,8,ascii,358,SCIPPDTS,si,,
0x600B28,0x600B31,9,ascii,358,SCIPPDTS8,si,,
0x60E9FF,0x60EA07,8,ascii,362,52JLR99t,,,
0x62F23C,0x62F243,7,ascii,370,Hi2JLR7,,,
0x644B25,0x644B2B,6,ascii,374,CCgfD4,,,
0x652FAC,0x652FB2,6,ascii,378,tC6+Fz,,,
0x66890C,0x668914,8,ascii,383,Hi2JBRNf,,,
0x684B27,0x684B2E,7,ascii,389,".""Sd44",,,
0x69336D,0x693374,7,ascii,393,"&!L,!37",,,
0x6C0AC8,0x6C0AD0,8,ascii,404,SCIPPDTS,si,,
0x6C0AF8,0x6C0B00,8,ascii,404,SCIPPDTS,si,,
0x6C0B28,0x6C0B30,8,ascii,404,SCIPPDTS,si,,
0x6C0B58,0x6C0B60,8,ascii,404,SCIPPDTS,si,,
0x6C0B88,0x6C0B90,8,ascii,404,SCIPPDTS,si,,
0x6D7010,0x6D7017,7,ascii,409,b?'v4a,,,
0x6F1F3D,0x6F1F43,6,ascii,416,hJJUB!,,,
0x73005C,0x730063,7,ascii,436,"""C""""""DC",,,
0x740AF8,0x740B00,8,ascii,441,SCIPPDTS,si,,
0x740B28,0x740B30,8,ascii,441,SCIPPDTS,si,,
0x740B58,0x740B60,8,ascii,441,SCIPPDTS,si,,
0x76C243,0x76C249,6,ascii,452,"0BV!""%",,,
0x772C55,0x772C5B,6,ascii,454,vN ApA,,,
0x780A98,0x780AA0,8,ascii,457,SCIPPDTS,si,,
0x780AC8,0x780AD0,8,ascii,457,SCIPPDTS,si,,
0x780AF8,0x780B00,8,ascii,457,SCIPPDTS,si,,
0x780B28,0x780B30,8,ascii,457,SCIPPDTS,si,,
0x780B58,0x780B60,8,ascii,457,SCIPPDTS,si,,
0x795A10,0x795A17,7,ascii,462,cVI:Xi,,,
0x7A3E64,0x7A3E6B,7,ascii,466,cVI:Xi,,,
0x7C0A98,0x7C0AA0,8,ascii,473,SCIPPDTS,si,,
0x7C0AC8,0x7C0AD0,8,ascii,473,SCIPPDTS,si,,
0x7C0AF8,0x7C0B00,8,ascii,473,SCIPPDTS,si,,
0x7C0B28,0x7C0B34,12,ascii,473,SCIPPDTS &,si,,
0x7C0B58,0x7C0B64,12,ascii,473,SCIPPDTS4&,si,,
0x800B58,0x800B64,12,ascii,489,SCIPPDTSt',si,,
0x800B88,0x800B90,8,ascii,489,SCIPPDTS,si,,
0x800BB8,0x800BC0,8,ascii,489,SDNSSDTS,si,,
0x800BE8,0x800BF0,8,ascii,489,SCIPPDTS,si,,
0x80B8B2,0x80B8BB,9,ascii,491,"2""C353""!/",,,
0x80B8F7,0x80B8FD,6,ascii,491,3SECV&,,,
0x80B8FE,0x80B907,9,ascii,491,T34dVdV3!,,,
0x80B96E,0x80B977,9,ascii,491,DEC3Uevu6,,,
0x81B1E9,0x81B1EF,6,ascii,496,b+fldl,,,
0x83F3BD,0x83F3C3,6,ascii,506,QBASB4,,,
0x840B58,0x840B60,8,ascii,507,SCIPPDTS,si,,
0x840B88,0x840B90,8,ascii,507,SCIPPDTS,si,,
0x840BB8,0x840BC0,8,ascii,507,SCIPPDTS,si,,
0x840BE8,0x840BF0,8,ascii,507,SCIPPDTS,si,,
0x840C18,0x840C24,12,ascii,507,"SCIPPDTS,)",si,,
0x84CF6F,0x84CF76,7,ascii,514,30DEC5T,,,
0x86FE50,0x86FE57,7,ascii,523,%y&phQ%,,,
0x880A68,0x880A70,8,ascii,527,SDNSSDTS,si,,
0x880A98,0x880AA0,8,ascii,527,SCIPPDTS,si,,
0x8B6B26,0x8B6B2C,6,ascii,540,4lzbB?,,,
0x8C0A68,0x8C0A74,12,ascii,542,SDNSSDTSD+,si,,
0x8C0A98,0x8C0AA4,12,ascii,542,SCIPPDTSH+,si,,
0x8C0AF8,0x8C0B04,12,ascii,542,SCIPPDTSp+,si,,
0x8C0B28,0x8C0B30,8,ascii,542,SCIPPDTS,si,,
0x8CFB5C,0x8CFB62,6,ascii,545," 3""6!4",,,
0x8D6615,0x8D661C,7,ascii,547,+WX4(a,,,
0x900A68,0x900A74,12,ascii,557,"SCIPPDTSt,",si,,
0x900A98,0x900AA4,12,ascii,557,"SDNSSDTS|,",si,,
0x900AC8,0x900AD0,8,ascii,557,SCIPPDTS,si,,
0x900AF8,0x900B00,8,ascii,557,SCIPPDTS,si,,
0x900B28,0x900B30,8,ascii,557,SCIPPDTS,si,,
0x9041B3,0x9041BA,7,ascii,558,+WX4(a,,,
0x912D39,0x912D3F,6,ascii,561,"1""-604",,,
0x916741,0x916747,6,ascii,562,+aXFId,si,,
0x91A171,0x91A177,6,ascii,563,+aXFId,si,,
0x937241,0x937247,6,ascii,570,+aXFId,si,,
0x93AC71,0x93AC77,6,ascii,571,+aXFId,si,,
0x940A68,0x940A70,8,ascii,572,SCIPPDTS,si,,
0x940A98,0x940AA0,8,ascii,572,SDNSSDTS,si,,
0x940AC8,0x940AD0,8,ascii,572,SCIPPDTS,si,,
0x940AF8,0x940B00,8,ascii,572,SCIPPDTS,si,,
0x940B28,0x940B30,8,ascii,572,SCIPPDTS,si,,
0x94EF9D,0x94EFA3,6,ascii,576,+aXFId,si,,
0x95A3FD,0x95A403,6,ascii,578,+aXFId,si,,
0x980A68,0x980A70,8,ascii,587,SCIPPDTS,si,,
0x980A98,0x980AA0,8,ascii,587,SCIPPDTS,si,,
0x980AC8,0x980AD0,8,ascii,587,SDNSSDTS,si,,
0x980AF8,0x980B00,8,ascii,587,SCIPPDTS,si,,
0x980B28,0x980B30,8,ascii,587,SCIPPDTS,si,,
0x9C0A68,0x9C0A70,8,ascii,602,SCIPPDTS,si,,
0x9C0A98,0x9C0AA0,8,ascii,602,SCIPPDTS,si,,
0x9C0AC8,0x9C0AD4,12,ascii,602,SCIPPDTS 0,si,,
0x9C0B28,0x9C0B34,12,ascii,602,SCIPPDTS40,si,,
0xA00A98,0xA00AA4,12,ascii,617,SCIPPDTS81,si,,
0xA00AC8,0xA00AD4,12,ascii,617,SCIPPDTSL1,si,,
0xA40A68,0xA40A74,12,ascii,632,SCIPPDTSP2,si,,
0xA40A98,0xA40AA4,12,ascii,632,SCIPPDTSd2,si,,
0xA40AC8,0xA40AD4,12,ascii,632,SCIPPDTSx2,si,,
0xA40AF8,0xA40B00,8,ascii,632,SCIPPDTS,si,,
0xA40B28,0xA40B30,8,ascii,632,SDNSSDTS,si,,
0xA80A68,0xA80A74,12,ascii,647,SCIPPDTS|3,si,,
0xA80A98,0xA80AA0,8,ascii,647,SCIPPDTS,si,,
0xA80AC8,0xA80AD0,8,ascii,647,SCIPPDTS,si,,
0xA80AF8,0xA80B00,8,ascii,647,SCIPPDTS,si,,
0xA80B28,0xA80B30,8,ascii,647,SDNSSDTS,si,,
0xAC0A68,0xAC0A70,8,ascii,662,SCIPPDTS,si,,
0xAC0A98,0xAC0AA0,8,ascii,662,SCIPPDTS,si,,
0xAC0AC8,0xAC0AD0,8,ascii,662,SCIPPDTS,si,,
0xAC0AF8,0xAC0B00,8,ascii,662,SCIPPDTS,si,,
0xAC0B28,0xAC0B30,8,ascii,662,SCIPPDTS,si,,
0xB40A68,0xB40A71,9,ascii,693,SCIPPDTS,si,,
0xB40A98,0xB40AA0,8,ascii,693,SCIPPDTS,si,,
0xB40AC8,0xB40AD4,12,ascii,693,SCIPPDTS(7,si,,
0xB40B28,0xB40B34,12,ascii,693,SCIPPDTSP7,si,,
0xB80A68,0xB80A74,12,ascii,708,"SCIPPDTS,8",si,,
0xB80AC8,0xB80AD4,12,ascii,708,SCIPPDTST8,si,,
0xB80AF8,0xB80B04,12,ascii,708,SCIPPDTSh8,si,,
0xB80B28,0xB80B34,12,ascii,708,SCIPPDTS|8,si,,
0xBC0A68,0xBC0A74,12,ascii,723,SCIPPDTSX9,si,,
0xBC0A98,0xBC0AA4,12,ascii,723,SCIPPDTSl9,si,,
0xBC0AC8,0xBC0AD0,8,ascii,723,SCIPPDTS,si,,
0xBC0AF8,0xBC0B00,8,ascii,723,SCIPPDTS,si,,
0xBC0B28,0xBC0B30,8,ascii,723,SCIPPDTS,si,,
0xBDA482,0xBDA488,6,ascii,729,1R+h%g,si,,
0xBDDEAE,0xBDDEB4,6,ascii,730,1R+h%g,si,,
0xBE18DA,0xBE18E0,6,ascii,731,1R+h%g,si,,
0xBE51AA,0xBE51B0,6,ascii,732,1R+h%g,si,,
0xBF034A,0xBF0350,6,ascii,734,1R+h%g,si,,
0xBFAF5E,0xBFAF64,6,ascii,737,1R+h%g,si,,
0xC00A68,0xC00A70,8,ascii,738,SCIPPDTS,si,,
0xC00A98,0xC00AA0,8,ascii,738,SCIPPDTS,si,,
0xC00AC8,0xC00AD0,8,ascii,738,SCIPPDTS,si,,
0xC00AF8,0xC00B00,8,ascii,738,SCIPPDTS,si,,
0xC00B28,0xC00B30,8,ascii,738,SCIPPDTS,si,,
0xC044A2,0xC044A8,6,ascii,739,1R+h%g,si,,
0xC0F642,0xC0F648,6,ascii,741,1R+h%g,si,,
0xC1A256,0xC1A25C,6,ascii,744,1R+h%g,si,,
0xC1DC82,0xC1DC88,6,ascii,745,1R+h%g,si,,
0xC216AE,0xC216B4,6,ascii,746,1R+h%g,si,,
0xC24F7E,0xC24F84,6,ascii,747,1R+h%g,si,,
0xC2C90A,0xC2C910,6,ascii,748,CCSD4e,,,
0xC3AD56,0xC3AD5C,6,ascii,752,1R+h%g,si,,
0xC40A68,0xC40A70,8,ascii,753,SDNSSDTS,si,,
0xC40A98,0xC40AA0,8,ascii,753,SCIPPDTS,si,,
0xC40AC8,0xC40AD0,8,ascii,753,SCIPPDTS,si,,
0xC40AF8,0xC40B00,8,ascii,753,SCIPPDTS,si,,
0xC40B28,0xC40B31,9,ascii,753,SCIPPDTS,si,,
0xC444A2,0xC444A8,6,ascii,754,1R+h%g,si,,
0xC47ECE,0xC47ED4,6,ascii,755,1R+h%g,si,,
0xC5306E,0xC53074,6,ascii,757,1R+h%g,si,,
0xC5693E,0xC56944,6,ascii,758,1R+h%g,si,,
0xC61552,0xC61558,6,ascii,761,1R+h%g,si,,
0xC64F7E,0xC64F84,6,ascii,762,1R+h%g,si,,
0xC689AA,0xC689B0,6,ascii,763,1R+h%g,si,,
0xC7027B,0xC70281,6,ascii,764,R2DEB!,,,
0xC73B4A,0xC73B50,6,ascii,765,1R+h%g,si,,
0xC80A68,0xC80A70,8,ascii,768,SDNSSDTS,si,,
0xC80A98,0xC80AA0,8,ascii,768,SCIPPDTS,si,,
0xC80AC8,0xC80AD0,8,ascii,768,SCIPPDTS,si,,
0xC80AF8,0xC80B00,8,ascii,768,SCIPPDTS,si,,
0xC844A2,0xC844A8,6,ascii,769,1R+h%g,si,,
0xC87ECE,0xC87ED4,6,ascii,770,1R+h%g,si,,
0xC8B79E,0xC8B7A4,6,ascii,771,1R+h%g,si,,
0xCA1576,0xCA157C,6,ascii,776,1R+h%g,si,,
0xCB0379,0xCB0381,8,ascii,779," ""RCUWfH",,,
0xCB03A5,0xCB03AC,7,ascii,779,3TSfVUU,,,
0xCC0A68,0xCC0A70,8,ascii,783,SCIPPDTS,si,,
0xCF4142,0xCF4149,7,ascii,795,/!CT42 ,,,
0xCF4215,0xCF421B,6,ascii,795,/Swuf5,,,
0xD00C48,0xD00C50,8,ascii,798,SDNSSDTS,si,,
0xD00C78,0xD00C80,8,ascii,798,SCIPPDTS,si,,
0xD00CA8,0xD00CB0,8,ascii,798,SCIPPDTS,si,,
0xD0EA0E,0xD0EA15,7,ascii,802,",h 10L|",,,
0xD1619B,0xD161A1,6,ascii,803,QTW5!G,,,
0xD1621B,0xD16221,6,ascii,803, D4!C',,,
0xD16224,0xD1622A,6,ascii,803,1!D23B,,,
0xD40BE8,0xD40BF0,8,ascii,822,SCIPPDTS,si,,
0xD40C18,0xD40C20,8,ascii,822,SCIPPDTS,si,,
0xD40C48,0xD40C50,8,ascii,822,SDNSSDTS,si,,
0xD40C78,0xD40C80,8,ascii,822,SCIPPDTS,si,,
0xD40CA8,0xD40CB0,8,ascii,822,SCIPPDTS,si,,
0xD7A196,0xD7A1A0,10,ascii,842,UFEDSDEC23,si,,
0xD7A22B,0xD7A232,7,ascii,842,1dUWDTD,,,
0xD80B58,0xD80B64,12,ascii,844,SCIPPDTS0C,si,,
0xD80B88,0xD80B94,12,ascii,844,SCIPPDTSDC,si,,
0xD80BB8,0xD80BC4,12,ascii,844,SCIPPDTSXC,si,,
0xD80BE8,0xD80BF4,12,ascii,844,SCIPPDTSlC,si,,
0xD80C18,0xD80C20,8,ascii,844,SCIPPDTS,si,,
0xDC0B28,0xDC0B30,8,ascii,864,SCIPPDTS,si,,
0xDC0B58,0xDC0B60,8,ascii,864,SCIPPDTS,si,,
0xDC0B88,0xDC0B90,8,ascii,864,SCIPPDTS,si,,
0xDC0BB8,0xDC0BC0,8,ascii,864,SDNSSDTS,si,,
0xDC0BE8,0xDC0BF0,8,ascii,864,SCIPPDTS,si,,
0xDFC541,0xDFC548,7,ascii,881,1SVE2!,,,
0xE00AF8,0xE00B00,8,ascii,882,SDNSSDTS,si,,
0xE00B28,0xE00B30,8,ascii,882,SCIPPDTS,si,,
0xE00B58,0xE00B64,12,ascii,882,SCIPPDTS(F,si,,
0xE00BB8,0xE00BC4,12,ascii,882,SCIPPDTSPF,si,,
0xE40A98,0xE40AA4,12,ascii,900,SDNSSDTSLG,si,,
0xE40AC8,0xE40AD4,12,ascii,900,SCIPPDTSTG,si,,
0xE40AF8,0xE40B04,12,ascii,900,SCIPPDTShG,si,,
0xE40B28,0xE40B34,12,ascii,900,SCIPPDTS|G,si,,
0xE40B58,0xE40B60,8,ascii,900,SCIPPDTS,si,,
0xE5C181,0xE5C187,6,ascii,908,liHIZT,si,,
0xE80A98,0xE80AA0,8,ascii,917,SDNSSDTS,si,,
0xE80AC8,0xE80AD0,8,ascii,917,SCIPPDTS,si,,
0xE80AF8,0xE80B00,8,ascii,917,SCIPPDTS,si,,
0xE80B28,0xE80B30,8,ascii,917,SCIPPDTS,si,,
0xE80B58,0xE80B60,8,ascii,917,SCIPPDTS,si,,
0xEBA875,0xEBA87B,6,ascii,932,liHIZT,si,,
0xEC0A98,0xEC0AA0,8,ascii,933,SCIPPDTS,si,,
0xEC0AC8,0xEC0AD0,8,ascii,933,SCIPPDTS,si,,
0xEC0AF8,0xEC0B00,8,ascii,933,SCIPPDTS,si,,
0xEC0B28,0xEC0B30,8,ascii,933,SCIPPDTS,si,,
0xEC0B58,0xEC0B60,8,ascii,933,SCIPPDTS,si,,
0xF00A98,0xF00AA1,9,ascii,949,SCIPPDTS,si,,
0xF00AC8,0xF00AD0,8,ascii,949,SCIPPDTS,si,,
0xF00AF8,0xF00B04,12,ascii,949,SCIPPDTS(K,si,,
0xF00B58,0xF00B64,12,ascii,949,SCIPPDTSPK,si,,
0xF2774D,0xF27753,6,ascii,959,liHIZT,si,,
0xF40A68,0xF40A74,12,ascii,965,"SCIPPDTS,L",si,,
0xF40AC8,0xF40AD4,12,ascii,965,SCIPPDTSTL,si,,
0xF40AF8,0xF40B04,12,ascii,965,SCIPPDTShL,si,,
0xF40B28,0xF40B34,12,ascii,965,SCIPPDTS|L,si,,
0xF80A98,0xF80AA4,12,ascii,980,SCIPPDTSlM,si,,
0xF80AC8,0xF80AD0,8,ascii,980,SCIPPDTS,si,,
0xF80AF8,0xF80B00,8,ascii,980,SCIPPDTS,si,,
0xF80B28,0xF80B30,8,ascii,980,SCIPPDTS,si,,
