offset,offset_fin,largo_original,encoding,chunk,texto,ruido_probable,palabra_reconocible,traduccion
0x100AC8,0x100AD1,9,ascii,56,SCIPPDTSx,si,,
0x100AF8,0x100B01,9,ascii,56,SDNSSDTS|,si,,
0x100B28,0x100B30,8,ascii,56,SCIPPDTS,si,,
0x140A68,0x140A71,9,ascii,71,SCIPPDTS|,si,,
0x140A98,0x140AA0,8,ascii,71,SCIPPDTS,si,,
0x140AC8,0x140AD0,8,ascii,71,SCIPPDTS,si,,
0x140AF8,0x140B00,8,ascii,71,SDNSSDTS,si,,
0x140B28,0x140B30,8,ascii,71,SCIPPDTS,si,,
0x144240,0x144247,7,ascii,72,"Xj4i?5""",,,
0x180A68,0x180A70,8,ascii,86,SCIPPDTS,si,,
0x180A98,0x180AA0,8,ascii,86,SCIPPDTS,si,,
0x180AC8,0x180AD0,8,ascii,86,SCIPPDTS,si,,
0x180AF8,0x180B00,8,ascii,86,SCIPPDTS,si,,
0x180B28,0x180B30,8,ascii,86,SDNSSDTS,si,,
0x192D50,0x192D57,7,ascii,91,w(rOup,,,
0x1A9A9C,0x1A9AA2,6,ascii,96,FOB  +,,,
0x1C0A98,0x1C0AA0,8,ascii,101,SCIPPDTS,si,,
0x1C0AC8,0x1C0AD0,8,ascii,101,SCIPPDTS,si,,
0x1C0AF8,0x1C0B00,8,ascii,101,SCIPPDTS,si,,
0x1E2CB3,0x1E2CBF,12,ascii,110,%%(0 2jKrUJu,,,
0x200A68,0x200A70,8,ascii,117,SCIPPDTS,si,,
0x200A98,0x200AA1,9,ascii,117,SCIPPDTS(,si,,
0x200AF8,0x200B01,9,ascii,117,SCIPPDTSP,si,,
0x2123BB,0x2123C1,6,ascii,122,dOFNjA,,,
0x240A98,0x240AA1,9,ascii,132,SCIPPDTST,si,,
0x240AC8,0x240AD1,9,ascii,132,SCIPPDTSh,si,,
0x240AF8,0x240B01,9,ascii,132,SCIPPDTS|,si,,
0x240B28,0x240B30,8,ascii,132,SCIPPDTS,si,,
0x240B58,0x240B60,8,ascii,132,SDNSSDTS,si,,
0x24B41E,0x24B424,6,ascii,135,j8?rXq,,,
0x24B4A6,0x24B4AD,7,ascii,135,"8%Kb()""",,,
0x255DC7,0x255DCF,8,ascii,138,xMJb3S5,,,
0x259625,0x25962B,6,ascii,139,B}y48?,,,
0x280A98,0x280AA0,8,ascii,148,SCIPPDTS,si,,
0x280AC8,0x280AD0,8,ascii,148,SCIPPDTS,si,,
0x280AF8,0x280B00,8,ascii,148,SCIPPDTS,si,,
0x280B28,0x280B30,8,ascii,148,SDNSSDTS,si,,
0x280B58,0x280B60,8,ascii,148,SCIPPDTS,si,,
0x2A60E2,0x2A60E8,6,ascii,158,TaMfn+,,,
0x2C0A98,0x2C0AA0,8,ascii,164,SCIPPDTS,si,,
0x2C0AC8,0x2C0AD0,8,ascii,164,SCIPPDTS,si,,
0x2C0AF8,0x2C0B00,8,ascii,164,SCIPPDTS,si,,
0x2C0B28,0x2C0B30,8,ascii,164,SDNSSDTS,si,,
0x2C0B58,0x2C0B60,8,ascii,164,SCIPPDTS,si,,
0x300A98,0x300AA0,8,ascii,180,SCIPPDTS,si,,
0x300AC8,0x300AD1,9,ascii,180,SCIPPDTS(,si,,
0x300B58,0x300B61,9,ascii,180,SCIPPDTSP,si,,
0x32FBC5,0x32FBCB,6,ascii,193,"SK""UJ+",,,
0x32FC7B,0x32FC81,6,ascii,193,WJZhHj,,,
0x33A6BD,0x33A6C3,6,ascii,195,((M30Q,,,
0x340A98,0x340AA1,9,ascii,196,SCIPPDTST,si,,
0x340AC8,0x340AD1,9,ascii,196,SCIPPDTSh,si,,
0x340AF8,0x340B01,9,ascii,196,SDNSSDTSt,si,,
0x340B28,0x340B31,9,ascii,196,SCIPPDTS|,si,,
0x34A728,0x34A72E,6,ascii,199,A1lI0Z,,,
0x37B556,0x37B55D,7,ascii,210,UUT2R4F,,,
0x380A68,0x380A71,9,ascii,211,SCIPPDTSl,si,,
0x380A98,0x380AA0,8,ascii,211,SCIPPDTS,si,,
0x380AC8,0x380AD0,8,ascii,211,SCIPPDTS,si,,
0x380AF8,0x380B00,8,ascii,211,SCIPPDTS,si,,
0x380B28,0x380B30,8,ascii,211,SDNSSDTS,si,,
0x3879F7,0x3879FD,6,ascii,213,(h8)fy,,,
0x39CCF6,0x39CCFE,8,ascii,218,"C6ARaBD""",,,
0x3A0383,0x3A0389,6,ascii,219,x!&06k,,,
0x3A6EE4,0x3A6EEA,6,ascii,221,CV))nd,,,
0x3AD9CE,0x3AD9D4,6,ascii,223,%fc j|,,,
0x3C0A68,0x3C0A70,8,ascii,226,SCIPPDTS,si,,
0x3C0A98,0x3C0AA0,8,ascii,226,SCIPPDTS,si,,
0x3C0AC8,0x3C0AD0,8,ascii,226,SCIPPDTS,si,,
0x3C0AF8,0x3C0B00,8,ascii,226,SCIPPDTS,si,,
0x3C0B28,0x3C0B30,8,ascii,226,SDNSSDTS,si,,
0x3D28DC,0x3D28E3,7,ascii,231,fw3/Wf!,,,
0x3EC286,0x3EC28C,6,ascii,237,KRtWNc,,,
0x3EC2A3,0x3EC2A9,6,ascii,237,O v0Q?,,,
0x400A68,0x400A70,8,ascii,241,SCIPPDTS,si,,
0x400A98,0x400AA0,8,ascii,241,SCIPPDTS,si,,
0x400AC8,0x400AD0,8,ascii,241,SCIPPDTS,si,,
0x400AF8,0x400B01,9,ascii,241,SCIPPDTS,si,,
0x400B28,0x400B30,8,ascii,241,SCIPPDTS,si,,
0x444AC2,0x444AC8,6,ascii,257,"23EQ""""",,,
0x496678,0x49667F,7,ascii,277, lbbXG5,,,
0x4C0A68,0x4C0A71,9,ascii,287,SCIPPDTSH,si,,
0x4C0AC8,0x4C0AD1,9,ascii,287,SCIPPDTSp,si,,
0x4C0AF8,0x4C0B00,8,ascii,287,SCIPPDTS,si,,
0x4C0B28,0x4C0B30,8,ascii,287,SCIPPDTS,si,,
0x500A98,0x500AA0,8,ascii,302,SCIPPDTS,si,,
0x500AC8,0x500AD0,8,ascii,302,SCIPPDTS,si,,
0x500AF8,0x500B00,8,ascii,302,SCIPPDTS,si,,
0x500B28,0x500B30,8,ascii,302,SCIPPDTS,si,,
0x500B58,0x500B60,8,ascii,302,SCIPPDTS,si,,
0x540A98,0x540AA0,8,ascii,318,SCIPPDTS,si,,
0x540AC8,0x540AD0,8,ascii,318,SCIPPDTS,si,,
0x540AF8,0x540B00,8,ascii,318,SCIPPDTS,si,,
0x540B28,0x540B30,8,ascii,318,SCIPPDTS,si,,
0x540B58,0x540B60,8,ascii,318,SCIPPDTS,si,,
0x547EC2,0x547ECA,8,ascii,319,"Bb!A3Q """,,,
0x580A98,0x580AA0,8,ascii,334,SCIPPDTS,si,,
0x580AC8,0x580AD0,8,ascii,334,SCIPPDTS,si,,
0x580AF8,0x580B01,9,ascii,334,SCIPPDTS0,si,,
0x580B28,0x580B31,9,ascii,334,SCIPPDTSD,si,,
0x580B58,0x580B61,9,ascii,334,SCIPPDTSX,si,,
0x592B4D,0x592B53,6,ascii,338,"""6b%rs",,,
0x5E4736,0x5E473C,6,ascii,358,"""Td%%1",,,
0x5EED97,0x5EED9E,7,ascii,361,Y'Z|%pz,,,
0x604A58,0x604A5E,6,ascii,366,AQ53!!,,,
0x6129EE,0x6129F4,6,ascii,370,Cmu%?7,,,
0x640A38,0x640A40,8,ascii,381,SCIPPDTS,si,,
0x640A68,0x640A70,8,ascii,381,SCIPPDTS,si,,
0x640A98,0x640AA0,8,ascii,381,SCIPPDTS,si,,
0x640AC8,0x640AD0,8,ascii,381,SCIPPDTS,si,,
0x640AF8,0x640B00,8,ascii,381,SCIPPDTS,si,,
0x663B9F,0x663BA5,6,ascii,389,g7j(S ,,,
0x677281,0x677287,6,ascii,394,}4|rbQ,,,
0x680918,0x680921,9,ascii,396,SCIPPDTST,si,,
0x680948,0x680951,9,ascii,396,SCIPPDTSh,si,,
0x680978,0x680981,9,ascii,396,SCIPPDTS|,si,,
0x6809A8,0x6809B0,8,ascii,396,SCIPPDTS,si,,
0x684A00,0x684A07,7,ascii,397,'d(nXxh,,,
