id,jp_addr,tipo,destino,bytes,original,traduccion,notas
85,0x52B8,redirect,0x50A3,1,,,
86,0x52D5,redirect,0x50A4,1,,,
87,0x52F0,redirect,0x50A5,1,,,
88,0x5331,redirect,0x50A6,1,,,
89,0x5378,redirect,0x50A7,1,,,
90,0x5389,redirect,0x50A8,1,,,
91,0x539C,redirect,0x50A9,1,,,
92,0x53D1,redirect,0x50AA,1,,,
93,0x5406,redirect,0x50AB,1,,,
94,0x5435,redirect,0x50AC,1,,,
95,0x5440,redirect,0x50AD,1,,,
96,0x5491,redirect,0x50AE,1,,,
97,0x54B6,redirect,0x50AF,1,,,
98,0x54D5,redirect,0x50B0,1,,,
99,0x54F6,redirect,0x50B1,1,,,
100,0x550B,redirect,0x50B2,1,,,
101,0x5518,redirect,0x50B6,1,,,
102,0x5537,redirect,0x50B7,1,,,
103,0x556C,redirect,0x50B8,55,"Oh, hey, Jonathan.  Come in. \nCame to see me, did you?",,1 isla(s) 91 inline
104,0x55A3,redirect,0x50F2,30,"Oh, did you forget something?",,
105,0x55BE,redirect,0x5110,27,Or did you want to see me?,,
106,0x55D9,redirect,0x512B,72,"I think Dad will get mad again if\nyou stay any longer, don't you\nthink?",,2 isla(s) 91 inline
107,0x560C,redirect,0x5179,21,I had fun last time.,,2 isla(s) 91 inline
108,0x5625,redirect,0x5194,48,Maybe you could... stay a bit\nlonger this time?,,2 isla(s) 91 inline
109,0x564A,redirect,0x51CA,13,"Oh, come in.",,
110,0x5665,redirect,0x51D7,82,I think Dad will get mad again if\nyou stay too long.  Why don't we\nkeep it short.,,2 isla(s) 91 inline; cadena 92: 2 fragmentos unidos
111,0x56B6,redirect,0x523F,25,I had fun the other day.,,1 isla(s) 91 inline
112,0x56CD,redirect,0x525B,48,Maybe you could... stay a bit\nlonger this time?,,
113,0x56F0,redirect,0x528B,5,Talk,,
114,0x56FB,redirect,0x5290,12,What is it?,,1 isla(s) 91 inline
115,0x5712,redirect,0x529F,32,What do you want to talk about?,,1 isla(s) 91 inline
116,0x5727,redirect,0x52C2,32,"Easy on the chit-chat, you two.",,1 isla(s) 91 inline
117,0x573E,redirect,0x52E5,10,Ask about,,
118,0x5743,redirect,0x52EF,7,School,,1 isla(s) 91 inline
119,0x574C,redirect,0x52F9,7,Sports,,
120,0x5753,redirect,0x5300,43,"Say, you mind if I have that poster,\nAnna?",,
121,0x5774,redirect,0x532B,12,Huh? Oh....,,1 isla(s) 91 inline
122,0x5787,redirect,0x533A,59,"About that poster....  I'd really,\nreally like to have it.",,
123,0x57B2,redirect,0x5375,25,"Well, it's okay with me.",,2 isla(s) 91 inline
124,0x57C7,redirect,0x5394,31,Are you kidding me? Forget it!,,1 isla(s) 91 inline
125,0x57E8,redirect,0x53B6,5,Marc,,
126,0x57EF,redirect,0x53BB,14,Where's Marc?,,
127,0x57FA,redirect,0x53C9,22,He's asleep upstairs.,,1 isla(s) 91 inline
128,0x581B,redirect,0x53E2,36,Why don't you let him rest for\nnow.,,
129,0x583C,redirect,0x5409,82,He hasn't been getting much sleep\nlately.  He's been up watching too\nmany movies.,,2 isla(s) 91 inline
130,0x587D,redirect,0x5461,36,"He really likes movies, doesn't\nhe?",,
131,0x58AA,redirect,0x5485,22,You missed him again.,,1 isla(s) 91 inline
132,0x58C9,redirect,0x549E,15,He's sleeping?,,
133,0x58E4,redirect,0x54AD,6,Yeah.,,
134,0x58F5,redirect,0x54B3,47,I finally got him to bed a minute\nago.  Sorry.,,2 isla(s) 91 inline
135,0x5926,redirect,0x54E8,52,He'll be disappointed he didn't get\nto see you too.,,3 isla(s) 91 inline
136,0x595D,redirect,0x5525,39,"I'm ""the guy with the cigarette"",\nhuh?",,1 isla(s) 91 inline
137,0x598A,redirect,0x554F,12,Her cooking,,
138,0x598F,redirect,0x555B,28,"Thanks for that meal, Anna.",,1 isla(s) 91 inline
139,0x59A6,redirect,0x557A,159,"You should eat with us again\nsometime.{80238057}I just bought some processed\nshimofuri meat with whey\nprotein.{80238057}It'll be something you'll never\nforget, I promise.",,4 isla(s) 91 inline
140,0x5A1F,redirect,0x5628,48,"Oh, I'm... sure it will.  Maybe\ntomorrow, yeah?",,1 isla(s) 91 inline
141,0x5A38,redirect,0x565B,45,"Oh, by the way, we didn't finish\neverything.",,1 isla(s) 91 inline
142,0x5A63,redirect,0x568B,33,There's still some tempura left.,,
143,0x5A80,redirect,0x56AC,36,There are still some soybeans left.,,2 isla(s) 91 inline
144,0x5AA1,redirect,0x56D6,47,"Oh, by the way, we didn't finish all\nthe milk.",,2 isla(s) 91 inline
145,0x5ACC,redirect,0x570B,25,There's still some left.,,1 isla(s) 91 inline
146,0x5AE3,redirect,0x572A,31,"Aah! I mean... ""aahow lovely"".",,3 isla(s) 91 inline
147,0x5AF8,redirect,0x5752,40,There's still some salad in the\nfridge.,,2 isla(s) 91 inline
148,0x5B15,redirect,0x5780,35,We've still got some unohana left.,,1 isla(s) 91 inline
149,0x5B32,redirect,0x57A6,26,The caviar is still good.,,1 isla(s) 91 inline
150,0x5B4B,redirect,0x57C3,25,There's still some oden.,,1 isla(s) 91 inline
151,0x5B66,redirect,0x57DF,38,You should help us finish\neverything.,,3 isla(s) 91 inline
152,0x5B75,redirect,0x580E,87,"If you let me know when you're\ncoming, I can be sure and have\nsomething ready for you.",,2 isla(s) 91 inline
153,0x5BB6,redirect,0x586B,79,"Uhh, that's... you don't have to go\nto all that trouble, Anna.  Thanks\nanyway.",,2 isla(s) 91 inline
154,0x5BF3,redirect,0x58C0,76,"Yeah, might be best to give him\nsome time.  He's still reeling from\nbefore.",,3 isla(s) 91 inline
155,0x5C2E,redirect,0x5915,16,You keep quiet!,,
156,0x5C3F,redirect,0x5925,18,What do you mean?,,1 isla(s) 91 inline
157,0x5C56,redirect,0x593A,64,"Jonathan's just... feeling a little\nsick right now, that's all.",,1 isla(s) 91 inline
158,0x5C7D,redirect,0x597D,8,Really?,,
159,0x5C88,redirect,0x5985,21,No.  Do I look sick?,,2 isla(s) 91 inline
160,0x5C99,redirect,0x59A0,10,Bioethics,,1 isla(s) 91 inline
161,0x5CA2,redirect,0x59AD,5,Show,,
162,0x5CAD,redirect,0x59B2,11,Hojo photo,,
163,0x5CBC,redirect,0x59BD,39,Who are they? I can't say I know\nthem.,,
164,0x5CD7,redirect,0x59E4,38,"I'm sorry, I don't know these\npeople.",,
165,0x5CF8,redirect,0x5A0A,46,"C'mon, Jonathan, now why would\nshe know Hojo?",,2 isla(s) 91 inline
166,0x5D19,redirect,0x5A3E,18,Policenauts photo,,
167,0x5D2C,redirect,0x5A50,60,"You haven't changed a bit,\nJonathan.  Except for your hair.",,2 isla(s) 91 inline
168,0x5D55,redirect,0x5A92,31,Even Dad looks cool like this.,,1 isla(s) 91 inline
169,0x5D7A,redirect,0x5AB4,51,"Hey, your dad always looks cool. \nRight, Jonathan?",,2 isla(s) 91 inline
170,0x5DA3,redirect,0x5AED,5,....,,
171,0x5DAC,redirect,0x5AF2,8,ID card,,1 isla(s) 91 inline
172,0x5DB7,redirect,0x5AFD,13,What's that?,,
173,0x5DD4,redirect,0x5B0A,78,"Everything's cards, cards, cards\nnowadays.  They're actually a pain,\nI think.",,3 isla(s) 91 inline
174,0x5E15,redirect,0x5B61,3,CD,,
175,0x5E22,redirect,0x5B64,25,What kind of CD is that?,,2 isla(s) 91 inline
176,0x5E37,redirect,0x5B83,24,Is there music on that?,,
177,0x5E52,redirect,0x5B9B,24,"This isn't a toy, Anna!",,
178,0x5E6D,redirect,0x5BB3,140,I suppose we couldn't listen to it\nhere anyway.{80238057}We subscribe to the music\nnetwork.{80238057}It doesn't let you play CDs or any\nother software.,,4 isla(s) 91 inline
179,0x5EAC,redirect,0x5C4B,5,Back,,
180,0x5EB5,redirect,0x5C50,5,Look,,
181,0x5EBA,redirect,0x5C55,63,You're a cute girl.  You don't look\nanything like your father.,,4 isla(s) 91 inline
182,0x5ED7,redirect,0x5CA0,81,You're gonna drive all the boys\ncrazy when you're older.  If you\naren't already.,,5 isla(s) 91 inline
183,0x5EF2,redirect,0x5D00,47,You obviously got your looks from\nyour mother.,,2 isla(s) 91 inline
184,0x5F03,redirect,0x5D35,38,Jonathan....  You're embarrassing\nme.,,1 isla(s) 91 inline
185,0x5F2C,redirect,0x5D5E,48,Would you cut it out? You'll just\negg her on.  ,,1 isla(s) 91 inline
186,0x5F6B,redirect,0x5D91,65,"At least she doesn't have to worry\nabout losing her hair, right?",,4 isla(s) 91 inline
187,0x5F9E,redirect,0x5DDE,19,I swear to god....,,
188,0x5FA9,redirect,0x5DF1,54,You're a nice-looking girl. \nSurprising your half-Ed.,,2 isla(s) 91 inline
189,0x5FDC,redirect,0x5E2D,40,She's the spitting image of her\nmother.,,2 isla(s) 91 inline
190,0x5FF7,redirect,0x5E5B,27,"Yeah, sure looks that way.",,1 isla(s) 91 inline
191,0x601A,redirect,0x5E79,74,I just pictured your face on Anna's\nbody... and it wasn't a pretty\nimage.,,3 isla(s) 91 inline
192,0x6037,redirect,0x5ECC,32,You always wear those earrings?,,1 isla(s) 91 inline
193,0x605E,redirect,0x5EEF,44,Those were Catherine's.  Anna\nhas them now.,,2 isla(s) 91 inline
194,0x6083,redirect,0x5F21,80,I only wear them when I'm at\nhome.  Dad doesn't let me wear\nearrings to school.,,2 isla(s) 91 inline
195,0x60A8,redirect,0x5F77,39,Earrings look good on a girl your\nage.,,
196,0x60C7,redirect,0x5FA1,33,"God dammit, don't encourage her.",,1 isla(s) 91 inline
197,0x60F6,redirect,0x5FC5,68,Dad's so old-fashioned.  Everyone\nmy age is already wearing\nmakeup.,,2 isla(s) 91 inline
198,0x612D,redirect,0x600F,10,I'll bet.,,
199,0x613C,redirect,0x6019,31,I like your hair up like that.,,2 isla(s) 91 inline
200,0x6165,redirect,0x603E,91,Really? Usually I only put it up\nwhen I'm doing gymnastics. \nOtherwise it gets in the way.,,2 isla(s) 91 inline
201,0x61AC,redirect,0x609F,65,But if you like it... maybe I'll wear\nit like this all the time!,,2 isla(s) 91 inline
202,0x61E1,redirect,0x60E6,26,"That would be nice, Anna.",,1 isla(s) 91 inline
203,0x61F8,redirect,0x6103,60,Wow.  I'm speechless.  And that\ndoesn't happen to me often.,,2 isla(s) 91 inline
204,0x6217,redirect,0x6145,62,"Just so you know, he has a\npenchant for fondling women,\nAnna.",,1 isla(s) 91 inline
205,0x6248,redirect,0x6186,8,Really?,,
206,0x6257,redirect,0x618E,66,"Yeah, right, like I'D ever do\nsomething like that.  He's kidding.",,1 isla(s) 91 inline
207,0x6278,redirect,0x61D3,10,"Oh, am I?",,
208,0x6285,redirect,0x61DD,33,"(C'mon, Ed, don't say anything.)",,2 isla(s) 91 inline
209,0x62B0,redirect,0x6204,51,This is torture.  Or more like...\nglorious nectar.,,1 isla(s) 91 inline
210,0x62D7,redirect,0x623A,38,(They felt just as big as they look.),,2 isla(s) 91 inline
211,0x62FE,redirect,0x6266,59,"You're not thinking what I think\nyou're thinking, are you?",,2 isla(s) 91 inline
212,0x6325,redirect,0x62A7,11,Hands off!,,1 isla(s) 91 inline
213,0x6340,redirect,0x62B5,6,Touch,,
214,0x6345,redirect,0x62BB,17,Inspection time!,,
215,0x635C,redirect,0x62CC,27,Aaahh! What are you doing!,,1 isla(s) 91 inline
216,0x6375,redirect,0x62EA,32,You passed with flying areolas.,,1 isla(s) 91 inline
217,0x638A,redirect,0x630D,57,What the hell do you think you're\ndoing to my daughter?!,,3 isla(s) 91 inline
218,0x63AF,redirect,0x634F,56,"Relax, Ed.  How else am I gonna\nget data for my thesis?",,3 isla(s) 91 inline
219,0x63D4,redirect,0x6390,21,Better double check.,,
220,0x63E1,redirect,0x63A5,14,You're crazy!,,1 isla(s) 91 inline
221,0x63FE,redirect,0x63B6,62,"Do it again and you know what'll\nhappen to you, right? Right?",,2 isla(s) 91 inline
222,0x6423,redirect,0x63FA,73,"Your dad'll tell ya I'm a breast\nman.  The bigger the better,\nnaturally.",,2 isla(s) 91 inline
223,0x644E,redirect,0x6449,50,"Oh, for the love of god! Is that\nyour excuse now?",,2 isla(s) 91 inline
224,0x646B,redirect,0x6481,69,"Sorry, my hands just kinda... went\nout there like that.  Damned tic.",,2 isla(s) 91 inline
225,0x6484,redirect,0x64CC,32,You've got a cute belly button.,,2 isla(s) 91 inline
226,0x64A5,redirect,0x64F2,69,"That's a mark of mammals.  Heh,\nso are nipples, come to think of it.",,2 isla(s) 91 inline
227,0x64D0,redirect,0x653D,15,What was that?,,
228,0x64E3,redirect,0x654C,67,"Jonathan, you... you truly do need\nsome kinda help for this thing.",,3 isla(s) 91 inline
229,0x6502,redirect,0x6598,29,I know.  I know.... {D0}{06}sigh{D0}{06},,1 isla(s) 91 inline
230,0x6515,redirect,0x65B8,60,"I'll ignore all this shit out there,\nbut hands off my girl.",,1 isla(s) 91 inline
231,0x6556,redirect,0x65F7,6,Deal.,,
232,0x6563,redirect,0x65FD,54,To tell you the truth... I'm really\nnot that worried.,,1 isla(s) 91 inline
233,0x6592,redirect,0x6636,4,No?,,
234,0x659F,redirect,0x663A,92,"From what I've seen, women seem\nto have this natural dislike for\nyou.{80238057}Can't imagine why.",,3 isla(s) 91 inline
235,0x65E6,redirect,0x669F,1,,,
236,0x6615,redirect,0x66A0,1,,,
237,0x6646,redirect,0x66A1,1,,,
238,0x667B,redirect,0x66A2,1,,,
239,0x668E,redirect,0x66A3,26,"It's out! Hurry up, guys!",,1 isla(s) 91 inline
240,0x66B9,redirect,0x66C0,31,"Man, I'm dying of hunger here.",,1 isla(s) 91 inline
241,0x66DE,redirect,0x66E2,52,It's late tonight.  I wonder what's\ntaking so long.,,2 isla(s) 91 inline
242,0x66FD,redirect,0x671C,18,Go to dining room,,
243,0x6708,redirect,0x672E,1,,,
244,0x672F,redirect,0x6732,7,System,,1 isla(s) 91 inline
245,0x6738,redirect,0x673C,48,"We're done here, right? Let's get\nback to work.",,1 isla(s) 91 inline
246,0x675F,redirect,0x676F,35,We can't waste any more time\nhere.,,1 isla(s) 91 inline
247,0x677E,redirect,0x6795,44,Why don't we get back to the\ninvestigation.,,3 isla(s) 91 inline
248,0x679D,redirect,0x67CA,5,Move,,1 isla(s) 91 inline
249,0x67A2,redirect,0x67D2,11,Go outside,,
250,0x67AB,redirect,0x67DD,1,,,
251,0x67CC,redirect,0x67DE,1,,,
252,0x6803,redirect,0x67DF,1,,,
253,0x681E,redirect,0x67E0,1,,,
254,0x684F,redirect,0x67E1,1,,,
255,0x6878,redirect,0x67E2,1,,,
256,0x68B3,redirect,0x67E3,5,Talk,,
257,0x68BE,redirect,0x67E8,12,What is it?,,
258,0x68C9,redirect,0x67F4,11,What's up?,,
259,0x68D4,redirect,0x67FF,10,Ask about,,1 isla(s) 91 inline
260,0x68D9,redirect,0x680C,5,Anna,,
261,0x68E6,redirect,0x6811,26,She really is a nice kid.,,1 isla(s) 91 inline
262,0x690B,redirect,0x682E,78,I'm so proud of her.  I know I can\ncount on her.  She takes after her\nmother.,,2 isla(s) 91 inline
263,0x695A,redirect,0x6882,82,She does everything around the\nhouse now that Catherine's gone. \nI owe her a lot.,,5 isla(s) 91 inline
264,0x69A3,redirect,0x68E3,67,Always appreciate a woman who\ncooks for you AND does your\nlaundry.,,2 isla(s) 91 inline
265,0x69CC,redirect,0x692C,43,"She must take care of Marc as\nwell, right?",,
266,0x69E9,redirect,0x6957,37,Yeah.  Marc's never opened up to\nme.,,1 isla(s) 91 inline
267,0x6A0C,redirect,0x697F,130,"She'd been bugging me for that\nbag on the chair there, so I finally\ncaved.{80238057}They go for a lot, but it was the\nleast I could do.",,3 isla(s) 91 inline
268,0x6A8D,redirect,0x6A0A,61,"She must be popular with the\nboys, judging from that poster.",,1 isla(s) 91 inline
269,0x6AC2,redirect,0x6A4A,106,See that poster on the wall?\nShe's pretty good at zero-G\ngymnastics.{80238057}She gets her athleticism from me.,,1 isla(s) 91 inline
270,0x6B25,redirect,0x6AB7,5,Marc,,
271,0x6B34,redirect,0x6ABC,1,,,
272,0x6B4B,redirect,0x6ABD,1,,,
273,0x6B7E,redirect,0x6ABE,1,,,
274,0x6B97,redirect,0x6ABF,18,Marc's background,,1 isla(s) 91 inline
275,0x6BA4,redirect,0x6AD4,1,,,
276,0x6BE5,redirect,0x6AD5,1,,,
277,0x6BFA,redirect,0x6AD6,13,The incident,,
278,0x6C03,redirect,0x6AE3,1,,,
279,0x6C74,redirect,0x6AE4,1,,,
280,0x6CC1,redirect,0x6AE5,1,,,
281,0x6D16,redirect,0x6AE6,1,,,
282,0x6D5B,redirect,0x6AE7,15,Marc's illness,,
283,0x6D68,redirect,0x6AF6,1,,,
284,0x6D99,redirect,0x6AF7,1,,,
285,0x6DE6,redirect,0x6AF8,1,,,
286,0x6E33,redirect,0x6AF9,1,,,
287,0x6E88,redirect,0x6AFA,1,,,
288,0x6ED3,redirect,0x6AFB,1,,,
289,0x6EF0,redirect,0x6AFC,1,,,
290,0x6F19,redirect,0x6AFD,1,,,
291,0x6F38,redirect,0x6AFE,1,,,
292,0x6F83,redirect,0x6AFF,1,,,
293,0x6FA4,redirect,0x6B00,1,,,
294,0x6FD9,redirect,0x6B01,1,,,
295,0x6FE6,redirect,0x6B02,1,,,
296,0x6FFD,redirect,0x6B03,1,,,
297,0x7020,redirect,0x6B04,1,,,
298,0x7045,redirect,0x6B05,1,,,
299,0x7082,redirect,0x6B06,1,,,
300,0x7093,redirect,0x6B07,1,,,
301,0x709E,redirect,0x6B08,1,,,
302,0x70B5,redirect,0x6B09,45,I might not be the best person to\nraise him.,,2 isla(s) 91 inline
303,0x70DE,redirect,0x6B3C,86,"We've been to several doctors, but\napparently it's not that easy a thing\nto get over.",,3 isla(s) 91 inline
304,0x7121,redirect,0x6B9B,52,Have you thought about going to\nHome for treatment?,,1 isla(s) 91 inline
305,0x7156,redirect,0x6BD2,24,We could never do that.,,1 isla(s) 91 inline
306,0x716B,redirect,0x6BED,15,Marc's drawing,,1 isla(s) 91 inline
307,0x7176,redirect,0x6BFF,70,I gave Marc a tablet PC to try and\ngive him a way to express himself.,,1 isla(s) 91 inline
308,0x71BD,redirect,0x6C48,25,Sounds like a good idea.,,
309,0x71E4,redirect,0x6C61,114,"I thought maybe he could\ncommunicate through pictures,\nyou know?{80238057}I don't know how much difference\nit's making.",,2 isla(s) 91 inline
310,0x7225,redirect,0x6CD9,32,That's quite a picture he drew.,,
311,0x723C,redirect,0x6CF9,71,One of his drawings is on the wall\nthere.  Take a look at it sometime.,,1 isla(s) 91 inline
312,0x7275,redirect,0x6D43,10,Catherine,,
313,0x7288,redirect,0x6D4D,68,She's the reason I stuck it out\nhere.  I miss her every single day.,,2 isla(s) 91 inline
314,0x72D5,redirect,0x6D97,124,I met her at BCP.  She was a cop\ntoo.{80238057}One day she comes along and\ngives me a ticket for parking in\nfront of the station.,,2 isla(s) 91 inline
315,0x7344,redirect,0x6E19,62,I always hoped you'd get to meet\nher.  She was a great woman.,,1 isla(s) 91 inline
316,0x737B,redirect,0x6E5A,80,"You saw her picture.  Didn't think\nI'd find a pretty girl to marry me,\ndid you?",,1 isla(s) 91 inline
317,0x73A4,redirect,0x6EAD,45,There's a picture of her on the\nstand there.,,1 isla(s) 91 inline
318,0x73C1,redirect,0x6EDD,18,Catherine's death,,
319,0x73D2,redirect,0x6EEF,247,"After we got married and had\nAnna, she quit her job and started\nworking part-time in a weightless\n area.  She eventually developed\nkidney stones because of it.{80238057}Part of the calcium that your\nbones lose in weightlessness\ncollects in the kidneys.",,7 isla(s) 91 inline
320,0x7453,redirect,0x6FFB,20,Catherine's illness,,1 isla(s) 91 inline
321,0x7464,redirect,0x7012,38,How do you treat something like\nthat?,,1 isla(s) 91 inline
322,0x746F,redirect,0x703B,206,"The only thing they could do for\nher was a kidney transplant.{80238057}But there was a real shortage of\norgans back then, even more than\ntoday.{80238057}80% of people on the waiting list\ndied before a donor was found.",,6 isla(s) 91 inline
323,0x751C,redirect,0x711B,67,It must've been terrible to have\nher die waiting for a transplant.,,2 isla(s) 91 inline
324,0x7549,redirect,0x7164,86,"While she was waiting, she had to\ngo on dialysis every 3 days for\nabout 4 to 5 hours.",,3 isla(s) 91 inline
325,0x758A,redirect,0x71C3,202,She eventually developed\namyloidosis because of it.{80238057}That's when deposits of amyloids\naccumulate in your joints and\ntendons.{80238057}It's extremely painful.  I couldn't\nbear watching her suffer like that.,,5 isla(s) 91 inline
