id,jp_addr,tipo,destino,bytes,original,traduccion,notas
127,0x3805,redirect,0x3BC9,37,That's reception.  Let's head over.{0D},,1 isla(s) 91 inline
128,0x382A,redirect,0x3BF1,75,It's the building's front desk.  That\ncute receptionist is sitting there.{0D},,1 isla(s) 91 inline
129,0x3851,redirect,0x3C3F,35,This isn't Redwood.  Where is\nhe?{0D},,1 isla(s) 91 inline
130,0x3874,redirect,0x3C65,36,"AP body armor.  So, these are\nAPs.{0D}",,1 isla(s) 91 inline
131,0x38A3,redirect,0x3C8C,26,He looks like an AP too.{0D},,
132,0x38C4,redirect,0x3CA6,51,So does he.  Have they mobilized\nthe entire unit?{0D},,1 isla(s) 91 inline
133,0x38EB,redirect,0x3CDC,13,Another AP.{0D},,
134,0x38FC,redirect,0x3CE9,18,Where's Redwood?{0D},,1 isla(s) 91 inline
135,0x3929,redirect,0x3CFE,27,He's got white blood too.{0D},,
136,0x3944,redirect,0x3D19,35,He's an AP too.  Where's\nRedwood?{0D},,
137,0x396B,redirect,0x3D3C,19,This is AP blood.{0D},,
138,0x398C,redirect,0x3D4F,57,Sorry I got the floor dirty. \nConsider it my kinda wax.{0D},,
139,0x39D7,redirect,0x3D88,68,Now's not the time to hang around\nhere.  They'll be in the Garden.{0D},,2 isla(s) 91 inline
140,0x3A10,redirect,0x3DD2,30,I gotta hurry to the Garden!{0D},,
141,0x3A39,redirect,0x3DF0,17,Get in elevator{0D},,
142,0x3A4C,redirect,0x3E01,6,Back{0D},,
143,0x3A59,redirect,0x3E07,30,Stop it! I'll call security!{0D},,1 isla(s) 91 inline
144,0x3A7C,redirect,0x3E28,41,I'll call security if you keep that\nup!{0D},,
145,0x3AB3,redirect,0x3E51,11,Uh oh....{0D},,1 isla(s) 91 inline
146,0x3ACC,redirect,0x3E5F,30,I really will call security!{0D},,
147,0x3AEF,redirect,0x3E7D,40,"I don't think she's kidding,\nJonathan.{0D}",,2 isla(s) 91 inline
148,0x3B0C,redirect,0x3EAB,6,Talk{0D},,
149,0x3B17,redirect,0x3EB1,2,{0D},,
150,0x3B46,redirect,0x3EB3,2,{0D},,
151,0x3B69,redirect,0x3EB5,38,Please try to be more\nunderstanding.{0D},,1 isla(s) 91 inline
152,0x3B82,redirect,0x3EDE,11,Ask about{0D},,
153,0x3B87,redirect,0x3EE9,10,Tokugawa{0D},,1 isla(s) 91 inline
154,0x3B94,redirect,0x3EF6,39,We'd like to meet with the\npresident.{0D},,1 isla(s) 91 inline
155,0x3BC5,redirect,0x3F20,34,We need to have a word with him.{0D},,1 isla(s) 91 inline
156,0x3BEA,redirect,0x3F45,40,You need to... question the\npresident?{0D},,1 isla(s) 91 inline
157,0x3BF7,redirect,0x3F70,57,Are you implying President\nTokugawa has broken the law?{0D},,1 isla(s) 91 inline
158,0x3C44,redirect,0x3FAC,35,Are you sure you're not\nmistaken?{0D},,1 isla(s) 91 inline
159,0x3C87,redirect,0x3FD2,62,I'm not in the position to speak on\nbehalf of the president.{0D},,
160,0x3CC4,redirect,0x4010,35,Tell us about President Tokugawa.{0D},,1 isla(s) 91 inline
161,0x3CED,redirect,0x4036,202,"The president came to Beyond as\none of the Policenauts, later\n\n becoming head of the Tokugawa\nGroup.{80238057}He's also currently director of the\nInternational Space Promotion\nAgency.  A very important man.{0D}",,5 isla(s) 91 inline
162,0x3D98,redirect,0x410F,39,What's your opinion of the\npresident?{0D},,1 isla(s) 91 inline
163,0x3DBF,redirect,0x4139,106,"Some don't speak very highly of\nhim, but they're just jealous of his\nsuccess.{80238057}I trust him completely.{0D}",,
164,0x3E12,redirect,0x41A3,57,He stops and talks to us all the\ntime.  He's very nice.{0D},,1 isla(s) 91 inline
165,0x3E5B,redirect,0x41DF,42,"Look at you playing up to them,\nSadaoki.{0D}",,1 isla(s) 91 inline
166,0x3E8A,redirect,0x420C,24,Tokugawa's whereabouts{0D},,1 isla(s) 91 inline
167,0x3E97,redirect,0x4227,69,We'd like to speak with President\nTokugawa.  Where is he right\nnow?{0D},,2 isla(s) 91 inline
168,0x3ECE,redirect,0x4272,44,We'd like to meet with President\nTokugawa.{0D},,1 isla(s) 91 inline
169,0x3EED,redirect,0x42A1,57,"Can you let us through to see\nhim? He's here, isn't he?{0D}",,2 isla(s) 91 inline
170,0x3F12,redirect,0x42E0,35,We really need to speak with him.{0D},,
171,0x3F33,redirect,0x4303,47,President Tokugawa is in the\nGarden up above.{0D},,
172,0x3F66,redirect,0x4332,48,I'm sure he won't mind me letting\nyou through.{0D},,2 isla(s) 91 inline
173,0x3F9B,redirect,0x4368,56,"Please, go on ahead.  You can use\nthat elevator there.{0D}",,1 isla(s) 91 inline
174,0x3FCC,redirect,0x43A3,57,"However, I can't let you through\nwithout an invitation.{0D}",,
175,0x401B,redirect,0x43DC,77,President Tokugawa is currently\nattending a party being held in the\nGarden.{0D},,1 isla(s) 91 inline
176,0x406E,redirect,0x442C,109,President Tokugawa is in the\nGarden attending a launch party\nfor Tokugawa Pharmaceuticals'\n newest product.{0D},,5 isla(s) 91 inline
177,0x40C1,redirect,0x44A8,29,Do you have an appointment?{0D},,1 isla(s) 91 inline
178,0x40D0,redirect,0x44C8,49,I wouldn't mind making an\nappointment with you.{0D},,1 isla(s) 91 inline
179,0x40E5,redirect,0x44FC,38,"It's rather sudden, so no, we\ndon't.{0D}",,
180,0x40F8,redirect,0x4522,66,"I'm sorry, but in that case I'm\nafraid there's nothing I can do.{0D}",,2 isla(s) 91 inline
181,0x4121,redirect,0x456A,120,President Tokugawa is currently\nout on business related to\nBeyond's anniversary.{80238057}He's extremely busy at the\nmoment.{0D},,3 isla(s) 91 inline
182,0x41A8,redirect,0x45EB,116,"President Tokugawa isn't here\nright now.{80238057}I'm very sorry, but I'll have to ask\nyou to try again some other time.{0D}",,3 isla(s) 91 inline
183,0x41EF,redirect,0x4668,37,Please don't make my job difficult.{0D},,
184,0x420E,redirect,0x468D,66,"I cannot let you inside.  I'm sorry,\nbut I don't make the rules!{0D}",,3 isla(s) 91 inline
185,0x423D,redirect,0x46D8,6,Hojo{0D},,
186,0x424A,redirect,0x46DE,50,We'd like to know about a man\ncalled Kenzo Hojo.{0D},,
187,0x4279,redirect,0x4710,89,He's an employee with Tokugawa\nPharmaceuticals.  We need to\nknow when he was last here.{0D},,1 isla(s) 91 inline
188,0x42B4,redirect,0x476C,67,We'd like to know about a Mr.\nHojo from Tokugawa\nPharmaceuticals.{0D},,1 isla(s) 91 inline
189,0x42D9,redirect,0x47B2,142,"I'm sorry, but I truly don't know\nanyone by that name.{80238057}He may have been here before,\nbut if he was, he didn't leave a\nlasting impression.{0D}",,1 isla(s) 91 inline
190,0x4334,redirect,0x4843,35,What about records of any visits?{0D},,1 isla(s) 91 inline
191,0x434B,redirect,0x4869,89,"What about the video from that\nvirtual recorder?{80238057}It must be stored somewhere,\nright?{0D}",,2 isla(s) 91 inline
192,0x4394,redirect,0x48C8,97,All data from the virtual recorders\nis processed by computer.{80238057}I can't access them from here.{0D},,3 isla(s) 91 inline
193,0x440D,redirect,0x4932,42,Plus the data gets deleted every 3\ndays.{0D},,1 isla(s) 91 inline
194,0x4432,redirect,0x495F,21,"Yeah, that is true.{0D}",,
195,0x4447,redirect,0x4974,10,Well....{0D},,
196,0x4454,redirect,0x497E,76,"What about your visitor log? Any\nvisits would be recorded in there,\nright?{0D}",,2 isla(s) 91 inline
197,0x4479,redirect,0x49D0,22,"Yes, that's correct.{0D}",,
198,0x448C,redirect,0x49E6,29,Can't you just search that?{0D},,
199,0x44AF,redirect,0x4A03,38,"Yes, I would be able to check\nthose.{0D}",,1 isla(s) 91 inline
200,0x44E8,redirect,0x4A2C,94,"I don't have any recollection of\nhim.{80238057}The thing is, all Tokugawa\nemployees look the same.{0D}",,2 isla(s) 91 inline
201,0x452D,redirect,0x4A90,106,"Yeah, it can be hard to distinguish\nbetween Japanese.{80238057}Even more so between Tokugawa\nemployees, I bet.{0D}",,2 isla(s) 91 inline
202,0x4566,redirect,0x4B00,45,"But you're of Japanese descent,\naren't you?{0D}",,1 isla(s) 91 inline
203,0x457D,redirect,0x4B30,39,"Yes, I am, but it's hard even for\nus.{0D}",,1 isla(s) 91 inline
204,0x45C0,redirect,0x4B5A,117,They all wear the same type of\nsuit and have the same haircut.{80238057}They don't have any real\ndistinguishing features.{0D},,1 isla(s) 91 inline
205,0x45E7,redirect,0x4BD2,38,"A Mr. Hojo? Sorry, I don't know\nhim.{0D}",,1 isla(s) 91 inline
206,0x4610,redirect,0x4BFB,37,Do you know his employee ID\nnumber?{0D},,1 isla(s) 91 inline
207,0x4631,redirect,0x4C23,35,"No, but we have a picture of him.{0D}",,2 isla(s) 91 inline
208,0x4652,redirect,0x4C4C,81,"I'm sorry, but I honestly don't\nknow him.  We get over 100\nvisitors a day here.{0D}",,2 isla(s) 91 inline
209,0x469D,redirect,0x4CA3,14,Hojo's visit{0D},,
210,0x46A8,redirect,0x4CB1,40,Can you check your visitor log for\nus?{0D},,2 isla(s) 91 inline
211,0x46CF,redirect,0x4CDF,2,{0D},,
212,0x471A,redirect,0x4CE1,2,{0D},,
213,0x476F,redirect,0x4CE3,2,{0D},,
214,0x47BA,redirect,0x4CE5,2,{0D},,
215,0x4859,redirect,0x4CE7,2,{0D},,
216,0x4884,redirect,0x4CE9,2,{0D},,
217,0x4891,redirect,0x4CEB,2,{0D},,
218,0x48CA,redirect,0x4CED,2,{0D},,
219,0x48E7,redirect,0x4CEF,2,{0D},,
220,0x492C,redirect,0x4CF1,2,{0D},,
221,0x4939,redirect,0x4CF3,2,{0D},,
222,0x4992,redirect,0x4CF5,2,{0D},,
223,0x49CB,redirect,0x4CF7,2,{0D},,
224,0x4A0E,redirect,0x4CF9,2,{0D},,
225,0x4A63,redirect,0x4CFB,2,{0D},,
226,0x4A76,redirect,0x4CFD,2,{0D},,
227,0x4A95,redirect,0x4CFF,41,This information is absolutely\ncorrect?{0D},,1 isla(s) 91 inline
228,0x4AB8,redirect,0x4D2B,79,The system reads each employee's\npersonal ID card.  It doesn't make\nmistakes.{0D},,2 isla(s) 91 inline
229,0x4B03,redirect,0x4D80,72,"It also performs a voiceprint scan,\nretinal scan and fingerprint scan.{0D}",,1 isla(s) 91 inline
230,0x4B48,redirect,0x4DCB,59,This could very well be the first\ntime this has happened.{0D},,2 isla(s) 91 inline
231,0x4B77,redirect,0x4E0C,113,I have every reason to believe this\nis accurate.{80238057}It's virtually impossible to tamper\nwith the system's data.{0D},,4 isla(s) 91 inline
232,0x4BDC,redirect,0x4E89,40,Someone who works here\nprobably could.{0D},,
233,0x4C0B,redirect,0x4EB1,52,Please don't tell anyone we had\nthis conversation!{0D},,
234,0x4C36,redirect,0x4EE5,8,Ishida{0D},,
235,0x4C43,redirect,0x4EED,48,Do you know a man from BCCH\ncalled Jun Ishida?{0D},,1 isla(s) 91 inline
236,0x4C68,redirect,0x4F20,29,Is he one of our employees?{0D},,
237,0x4C7B,redirect,0x4F3D,63,"Yeah, he's been posted to BCCH\nfrom Tokugawa Pharmaceuticals.{0D}",,
238,0x4CB8,redirect,0x4F7C,31,The name doesn't ring a bell.{0D},,1 isla(s) 91 inline
239,0x4CD3,redirect,0x4F9E,33,Can you check on him like Hojo?{0D},,
240,0x4D02,redirect,0x4FBF,64,"Just a moment....{80238057}Yes, we do have an employee by\nthat name.{0D}",,2 isla(s) 91 inline
241,0x4D4B,redirect,0x5005,48,Are there any records of him\nhaving been here?{0D},,
242,0x4D62,redirect,0x5035,53,"Let's see....{80238057}Not in the last several years, no.{0D}",,2 isla(s) 91 inline
243,0x4D9D,redirect,0x5070,61,Only a small number of VIPs come\nhere on any regular basis.{0D},,
244,0x4DD4,redirect,0x50AD,27,He was telling the truth.{0D},,1 isla(s) 91 inline
245,0x4DF3,redirect,0x50CB,40,"I'm sorry, I don't believe I know\nhim.{0D}",,
246,0x4E1A,redirect,0x50F3,31,Do you have a picture of him?{0D},,
247,0x4E3D,redirect,0x5112,15,"No, we don't.{0D}",,
248,0x4E4A,redirect,0x5121,14,The building{0D},,
249,0x4E55,redirect,0x512F,230,"The Prop, in addition to\nfunctioning as the Tokugawa\nGroup's headquarters here, is\n also one of the most widely known\nexamples of space architecture,\nlikened symbolically to a pillar\n supporting the colony, as its name\nsuggests.{0D}",,3 isla(s) 91 inline
250,0x4EEE,redirect,0x521E,216,"The surface side contains the\nreception hall, the situation room,\nemployee offices, the auditorium,\n the president's office and the\nall-purpose hall.{80238057}It also has the Garden, one of the\nmain features of the Prop.{0D}",,4 isla(s) 91 inline
251,0x4F8D,redirect,0x5302,153,"The window side contains most of\nthe building's parking garages, the\nsecurity room, the disaster control\n center and the motor room,\namong other areas.{0D}",,3 isla(s) 91 inline
252,0x4FD8,redirect,0x53A4,27,The building's facilities{0D},,1 isla(s) 91 inline
253,0x4FE3,redirect,0x53C2,134,"The building's air conditioning,\nheating, lighting, disaster control\nsystem and employee management\n system are all run by computer.{0D}",,2 isla(s) 91 inline
254,0x5036,redirect,0x544E,48,Maybe Hojo's entry was\nautomatically recorded?{0D},,
255,0x5061,redirect,0x547E,124,All information here is processed\nby an 800 gigabyte per second\nsuper high-speed optical fiber\n LAN and satellite link-up.{0D},,1 isla(s) 91 inline
256,0x50C4,redirect,0x54FD,100,"The Prop has its own CELESS, so\nthe building would be unaffected\nshould a hole open in the colony.{0D}",,1 isla(s) 91 inline
257,0x5167,redirect,0x5564,12,The Garden{0D},,1 isla(s) 91 inline
258,0x5170,redirect,0x5573,122,The Garden is our zero-gravity\nevent area located in the center of\nthe building.{80238057}It's accessible via linear elevator.{0D},,3 isla(s) 91 inline
259,0x51DF,redirect,0x55F6,161,"It consists of an open area\ncovering 20 floors, offering\n\n unobstructed views of the entire\ncolony.{80238057}It's often used for holding parties\nand other functions.{0D}",,1 isla(s) 91 inline
260,0x5252,redirect,0x569A,47,There's a party going on there at\nthe moment.{0D},,
261,0x527D,redirect,0x56C9,20,Tokugawa's history{0D},,
262,0x528C,redirect,0x56DD,21,Founding generation{0D},,
