id,jp_addr,tipo,destino,bytes,original,traduccion,notas
64,0x36F8,redirect,0x37E2,25,"I mean... ah, forget it.",,1 isla(s) 91 inline
65,0x3707,redirect,0x37FE,41,That was your first time in Target\nMode.,,1 isla(s) 91 inline
66,0x3736,redirect,0x382A,49,It's not easy getting a perfect your\nfirst time!,,1 isla(s) 91 inline
67,0x3765,redirect,0x385E,27,"You're a natural, I guess.",,1 isla(s) 91 inline
68,0x377C,redirect,0x387C,42,Just what you'd expect from a\nPolicenaut.,,1 isla(s) 91 inline
69,0x3797,redirect,0x38A9,52,Good job! That's a pretty high\nscore you got there!,,1 isla(s) 91 inline
70,0x37BA,redirect,0x38E0,29,"Pretty nice score, Jonathan!",,1 isla(s) 91 inline
71,0x37CD,redirect,0x3900,52,"The Circle Target is pretty easy to\nhit, after all.",,1 isla(s) 91 inline
72,0x37F4,redirect,0x3937,60,"The center of the Circle Target is\nwell defined, after all.",,2 isla(s) 91 inline
73,0x3825,redirect,0x3979,48,"What, you think I can't handle a\nmoving target?",,1 isla(s) 91 inline
74,0x3854,redirect,0x39AC,49,"The Man Target is pretty easy to\nhit, after all.",,1 isla(s) 91 inline
75,0x3877,redirect,0x39E0,57,"The center of the Man Target is\nwell defined, after all.",,2 isla(s) 91 inline
76,0x38A4,redirect,0x3A1F,43,This is a great score for your first\ntime!,,1 isla(s) 91 inline
77,0x38C1,redirect,0x3A4D,17,"Hey, nice score.",,1 isla(s) 91 inline
78,0x38EA,redirect,0x3A61,28,Nice! This is a good score.,,1 isla(s) 91 inline
79,0x3913,redirect,0x3A80,41,That was your first time in Target\nMode.,,1 isla(s) 91 inline
80,0x393E,redirect,0x3AAC,53,That's about what you'd expect for\na first time out.,,1 isla(s) 91 inline
81,0x395B,redirect,0x3AE4,68,What the hell was that? That was\nterrible! What were you aiming\nat?,,2 isla(s) 91 inline
82,0x3996,redirect,0x3B2E,29,"That was pathetic, Jonathan.",,1 isla(s) 91 inline
83,0x39C3,redirect,0x3B4E,50,How'd you ever become a\nPolicenaut with that aim?,,1 isla(s) 91 inline
84,0x39F0,redirect,0x3B83,37,"I'm just a little rusty, that's all.",,1 isla(s) 91 inline
85,0x3A11,redirect,0x3BAB,75,This is what happens when you go\nthrough life making excuses for\nyourself.,,1 isla(s) 91 inline
86,0x3A2E,redirect,0x3BF9,74,I suppose you do tend to be more\ncritical when it's someone's first\ntime.,,2 isla(s) 91 inline
87,0x3A57,redirect,0x3C49,45,"Your score's still a little too low,\nthough.",,
88,0x3A74,redirect,0x3C76,51,You've got a long way to go with\nthis kinda score.,,1 isla(s) 91 inline
89,0x3AA1,redirect,0x3CAC,68,I think you've gotten worse.  I'm\nsure you can do better than that.,,1 isla(s) 91 inline
90,0x3ADE,redirect,0x3CF3,24,Practice makes perfect.,,1 isla(s) 91 inline
91,0x3AEF,redirect,0x3D0E,31,Here's a hint for Target Mode.,,1 isla(s) 91 inline
92,0x3B0E,redirect,0x3D30,52,It's important to know how the\ntarget's gonna move.,,1 isla(s) 91 inline
93,0x3B2F,redirect,0x3D67,66,"When the round starts, the target\nalways moves to the left first.",,2 isla(s) 91 inline
94,0x3B52,redirect,0x3DAF,78,It'll help if you hold your aim a\nlittle to the left before the round\nstarts.,,1 isla(s) 91 inline
95,0x3B99,redirect,0x3E00,135,You'll get a higher score by\nkeeping your aim fixed in one\nplace and firing multiple shots\n instead of moving it around for\neach shot.,,3 isla(s) 91 inline
96,0x3BEC,redirect,0x3E90,35,"Multiple shots, Jonathan.  Got it?",,1 isla(s) 91 inline
97,0x3C01,redirect,0x3EB6,79,Here's what you should do when\nyou're playing Target Mode with\nthe controller.,,1 isla(s) 91 inline
98,0x3C36,redirect,0x3F08,78,Align your laser sight with the\ncenter before the target moves\naway from you.,,3 isla(s) 91 inline
99,0x3C9B,redirect,0x3F5F,73,In Target Mode you need to keep\nan eye on how much time you've\ngot left.,,3 isla(s) 91 inline
100,0x3CCC,redirect,0x3FB1,54,Especially if you're setting up each\nshot separately.,,2 isla(s) 91 inline
101,0x3D01,redirect,0x3FED,25,It runs out pretty fast.,,
102,0x3D20,redirect,0x4006,57,You can't fire any remaining\nrounds once time's run out.,,1 isla(s) 91 inline
103,0x3D5D,redirect,0x4042,61,"The more shots you've landed, the\nhigher your score will be.",,1 isla(s) 91 inline
104,0x3D8A,redirect,0x4082,11,Naturally.,,
105,0x3D95,redirect,0x408D,44,You should aim for the target's\ngreen area.,,
106,0x3DBA,redirect,0x40B9,85,The green area's worth 10 points. \nThe other areas are worth\nbetween 1 and 5 points.,,2 isla(s) 91 inline
107,0x3E01,redirect,0x4114,81,"With the Circle Target, the closer\nyou are to the center, the higher\nthe points.",,3 isla(s) 91 inline
108,0x3E2E,redirect,0x416E,37,The white area's only worth 1\npoint.,,
109,0x3E67,redirect,0x4193,122,"With the Man Target, the middle\nof the chest's worth 10 points.{80238057}The rest of the chest and the\nhead are worth 5 points.",,4 isla(s) 91 inline
110,0x3E9E,redirect,0x4219,159,"The shoulders and the hips are\nworth 4 points, the right arm and\nboth the legs are worth 3 points,\n the left arm's 2 points, while\neverywhere else is 1 point.",,6 isla(s) 91 inline
111,0x3EDF,redirect,0x42CA,47,I get it.  It's the same as the Circle\nTarget.,,1 isla(s) 91 inline
112,0x3F28,redirect,0x42FC,31,Maybe the developers got lazy?,,1 isla(s) 91 inline
113,0x3F47,redirect,0x431E,11,Screw you!,,1 isla(s) 91 inline
114,0x3F4E,redirect,0x432C,15,Who said that?,,
115,0x3F6D,redirect,0x433B,24,I didn't hear anything.,,
116,0x3F7E,redirect,0x4353,43,"Hey, you wanna hear something\ninteresting?",,2 isla(s) 91 inline
117,0x3F9B,redirect,0x4384,82,There was an event held once\nwhere the general public got to\ntry out Target Mode.,,3 isla(s) 91 inline
118,0x3FD6,redirect,0x43DF,10,An event?,,
119,0x3FE1,redirect,0x43E9,85,"Yeah.  If you got over 50 points,\nyou'd win an original telephone\ncard or something.",,4 isla(s) 91 inline
120,0x402E,redirect,0x444A,37,I got over 50 points.  Do I get\none?,,1 isla(s) 91 inline
121,0x406B,redirect,0x4472,42,"Well, you could only get it at the\nevent.",,3 isla(s) 91 inline
122,0x40BE,redirect,0x44A5,9,Too bad.,,
123,0x40CF,redirect,0x44AE,87,Target Mode wasn't in the PC\nversion.  I heard they added it for\nthe console versions.,,3 isla(s) 91 inline
124,0x411A,redirect,0x450E,34,"What do you mean by ""PC\nversion""?",,1 isla(s) 91 inline
125,0x413B,redirect,0x4533,37,"Well, I'm not up on all the details,",,2 isla(s) 91 inline
126,0x415C,redirect,0x455E,77,but apparently they made the\nstory behind the Policenauts into a\nvideo game.,,3 isla(s) 91 inline
127,0x4197,redirect,0x45B4,31,A video game? Sounds like fun.,,1 isla(s) 91 inline
128,0x41C6,redirect,0x45D6,73,You'll need to buy one of the\nsystems it appears on in order to\nplay it.,,3 isla(s) 91 inline
129,0x41E5,redirect,0x4628,47,"By the way... you see 'em,\nJonathan? The rats.",,2 isla(s) 91 inline
130,0x4212,redirect,0x465D,28,There are rats around here?,,1 isla(s) 91 inline
131,0x4225,redirect,0x467C,42,You didn't see them running\nacross there?,,1 isla(s) 91 inline
132,0x4246,redirect,0x46A9,25,"Yeah, I saw two of them.",,1 isla(s) 91 inline
133,0x4263,redirect,0x46C5,13,That's them.,,
134,0x4270,redirect,0x46D2,39,They looked like the rat I saw in\nOLA.,,1 isla(s) 91 inline
135,0x4295,redirect,0x46FC,30,"Yeah? Well, here's the story.",,1 isla(s) 91 inline
136,0x42A8,redirect,0x471D,135,"Basically, we've had these two rats\nrunning around here the last\ncouple of months.{80238057}We've been trying everything to\nget rid of them.",,3 isla(s) 91 inline
137,0x42D7,redirect,0x47AD,26,There are rats on Beyond?,,1 isla(s) 91 inline
138,0x42FE,redirect,0x47CA,47,They probably came in with\nsomebody's luggage.,,2 isla(s) 91 inline
139,0x4327,redirect,0x47FF,52,The last thing we need is rats all\nover the colony.,,2 isla(s) 91 inline
140,0x4356,redirect,0x4839,26,The rats showed up again.,,
141,0x436F,redirect,0x4853,53,Seems like they come out\nwhenever you get a perfect.,,1 isla(s) 91 inline
142,0x439E,redirect,0x488B,25,"They're kinda cute, huh?",,1 isla(s) 91 inline
143,0x43C1,redirect,0x48A7,14,You think so?,,
144,0x43CA,redirect,0x48B8,26,They're cute little guys.,,
145,0x43ED,redirect,0x48D2,12,I guess....,,1 isla(s) 91 inline
146,0x43FC,redirect,0x48E1,47,"You know, I'm starting to like\nthem myself....",,1 isla(s) 91 inline
147,0x4421,redirect,0x4913,30,"They are kinda cute, yeah....",,1 isla(s) 91 inline
148,0x4440,redirect,0x4934,23,There they went again!,,1 isla(s) 91 inline
149,0x4463,redirect,0x494E,24,What's gotten into you?,,
150,0x447A,redirect,0x4966,33,The little mousies are adorable!,,1 isla(s) 91 inline
151,0x448B,redirect,0x498A,33,What the hell's wrong with\nyou?!,,1 isla(s) 91 inline
152,0x44A0,redirect,0x49AE,40,"By the way, you ever seen a rat\nbefore?",,1 isla(s) 91 inline
153,0x44CB,redirect,0x49D9,29,What kinda question is that?,,1 isla(s) 91 inline
154,0x44DC,redirect,0x49F9,49,Sure.  I saw one in OLA just\nbefore I flew here.,,1 isla(s) 91 inline
155,0x4509,redirect,0x4A30,21,"I shot it, actually.",,
156,0x4520,redirect,0x4A45,27,"I shot it twice, actually.",,
157,0x453D,redirect,0x4A60,18,You sick bastard.,,1 isla(s) 91 inline
158,0x4558,redirect,0x4A75,33,"I shot it three times, actually.",,
159,0x4575,redirect,0x4A96,32,"I shot it four times, actually.",,
160,0x4592,redirect,0x4AB6,32,"I shot it five times, actually.",,1 isla(s) 91 inline
161,0x45AF,redirect,0x4AD9,38,"I shot it a bunch of times, actually.",,2 isla(s) 91 inline
162,0x45CC,redirect,0x4B05,97,These rats showed up here not\nthat long ago.{80238057}We've been trying everything to\nget rid of them.,,2 isla(s) 91 inline
163,0x45F9,redirect,0x4B6C,23,In the shooting range?,,
164,0x460E,redirect,0x4B83,6,Yeah.,,
165,0x4617,redirect,0x4B89,28,That was Training Mode's...,,
166,0x463C,redirect,0x4BA5,20,Mini-Circle Target.,,1 isla(s) 91 inline
167,0x4657,redirect,0x4BBC,18,Wow! Great score!,,
168,0x466E,redirect,0x4BCE,22,That's a great score!,,
169,0x4683,redirect,0x4BE4,43,That was your first time in\nTraining Mode.,,1 isla(s) 91 inline
170,0x46B4,redirect,0x4C12,61,It's not that easy to get a score\nlike this your first time!,,2 isla(s) 91 inline
171,0x46E1,redirect,0x4C55,22,This is a nice score!,,1 isla(s) 91 inline
172,0x470C,redirect,0x4C6E,28,Nice! This is a good score.,,1 isla(s) 91 inline
173,0x472D,redirect,0x4C8D,51,What the hell was that? That was\na terrible score!,,1 isla(s) 91 inline
174,0x475E,redirect,0x4CC3,29,"That was pathetic, Jonathan.",,1 isla(s) 91 inline
175,0x4789,redirect,0x4CE3,84,"It may be your first time, but you\nstill should've gotten a higher\nscore than that!",,2 isla(s) 91 inline
176,0x47B0,redirect,0x4D3D,59,You should've done a lot better\nthan that your first time.,,2 isla(s) 91 inline
177,0x47DB,redirect,0x4D7E,7,Sweet.,,
178,0x47E4,redirect,0x4D85,29,What are you so happy about?,,1 isla(s) 91 inline
179,0x480B,redirect,0x4DA5,27,Time to pay Meryl a visit.,,
180,0x4830,redirect,0x4DC0,10,Sweet....,,1 isla(s) 91 inline
181,0x485D,redirect,0x4DCD,60,"Jesus Christ, Dave just died,\nman! Have some consideration.",,1 isla(s) 91 inline
182,0x489A,redirect,0x4E0C,28,"Yeah, you're right.  Sorry.",,1 isla(s) 91 inline
183,0x48B5,redirect,0x4E2B,33,Here's a hint for Training Mode.,,1 isla(s) 91 inline
184,0x48D6,redirect,0x4E4F,44,You should aim for the targets'\ngreen area.,,1 isla(s) 91 inline
185,0x48FB,redirect,0x4E7E,57,"The closer you get to the center,\nthe higher the points.",,2 isla(s) 91 inline
186,0x4924,redirect,0x4EBD,32,"The center is worth 10 points, ",,1 isla(s) 91 inline
187,0x4947,redirect,0x4EE0,46,"then 5, 4, 3, 2 and 1 the further\nout you go.",,2 isla(s) 91 inline
188,0x4972,redirect,0x4F14,74,It's possible to get multiple shots\noff at a target before it disappears.,,3 isla(s) 91 inline
189,0x49A9,redirect,0x4F67,42,I heard you can hit it up to three\ntimes.,,1 isla(s) 91 inline
190,0x49C4,redirect,0x4F94,38,Redwood was shooting them five\ntimes.,,1 isla(s) 91 inline
191,0x49E7,redirect,0x4FBD,22,"Well, he's different.",,
192,0x49FE,redirect,0x4FD3,63,"If you're aiming for a high score,\nit's worth giving it a try.",,3 isla(s) 91 inline
193,0x4A2D,redirect,0x501B,88,In order to win your bet against\nMeryl you'll have to shoot the\ntargets multiple times.,,2 isla(s) 91 inline
194,0x4A6A,redirect,0x5079,118,"There are fifty targets, with a hit\nto the center worth 10 points. \nSince you have to get over 550\n points to win....",,2 isla(s) 91 inline
195,0x4AD1,redirect,0x50F5,22,I guess you're right.,,
196,0x4ADC,redirect,0x510B,53,I still can't believe you guys made\na bet like that.,,4 isla(s) 91 inline
197,0x4AFD,redirect,0x514C,60,You should know how important\nsomething like this is to me.,,1 isla(s) 91 inline
198,0x4B28,redirect,0x518B,92,"When you're using the controller,\naiming with the lock-on feature\nmakes things much easier.",,3 isla(s) 91 inline
199,0x4B59,redirect,0x51F0,87,You can press the L1 and R1\nButtons to lock onto the target\nclosest to that direction.,,2 isla(s) 91 inline
200,0x4BA8,redirect,0x5250,98,"It's difficult using it with moving\ntargets, but it can come in handy\nagainst stationary targets.",,2 isla(s) 91 inline
201,0x4BF7,redirect,0x52B8,82,"You'll need to use it in real combat\neventually.  That's just my opinion,\nanyway.",,3 isla(s) 91 inline
202,0x4C1C,redirect,0x5313,47,You'd be better off getting a feel\nfor it now.,,1 isla(s) 91 inline
203,0x4C39,redirect,0x5345,44,"In any case, you should aim for\nthe center.",,
204,0x4C58,redirect,0x5371,57,"If you hit the green area,\nfragments will go flying off.",,1 isla(s) 91 inline
205,0x4C85,redirect,0x53B0,29,Three hits equals 30 points.,,
206,0x4CA8,redirect,0x53CD,45,I'll tell you something about\nTraining Mode.,,1 isla(s) 91 inline
207,0x4CC7,redirect,0x53FD,73,Meryl comes here to shoot every\nnow and then.  That's her favorite\nmode.,,3 isla(s) 91 inline
208,0x4CEE,redirect,0x544F,40,I wouldn't mind seeing what she's\nlike.,,1 isla(s) 91 inline
209,0x4D11,redirect,0x547A,51,There are three types of targets\nand three levels.,,1 isla(s) 91 inline
210,0x4D46,redirect,0x54B0,48,Looks like that was a little difficult\nfor you.,,1 isla(s) 91 inline
211,0x4D71,redirect,0x54E3,35,Why don't you try an easier level?,,2 isla(s) 91 inline
212,0x4D8E,redirect,0x550C,66,You could try an easier level if you\nthink it's too hard for you.,,3 isla(s) 91 inline
213,0x4DC5,redirect,0x5557,43,Looks like that was a little easy for\nyou.,,1 isla(s) 91 inline
214,0x4DF0,redirect,0x5585,34,Why don't you try a harder level?,,1 isla(s) 91 inline
215,0x4E0D,redirect,0x55AA,65,You could try a harder level if you\nthink it's too easy for you.,,2 isla(s) 91 inline
216,0x4E44,redirect,0x55F1,33,"Let's see, that was Combat Mode.",,1 isla(s) 91 inline
217,0x4E65,redirect,0x5615,41,That was your first time in Combat\nMode.,,1 isla(s) 91 inline
218,0x4E84,redirect,0x5641,53,"Let's see, your previous level in\nCombat Mode was...",,2 isla(s) 91 inline
219,0x4EB7,redirect,0x567C,13,Combat Mode.,,
220,0x4ECE,redirect,0x5689,33,"Let's see, hold on just a sec...",,2 isla(s) 91 inline
221,0x4EF1,redirect,0x56B0,48,You've been going at it for a little\nwhile now.,,3 isla(s) 91 inline
222,0x4F06,redirect,0x56E9,31,Jonathan! 0 points? 0 points?!,,1 isla(s) 91 inline
223,0x4F23,redirect,0x570B,28,Are you even trying at all?,,1 isla(s) 91 inline
224,0x4F34,redirect,0x572A,39,Did you go to the toilet or\nsomething?,,
225,0x4F5B,redirect,0x5754,41,You did pretty well for your first\ntime.,,1 isla(s) 91 inline
226,0x4F7E,redirect,0x5780,49,That's a pretty good result for\nyour first time.,,1 isla(s) 91 inline
227,0x4F9F,redirect,0x57B4,55,Your first goal should be to try to\nget past Level 25.,,2 isla(s) 91 inline
228,0x4FD6,redirect,0x57F1,26,You passed it no problem.,,
229,0x4FF3,redirect,0x580B,26,You set a new high level!,,
230,0x5016,redirect,0x5825,32,You set another new high level!,,2 isla(s) 91 inline
231,0x5041,redirect,0x584B,50,You did it again! You set another\nnew high level!,,1 isla(s) 91 inline
232,0x5070,redirect,0x5880,54,You've done it again! You set\nanother new high level!,,1 isla(s) 91 inline
233,0x50A3,redirect,0x58B9,37,Look at you! ANOTHER new high\nlevel!,,2 isla(s) 91 inline
234,0x50DA,redirect,0x58E4,96,"Man, I don't believe this! Again!\nYou set another new high\nlevel!{80238057}Everyone's gotta see this.",,4 isla(s) 91 inline
235,0x5115,redirect,0x5950,41,"{D0}{06}wheez, wheez{D0}{06}{80238057}No one's interested.",,1 isla(s) 91 inline
236,0x5128,redirect,0x597C,13,You alright?,,
237,0x5137,redirect,0x5989,34,Y-yeah... just gimme a second....,,2 isla(s) 91 inline
238,0x5146,redirect,0x59B1,44,Your level was lower this time\nthan before.,,1 isla(s) 91 inline
239,0x5169,redirect,0x59E0,45,"Well, you did make it past Level\n100 before.",,2 isla(s) 91 inline
240,0x5196,redirect,0x5A13,26,Guess it's not that easy.,,
241,0x51B3,redirect,0x5A2D,44,"Well, you did make it past Level 80\nbefore.",,1 isla(s) 91 inline
242,0x51DE,redirect,0x5A5C,63,"The way you're shooting now, I'm\nnot surprised it's gone down.",,1 isla(s) 91 inline
243,0x520B,redirect,0x5A9E,51,I get the feeling this is around my\nlimit for now.,,2 isla(s) 91 inline
244,0x5228,redirect,0x5AD7,33,You didn't set a new high level.,,1 isla(s) 91 inline
245,0x524D,redirect,0x5AFB,45,Your level was higher this time\nthan before.,,2 isla(s) 91 inline
246,0x5274,redirect,0x5B2E,33,You didn't set a new high level.,,
247,0x529D,redirect,0x5B4F,43,Your level was lower than the\ntime before.,,1 isla(s) 91 inline
248,0x52C4,redirect,0x5B7D,30,Your level's gone down again.,,1 isla(s) 91 inline
249,0x52E3,redirect,0x5B9E,29,Your level keeps going down.,,1 isla(s) 91 inline
250,0x5306,redirect,0x5BBE,62,"Your level just keeps going down.\nYou're in a rut, ain't you?",,1 isla(s) 91 inline
251,0x533F,redirect,0x5BFF,70,Your level just keeps on going\ndown.  Maybe it was something\nyou ate?,,2 isla(s) 91 inline
252,0x5384,redirect,0x5C4B,35,Your level's dropping like a rock.,,1 isla(s) 91 inline
253,0x53AD,redirect,0x5C71,82,"You feeling alright, Jonathan?\nYou sure it wasn't someone else\nplaying that time?",,3 isla(s) 91 inline
254,0x53E0,redirect,0x5CCC,52,It's amazing how much your\nperformance has changed.,,1 isla(s) 91 inline
255,0x53FF,redirect,0x5D03,65,What are you gonna do when you\nhave to shoot out there for real?,,1 isla(s) 91 inline
256,0x5428,redirect,0x5D4A,40,"You're not slacking off on me, are\nyou?",,1 isla(s) 91 inline
257,0x5443,redirect,0x5D75,37,I thought you were better than\nthis.,,1 isla(s) 91 inline
258,0x546C,redirect,0x5D9D,59,You've still got a long way to go\nwith shooting like that.,,3 isla(s) 91 inline
259,0x5493,redirect,0x5DE1,47,"You gotta get past at least Level\n25, come on.",,1 isla(s) 91 inline
260,0x54BE,redirect,0x5E13,26,You finding it difficult?,,1 isla(s) 91 inline
261,0x54E5,redirect,0x5E30,43,You can't exactly call these good\nresults.,,1 isla(s) 91 inline
262,0x5504,redirect,0x5E5E,24,"Man, with this level...",,
263,0x5515,redirect,0x5E76,49,I'm embarrassed to say we were\nboth Policenauts.,,1 isla(s) 91 inline
264,0x553E,redirect,0x5EAA,21,What about my score?,,1 isla(s) 91 inline
265,0x5553,redirect,0x5EC2,59,You can't evaluate someone's\nability based on their score.,,1 isla(s) 91 inline
266,0x5570,redirect,0x5F00,64,"Don't worry about that, just\nconcentrate on raising your level.",,2 isla(s) 91 inline
267,0x559B,redirect,0x5F46,78,Your score should be your least\nof your worries with the way\nyou're shooting.,,2 isla(s) 91 inline
268,0x55B2,redirect,0x5F9A,53,First you have to try and raise\nyour level a little.,,1 isla(s) 91 inline
269,0x55DD,redirect,0x5FD2,47,Your level is what's important in\nCombat Mode.,,1 isla(s) 91 inline
270,0x5604,redirect,0x6004,44,The score's just supplementary\ninformation.,,1 isla(s) 91 inline
271,0x5623,redirect,0x6033,48,Try to concentrate on raising your\nlevel first.,,1 isla(s) 91 inline
272,0x5646,redirect,0x6066,35,Your level wasn't this low before.,,
273,0x5671,redirect,0x6089,34,"What's happened to you,\nJonathan?",,1 isla(s) 91 inline
274,0x568C,redirect,0x60AE,20,My score's gone up.,,
275,0x56A1,redirect,0x60C2,47,"Yeah, your score's the highest it's\never been.",,1 isla(s) 91 inline
276,0x56BC,redirect,0x60F4,25,You've set a new record!,,
277,0x56CF,redirect,0x610D,21,This is way too low!,,1 isla(s) 91 inline
278,0x56DC,redirect,0x6125,47,You should be able to get at least\n500 points!,,
279,0x56FD,redirect,0x6157,71,There doesn't seem to be anything\nparticularly different about you....,,1 isla(s) 91 inline
280,0x571C,redirect,0x61A1,72,"That's pretty good, your score and\nlevel.  That's more or less\naverage.",,1 isla(s) 91 inline
281,0x5751,redirect,0x61EC,33,You haven't set any new records.,,
282,0x576C,redirect,0x620D,11,Anyway....,,1 isla(s) 91 inline
283,0x5783,redirect,0x621B,57,You passed Level 124! That's the\ndevelopers' high score!,,1 isla(s) 91 inline
284,0x57B6,redirect,0x6257,40,"You finally set a new record,\nJonathan!",,1 isla(s) 91 inline
285,0x57E1,redirect,0x6282,78,Why don't you fill in your level and\nscore in the survey card and send\nit in?,,1 isla(s) 91 inline
286,0x5826,redirect,0x62D3,18,That was amazing!,,1 isla(s) 91 inline
287,0x583B,redirect,0x62E8,25,You passed Level 124....,,
288,0x585A,redirect,0x6301,62,I heard the highest result among\nthe developers is Level 124.,,1 isla(s) 91 inline
