id,jp_addr,tipo,destino,bytes,original,traduccion,notas
199,0x3711,redirect,0x28B8,1,,,
200,0x3718,redirect,0x28B9,1,,,
201,0x378B,redirect,0x28BA,1,,,
202,0x37CE,redirect,0x28BB,1,,,
203,0x37E5,redirect,0x28BC,1,,,
204,0x383C,redirect,0x28BD,1,,,
205,0x386D,redirect,0x28BE,1,,,
206,0x3882,redirect,0x28BF,1,,,
207,0x38C7,redirect,0x28C0,1,,,
208,0x38D4,redirect,0x28C1,1,,,
209,0x391D,redirect,0x28C2,1,,,
210,0x3966,redirect,0x28C3,1,,,
211,0x397D,redirect,0x28C4,1,,,
212,0x39B2,redirect,0x28C5,1,,,
213,0x3A15,redirect,0x28C6,1,,,
214,0x3A68,redirect,0x28C7,1,,,
215,0x3A95,redirect,0x28C8,1,,,
216,0x3AD0,redirect,0x28C9,1,,,
217,0x3B07,redirect,0x28CA,1,,,
218,0x3B26,redirect,0x28CB,1,,,
219,0x3B39,redirect,0x28CC,1,,,
