id,jp_addr,tipo,destino,bytes,original,traduccion,notas
70,0x16B5,redirect,0x1886,2,{0D},,
71,0x16DE,redirect,0x1888,2,{0D},,
72,0x16F9,redirect,0x188A,2,{0D},,
73,0x1718,redirect,0x188C,2,{0D},,
74,0x172D,redirect,0x188E,2,{0D},,
75,0x1752,redirect,0x1890,2,{0D},,
76,0x1793,redirect,0x1892,2,{0D},,
77,0x17BC,redirect,0x1894,2,{0D},,
78,0x17EF,redirect,0x1896,2,{0D},,
79,0x1806,redirect,0x189B,2,{0D},,
80,0x182D,redirect,0x189D,2,{0D},,
81,0x183A,redirect,0x189F,2,{0D},,
82,0x186F,redirect,0x18A1,2,{0D},,
83,0x1898,redirect,0x18A3,2,{0D},,
84,0x18A7,redirect,0x18A5,8,System{0D},,1 isla(s) 91 inline
85,0x18B0,redirect,0x18B3,6,Move{0D},,1 isla(s) 91 inline
86,0x18B5,redirect,0x18BC,13,Go upstairs{0D},,2 isla(s) 91 inline
87,0x18C0,redirect,0x18CF,6,Look{0D},,
88,0x18C5,redirect,0x18D5,47,The ceiling looks the same as the\n20th floor.{0D},,1 isla(s) 91 inline
89,0x18F2,redirect,0x1907,52,They've probably cut them off so I\ncan't use them.{0D},,1 isla(s) 91 inline
90,0x191F,redirect,0x193E,54,Normally you'd see every inch of\nthe floor on these.{0D},,1 isla(s) 91 inline
91,0x1958,redirect,0x1977,49,There's no point.  The monitors\naren't running.{0D},,1 isla(s) 91 inline
92,0x1983,redirect,0x19AB,54,These are the same kinda\nmonitors as the 20th floor.{0D},,2 isla(s) 91 inline
93,0x19AE,redirect,0x19E7,37,The power to these isn't on\neither.{0D},,1 isla(s) 91 inline
94,0x19D3,redirect,0x1A0F,57,This is the 30th floor.  Only ten\nmore till the Garden.{0D},,2 isla(s) 91 inline
95,0x1A00,redirect,0x1A4E,48,The Garden's on the 40th floor. \nAlmost there.{0D},,3 isla(s) 91 inline
96,0x1A23,redirect,0x1A87,46,There's that pillar all the way in\nthe back.{0D},,2 isla(s) 91 inline
97,0x1A34,redirect,0x1ABB,31,"It's pretty far away, though.{0D}",,1 isla(s) 91 inline
98,0x1A4F,redirect,0x1ADD,46,What about that pillar second from\nthe back?{0D},,1 isla(s) 91 inline
99,0x1A64,redirect,0x1B0E,37,How about the pillar in the\nmiddle?{0D},,1 isla(s) 91 inline
100,0x1A73,redirect,0x1B36,47,There's that pillar under the\nmonitors there.{0D},,2 isla(s) 91 inline
101,0x1A8A,redirect,0x1B6B,31,Damn! I can't tell from here!{0D},,1 isla(s) 91 inline
102,0x1AB1,redirect,0x1B8D,28,I can't see him from here.{0D},,1 isla(s) 91 inline
103,0x1ACE,redirect,0x1BAC,27,He could be behind there.{0D},,
104,0x1AE7,redirect,0x1BCA,108,It's just like the linear rail\nstation.{80238057}The only place he could be hiding\nis behind one of the pillars.{0D},,1 isla(s) 91 inline
105,0x1B2C,redirect,0x1C39,19,Maybe he's there?{0D},,1 isla(s) 91 inline
106,0x1B45,redirect,0x1C4F,27,He might be behind there.{0D},,
107,0x1B62,redirect,0x1C6A,58,Maybe he's hiding behind there?\nIt's the only other one.{0D},,1 isla(s) 91 inline
108,0x1B7D,redirect,0x1CA7,59,I don't see his blood anywhere. \nHas he stopped bleeding?{0D},,2 isla(s) 91 inline
109,0x1BA2,redirect,0x1CE8,38,I don't see his blood on the\nground.{0D},,1 isla(s) 91 inline
110,0x1BC7,redirect,0x1D11,39,There isn't a single car parked\nhere.{0D},,1 isla(s) 91 inline
111,0x1BF2,redirect,0x1D3B,136,Meaning the only place for him to\nhide is behind one of the pillars.{80238057}But it also means he can see me\nperfectly from wherever he is.{0D},,4 isla(s) 91 inline
112,0x1C41,redirect,0x1DCF,50,This area's too open.  Bad place\nfor a gunfight.{0D},,1 isla(s) 91 inline
113,0x1C72,redirect,0x1E04,53,The only blood I can see is that\ntrail on the left.{0D},,1 isla(s) 91 inline
114,0x1CB1,redirect,0x1E3C,48,This is Redwood's.  He must be\nhere somewhere.{0D},,1 isla(s) 91 inline; cadena 92: 2 fragmentos unidos
115,0x1CDE,redirect,0x1E72,30,His blood leads to the back.{0D},,
116,0x1D01,redirect,0x1E90,67,"That's the light above the\nemergency exit.  It says ""EXIT""\non it.{0D}",,
117,0x1D2C,redirect,0x1ED3,53,This is the same sign as the one I\nsaw on the 20th.{0D},,
118,0x1D57,redirect,0x1F08,56,He's not back there anymore. \nHe's gone up the stairs.{0D},,
119,0x1D82,redirect,0x1F40,32,He's not behind there anymore.{0D},,
120,0x1D9D,redirect,0x1F60,33,He's not on this floor anymore.{0D},,
121,0x1DBE,redirect,0x1F81,60,He isn't behind any of the pillars. \nHe ran up the stairs.{0D},,
122,0x1DE9,redirect,0x1FBD,47,"More stairs, huh? Looks like he\nwent up here.{0D}",,
123,0x1E10,redirect,0x1FEC,56,These lead further up.  They'll\ntake me to the Garden.{0D},,
124,0x1E43,redirect,0x2024,2,{0D},,
