id,jp_addr,tipo,destino,bytes,original,traduccion,notas
36,0x4B41,redirect,0x44B8,2,{0D},,
37,0x4B6A,redirect,0x44BA,2,{0D},,
38,0x4BA3,redirect,0x44BC,2,{0D},,
39,0x4BF0,redirect,0x44BE,2,{0D},,
40,0x4C21,redirect,0x44C0,2,{0D},,
41,0x4C62,redirect,0x44C2,2,{0D},,
42,0x4CA3,redirect,0x44C4,2,{0D},,
43,0x4CE8,redirect,0x44C6,2,{0D},,
44,0x4D17,redirect,0x44C8,2,{0D},,
45,0x4D40,redirect,0x44CA,2,{0D},,
46,0x4D5D,redirect,0x44CC,2,{0D},,
47,0x4DAA,redirect,0x44CE,2,{0D},,
48,0x4DE1,redirect,0x44D0,2,{0D},,
49,0x4DFA,redirect,0x44D2,2,{0D},,
50,0x4E35,redirect,0x44D4,2,{0D},,
51,0x4E4C,redirect,0x44D6,2,{0D},,
52,0x4E63,redirect,0x44D8,2,{0D},,
53,0x4E86,redirect,0x44DA,2,{0D},,
54,0x4E97,redirect,0x44DC,2,{0D},,
55,0x4EA4,redirect,0x44DE,2,{0D},,
56,0x4EB1,redirect,0x44E0,44,"Oh, did you you forget\nsomething? Come in.{0D}",,
57,0x4ED8,redirect,0x450C,43,Have you forgotten something?\nCome on in.{0D},,2 isla(s) 91 inline
58,0x4EFB,redirect,0x453D,54,"Oh, it's you guys.  Got more\nquestions? Come inside.{0D}",,2 isla(s) 91 inline
59,0x4F2E,redirect,0x4579,37,"Oh, it's you two.  Please, come in.{0D}",,
60,0x4F65,redirect,0x459E,47,"Forget something, did we? It's\nokay, come in.{0D}",,2 isla(s) 91 inline
61,0x4F86,redirect,0x45D3,73,"What is it, guys? It's okay, you're\nwelcome here anytime.  Come\ninside.{0D}",,3 isla(s) 91 inline
62,0x4FC1,redirect,0x4625,57,I just... had to see you again\nbefore we loaded the CD.{0D},,
63,0x4FFA,redirect,0x465E,15,Sure you did.{0D},,1 isla(s) 91 inline
64,0x500D,redirect,0x4670,34,"Let's make this quick, Jonathan.{0D}",,2 isla(s) 91 inline
65,0x5034,redirect,0x4698,37,"Oh, hey guys.  Please, come\ninside.{0D}",,2 isla(s) 91 inline
66,0x5067,redirect,0x46C3,60,"Oh, Jonathan, Ed.  How's the\ninvestigation going? Come in.{0D}",,2 isla(s) 91 inline
67,0x50B6,redirect,0x4705,32,"Oh, Jonathan, Ed.  Come on in.{0D}",,1 isla(s) 91 inline
68,0x50E3,redirect,0x4728,17,Do come inside.{0D},,1 isla(s) 91 inline
69,0x50F8,redirect,0x473C,6,Move{0D},,
70,0x50FD,redirect,0x4742,11,Go inside{0D},,1 isla(s) 91 inline
71,0x5106,redirect,0x4750,7,Drive{0D},,
72,0x510F,redirect,0x4757,27,"I just can't do this, Ed.{0D}",,2 isla(s) 91 inline
73,0x512A,redirect,0x4778,43,"I know this must be hard for you,\nbut....{0D}",,3 isla(s) 91 inline
74,0x5141,redirect,0x47AC,41,I'm sorry.  I'm not ready for this\nyet.{0D},,
75,0x5160,redirect,0x47D5,31,Let's come back another time.{0D},,1 isla(s) 91 inline
76,0x5177,redirect,0x47F7,37,"We need to talk to Karen,\nJonathan.{0D}",,1 isla(s) 91 inline
77,0x519C,redirect,0x481F,37,We've already been everywhere\nelse.{0D},,
78,0x51BF,redirect,0x4844,42,You can't keep putting this off\nforever.{0D},,3 isla(s) 91 inline
79,0x5200,redirect,0x4877,34,This is the last lead we've got.{0D},,1 isla(s) 91 inline
80,0x5225,redirect,0x489C,8,System{0D},,1 isla(s) 91 inline
81,0x522E,redirect,0x48A7,6,Look{0D},,1 isla(s) 91 inline
82,0x5233,redirect,0x48B0,53,The building's got a hint of\nJapanese architecture.{0D},,1 isla(s) 91 inline
83,0x5258,redirect,0x48E8,71,This is just stunning.  You don't\nsee many houses this big on\nBeyond.{0D},,2 isla(s) 91 inline
84,0x52A7,redirect,0x4935,48,Especially ones with nonstandard\narchitecture.{0D},,1 isla(s) 91 inline
85,0x52BE,redirect,0x4968,27,Nonstandard architecture?{0D},,1 isla(s) 91 inline
86,0x52D1,redirect,0x4986,29,It goes beyond the columns?{0D},,
87,0x52E4,redirect,0x49A3,91,All residential buildings on the\ncolony have to follow certain\narchitectural regulations.{0D},,1 isla(s) 91 inline
88,0x531D,redirect,0x4A01,67,"Even if you own the land, you can't\njust build anything you want.{0D}",,2 isla(s) 91 inline
89,0x535E,redirect,0x4A4A,54,Sounds like fun.  So is this place\nbreaking the law?{0D},,2 isla(s) 91 inline
90,0x5389,redirect,0x4A86,57,They'll get away with it because\nthey're with Tokugawa.{0D},,1 isla(s) 91 inline
91,0x53B8,redirect,0x4AC2,29,"They make exceptions, then.{0D}",,
92,0x53C9,redirect,0x4ADF,69,It's a magnificent structure.  Well\nout of reach of people like us.{0D},,3 isla(s) 91 inline
93,0x53F6,redirect,0x4B2D,41,It has a real extravagant\nconstruction.{0D},,1 isla(s) 91 inline
94,0x5417,redirect,0x4B59,82,Extravagant meaning wasteful. \nExtravagance is one of the biggest\nluxuries here.{0D},,2 isla(s) 91 inline
95,0x5460,redirect,0x4BB1,41,Could you really call this\nextravagant?{0D},,
96,0x546F,redirect,0x4BDA,49,This is like cramming a couch into\na spaceship.{0D},,1 isla(s) 91 inline
97,0x54A4,redirect,0x4C0E,47,We can't see inside for the\nadjustable glass.{0D},,1 isla(s) 91 inline
98,0x54D9,redirect,0x4C40,140,"With the colony shaped like a\ncylinder, normally both neighbors\nare able to see inside your house.\n It's one of Beyond's biggest\nproblems.{0D}",,2 isla(s) 91 inline
99,0x5522,redirect,0x4CD2,36,Look at all the windows they have.{0D},,1 isla(s) 91 inline
100,0x5539,redirect,0x4CF9,104,You'd only have this many\nwindows if your house faced the\ncentral axis.{80238057}Nice view they have inside.{0D},,3 isla(s) 91 inline
101,0x556C,redirect,0x4D6A,63,This place faces the central axis. \nIt must have a nice view.{0D},,
102,0x559D,redirect,0x4DA9,45,You wouldn't normally have so\nmany windows.{0D},,1 isla(s) 91 inline
103,0x55B6,redirect,0x4DD9,73,These windows are made from\nadjustable glass.  You can't see in\nat all.{0D},,2 isla(s) 91 inline
104,0x55F7,redirect,0x4E28,50,Why don't you fit your house with\nthese windows?{0D},,2 isla(s) 91 inline
105,0x5622,redirect,0x4E60,72,"Well, this place faces the central\naxis.  They have a reason for\nthem.{0D}",,5 isla(s) 91 inline
106,0x5655,redirect,0x4EB7,61,My place doesn't have a view\nanywhere near as nice as this.{0D},,1 isla(s) 91 inline
107,0x567C,redirect,0x4EF7,54,These columns look like they're\nmade out of cypress.{0D},,2 isla(s) 91 inline
108,0x568D,redirect,0x4F33,46,Normally we use reinforced\nlumber on Beyond.{0D},,
109,0x56D6,redirect,0x4F61,20,Reinforced lumber?{0D},,1 isla(s) 91 inline
110,0x56E7,redirect,0x4F78,132,Wood that doesn't burn or rot. \nIt's to help prevent fires.{80238057}Any fire on the colony could\npotentially threaten the entire\nplace.{0D},,3 isla(s) 91 inline
111,0x5742,redirect,0x5005,29,So is this nonstandard too?{0D},,1 isla(s) 91 inline
112,0x575B,redirect,0x5025,46,Yeah.  They aren't keeping with\nregulations.{0D},,1 isla(s) 91 inline
113,0x5776,redirect,0x5056,60,They must be really well-off if\nthey can afford real wood.{0D},,1 isla(s) 91 inline
114,0x57AB,redirect,0x5095,58,They do look nice.  You don't see\nthese very often here.{0D},,1 isla(s) 91 inline
115,0x57EC,redirect,0x50D2,54,It's the front door.  There's a\ndoorbell next to it.{0D},,5 isla(s) 91 inline
116,0x5819,redirect,0x5117,36,They've got a security camera too.{0D},,1 isla(s) 91 inline
117,0x5836,redirect,0x513E,22,It's the front door.{0D},,1 isla(s) 91 inline
118,0x5853,redirect,0x5157,35,It's the front door to the house.{0D},,2 isla(s) 91 inline
119,0x5866,redirect,0x5180,26,Let's ring the doorbell.{0D},,
120,0x5879,redirect,0x519A,33,These are some beautiful trees.{0D},,1 isla(s) 91 inline
121,0x588C,redirect,0x51BE,60,Jonathan! These trees belong to\nthe Hojos themselves! Wow.{0D},,1 isla(s) 91 inline
122,0x58CD,redirect,0x51FD,20,No control plates?{0D},,1 isla(s) 91 inline
123,0x58EE,redirect,0x5214,18,How do you know?{0D},,1 isla(s) 91 inline
124,0x58FF,redirect,0x5229,46,Trees on Beyond have control\nplates on them.{0D},,3 isla(s) 91 inline
125,0x592C,redirect,0x5260,39,All plants are monitored by\ncomputer.{0D},,
126,0x5957,redirect,0x5287,27,And these don't have any?{0D},,
127,0x5968,redirect,0x52A2,69,Right.  These don't belong to the\ncolony.  They're privately owned.{0D},,4 isla(s) 91 inline
128,0x59AF,redirect,0x52F3,56,Must be nice having a piece of\nnature all to yourself.{0D},,1 isla(s) 91 inline
129,0x59E0,redirect,0x532E,41,The view inside was something\nelse too.{0D},,
130,0x59FD,redirect,0x5357,33,What kind of flowers are these?{0D},,1 isla(s) 91 inline
131,0x5A08,redirect,0x537B,49,They look like some kind of\nhibiscus variation.{0D},,1 isla(s) 91 inline
132,0x5A27,redirect,0x53AF,42,There are hibiscuses here on the\ncolony?{0D},,2 isla(s) 91 inline
133,0x5A42,redirect,0x53DF,49,"Everything about this place\nscreams ""Tokugawa"".{0D}",,1 isla(s) 91 inline
134,0x5A87,redirect,0x5413,79,They'll be among Beyond's elite.{80238057}Jealousy can make people do crazy\nthings.{0D},,2 isla(s) 91 inline
135,0x5AE6,redirect,0x5468,45,"Lorraine was very well dressed, I\nremember.{0D}",,1 isla(s) 91 inline
136,0x5B0D,redirect,0x5498,40,She had an expensive bag and coat\ntoo.{0D},,1 isla(s) 91 inline
137,0x5B34,redirect,0x54C3,55,Tokugawa employees must make\neven more than they say.{0D},,1 isla(s) 91 inline
138,0x5B5B,redirect,0x54FD,67,"After seeing this, I'm not sure we\ncan rule out he was kidnapped.{0D}",,2 isla(s) 91 inline
139,0x5B82,redirect,0x5546,81,"Well, Tokugawa employees do\nearn a lot, yeah, but no one would\never touch them.{0D}",,1 isla(s) 91 inline
140,0x5BC1,redirect,0x559A,57,Beyonds know what happens\nwhen you screw with Tokugawa.{0D},,2 isla(s) 91 inline
141,0x5BFE,redirect,0x55D9,2,{0D},,
142,0x5C21,redirect,0x55DB,2,{0D},,
143,0x5C3E,redirect,0x55DD,2,{0D},,
144,0x5C57,redirect,0x55DF,23,What is it this time?{0D},,
145,0x5C6E,redirect,0x55F6,24,What can I do for you?{0D},,1 isla(s) 91 inline
146,0x5C83,redirect,0x5611,23,"What is it, Jonathan?{0D}",,1 isla(s) 91 inline
147,0x5CA0,redirect,0x562B,26,Make yourselves at home.{0D},,
148,0x5CBD,redirect,0x5645,38,"Just try to make it quick, will\nyou?{0D}",,1 isla(s) 91 inline
149,0x5CF6,redirect,0x566E,21,Sorry about before.{0D},,1 isla(s) 91 inline
150,0x5D03,redirect,0x5686,14,I'm kidding.{0D},,1 isla(s) 91 inline
151,0x5D12,redirect,0x5697,2,{0D},,
152,0x5D2F,redirect,0x5699,2,{0D},,
153,0x5D3C,redirect,0x569B,2,{0D},,
154,0x5D67,redirect,0x569D,2,{0D},,
155,0x5D82,redirect,0x569F,2,{0D},,
156,0x5DB3,redirect,0x56A1,2,{0D},,
157,0x5E10,redirect,0x56A3,2,{0D},,
158,0x5E41,redirect,0x56A5,2,{0D},,
159,0x5E6A,redirect,0x56A7,2,{0D},,
160,0x5EAD,redirect,0x56A9,2,{0D},,
161,0x5ED0,redirect,0x56AB,2,{0D},,
162,0x5EDB,redirect,0x56AD,2,{0D},,
163,0x5F14,redirect,0x56AF,2,{0D},,
164,0x5F59,redirect,0x56B1,2,{0D},,
165,0x5F94,redirect,0x56B3,2,{0D},,
166,0x5FA5,redirect,0x56B5,2,{0D},,
167,0x5FBA,redirect,0x56B7,30,"We'll be leaving now, Karen.{0D}",,
168,0x5FD9,redirect,0x56D5,30,"Thanks for your time, Karen.{0D}",,2 isla(s) 91 inline
169,0x5FFC,redirect,0x56F9,45,Looks like we stayed longer than I\nthought.{0D},,
170,0x6021,redirect,0x5726,26,It's gotten pretty late.{0D},,
171,0x603A,redirect,0x5740,62,"Oh, you're going already? You\nguys must be pretty busy, huh?{0D}",,3 isla(s) 91 inline
172,0x6061,redirect,0x5787,11,"Oh, okay.{0D}",,
173,0x6074,redirect,0x5792,15,"Well, see ya.{0D}",,
174,0x6087,redirect,0x57A1,16,See you later.{0D},,1 isla(s) 91 inline
175,0x609E,redirect,0x57B4,6,Move{0D},,
176,0x60A3,redirect,0x57BA,7,Leave{0D},,
177,0x60AC,redirect,0x57C1,67,You wanna leave already? We\nhaven't picked up any real leads\nyet.{0D},,1 isla(s) 91 inline
178,0x60DB,redirect,0x5807,55,"Jonathan, we need to find out\nwhat kinda guy Hojo is.{0D}",,2 isla(s) 91 inline
179,0x6120,redirect,0x5844,130,"Wait, we're not through here.{80238057}I know it can't be easy for you\nbeing here, but we have to get a\nhandle on what Hojo was up to.{0D}",,5 isla(s) 91 inline
180,0x6163,redirect,0x58D5,13,Hojo's Room{0D},,
181,0x616E,redirect,0x58E2,7,Study{0D},,
182,0x6173,redirect,0x58E9,63,"Well, we've learned quite a lot\nhere.  Shall we head off now?{0D}",,3 isla(s) 91 inline
183,0x61A8,redirect,0x5931,28,"Shall we go now, Jonathan?{0D}",,
184,0x61C5,redirect,0x594D,61,Do you mind if we take a look at\nyour father's study again?{0D},,2 isla(s) 91 inline
185,0x61F4,redirect,0x5990,31,We might've missed something.{0D},,
186,0x6213,redirect,0x59B2,11,"Oh, sure.{0D}",,
187,0x6222,redirect,0x59BD,8,System{0D},,
188,0x622B,redirect,0x59C5,49,Karen....  I will find your father.  I\npromise.{0D},,1 isla(s) 91 inline
189,0x625E,redirect,0x59F9,115,"I believe you, Jonathan.{80238057}I'll put my... feelings about you\nbehind me for now.{80238057}You can count on me for help.{0D}",,4 isla(s) 91 inline
190,0x6299,redirect,0x5A78,42,You look like something's\nbothering you.{0D},,1 isla(s) 91 inline
191,0x62CE,redirect,0x5AA5,33,Yeah? Must be your imagination.{0D},,
192,0x62DF,redirect,0x5AC6,20,"Oh.  Well, see ya.{0D}",,
193,0x62F4,redirect,0x5ADA,13,"Bye, Karen.{0D}",,1 isla(s) 91 inline
194,0x630B,redirect,0x5AEA,26,"See you later, Jonathan.{0D}",,
195,0x632A,redirect,0x5B04,60,Let's take a look at this family\ncrest chart before we go.{0D},,2 isla(s) 91 inline
196,0x6359,redirect,0x5B46,94,We need to know the family crests\nin order to load the CD.  Let's\ntake a look at this chart.{0D},,2 isla(s) 91 inline
197,0x639A,redirect,0x5BAA,36,We still haven't found the CD yet!{0D},,1 isla(s) 91 inline
198,0x63B7,redirect,0x5BD1,56,Let's look for the CD the\ninformant was talking about.{0D},,1 isla(s) 91 inline
199,0x63D6,redirect,0x5C0C,46,I can't stand waiting around here\nlike this.{0D},,1 isla(s) 91 inline
200,0x63E9,redirect,0x5C3D,72,Where do you think you can go?\nEvery cop on Beyond is looking for\nyou.{0D},,4 isla(s) 91 inline
201,0x642C,redirect,0x5C91,6,Look{0D},,
202,0x6431,redirect,0x5C97,2,{0D},,
203,0x6470,redirect,0x5C99,2,{0D},,
204,0x64CB,redirect,0x5C9B,2,{0D},,
205,0x64DC,redirect,0x5C9D,2,{0D},,
206,0x64FB,redirect,0x5C9F,2,{0D},,1 isla(s) 91 inline
207,0x6530,redirect,0x5CA4,2,{0D},,
208,0x6577,redirect,0x5CA6,2,{0D},,
209,0x657E,redirect,0x5CA8,43,Your mother was surprised I still\nhad it.{0D},,1 isla(s) 91 inline
210,0x65A3,redirect,0x5CD6,28,Too bad it can't be fixed.{0D},,
211,0x65C8,redirect,0x5CF2,85,That's the latest in home\nentertainment systems.  It's not\nreally my kind of thing.{0D},,5 isla(s) 91 inline
212,0x65F9,redirect,0x5D56,18,Look at this....{0D},,1 isla(s) 91 inline
213,0x6610,redirect,0x5D6B,97,"Man! A high fidelity, all-in-one\nhome entertainment system\n\n employing 3D sound mapping and\nVR!{0D}",,2 isla(s) 91 inline
214,0x6659,redirect,0x5DD2,140,"With this system, composers are\nable to create a truly immersive\nsound experience that blows that\n old surround sound stuff out the\nwater.{0D}",,2 isla(s) 91 inline
215,0x66CC,redirect,0x5E64,79,It's made by Tokugawa Electronics.\nDad was able to get it at a reduced\nprice.{0D},,2 isla(s) 91 inline
216,0x6707,redirect,0x5EB9,61,This system revolutionized the\nhome entertainment industry.{0D},,2 isla(s) 91 inline
217,0x672C,redirect,0x5EFC,52,"You can set the sound map\nhowever you want, right?{0D}",,1 isla(s) 91 inline
218,0x6759,redirect,0x5F33,48,"Yes, that's right.  You mean the\n3D equalizer.{0D}",,1 isla(s) 91 inline
219,0x6786,redirect,0x5F66,30,"That's it, the 3D equalizer.{0D}",,
220,0x67A3,redirect,0x5F84,55,The sound map automatically\nadjusts to your location.{0D},,3 isla(s) 91 inline
221,0x67DA,redirect,0x5FC4,45,It's got sensors that detect where\nyou are.{0D},,1 isla(s) 91 inline
222,0x680F,redirect,0x5FF4,158,It also has a feature that increases\nalpha wave activity in your brain.{80238057}It does this by mixing in\nhigh-frequency sounds with\nwhatever media it's playing.{0D},,8 isla(s) 91 inline
223,0x6868,redirect,0x60AA,89,"Those are ultra-thin speakers. \nThey're not built into the wall,\nthey're hung up there.{0D}",,2 isla(s) 91 inline
224,0x68AB,redirect,0x6109,35,What do these speakers belong\nto?{0D},,1 isla(s) 91 inline
225,0x68BE,redirect,0x612F,40,They go with the entertainment\nsystem.{0D},,
226,0x68E7,redirect,0x6157,51,They go with our home\nentertainment system there.{0D},,3 isla(s) 91 inline
227,0x690C,redirect,0x6193,32,They work with the TV as well.{0D},,1 isla(s) 91 inline
228,0x6929,redirect,0x61B6,58,Are these those new cordless\nspeakers with biomaterials?{0D},,1 isla(s) 91 inline
229,0x6962,redirect,0x61F3,63,"Right, it's an infrared system with\nno dead areas whatsoever.{0D}",,4 isla(s) 91 inline
230,0x6999,redirect,0x623E,78,"They're ultra-thin, and you can\neven decorate them with photos\nor paintings.{0D}",,1 isla(s) 91 inline
231,0x69C6,redirect,0x628F,45,"Yes, but Dad has never been one\nto do that.{0D}",,1 isla(s) 91 inline
232,0x69E7,redirect,0x62BF,50,They're all-purpose home\nentertainment speakers.{0D},,3 isla(s) 91 inline
233,0x6A02,redirect,0x62FA,52,They also serve as the output for\nDad's CD player.{0D},,2 isla(s) 91 inline
234,0x6A23,redirect,0x6334,31,We've got them in every room.{0D},,
235,0x6A46,redirect,0x6353,69,"The speakers are positioned high\nlike that for the 3D sound, right?{0D}",,2 isla(s) 91 inline
236,0x6A7B,redirect,0x639E,70,Yes.  They're also unaffected by\nany vibrations caused by the walls.{0D},,3 isla(s) 91 inline
237,0x6AA8,redirect,0x63ED,31,You want to turn it on again?{0D},,
238,0x6AC3,redirect,0x640C,62,You want to watch TV? They're\ntalking about you on the news.{0D},,2 isla(s) 91 inline
239,0x6AF2,redirect,0x6450,27,It's a wall-mounted HDTV.{0D},,
240,0x6B25,redirect,0x646B,129,It's got a chaos system too.{80238057}You can set the hue to change\naccording to your emotions.{80238057}Like if you're laughing or crying.{0D},,3 isla(s) 91 inline
241,0x6B74,redirect,0x64F5,147,"I remember things heading this\nway in the 20th, when they\nbrought out washing machines\n and ovens with neural networks\nand fuzzy logic and so on.{0D}",,4 isla(s) 91 inline
242,0x6BD9,redirect,0x6594,35,You're welcome to turn on the\nTV.{0D},,1 isla(s) 91 inline
243,0x6C00,redirect,0x65BA,12,Turn on TV{0D},,
244,0x6C0B,redirect,0x65C6,48,I don't know if you want to sit\ndown for this.{0D},,1 isla(s) 91 inline
245,0x6C26,redirect,0x65FC,29,Maybe I'll watch some more.{0D},,1 isla(s) 91 inline
246,0x6C3D,redirect,0x661C,85,"If one of its parts is disturbed, the\nentire system collapses.  Balance is\ncrucial.{0D}",,1 isla(s) 91 inline
247,0x6C84,redirect,0x6674,81,"If we started moving in the wrong\ndirection, Beyond would lose its\nbalance too.{0D}",,
248,0x6CED,redirect,0x66C5,14,What's this?{0D},,1 isla(s) 91 inline
249,0x6CF6,redirect,0x66D6,200,"It's a biosphere.  It serves as a\nmodel of the CELESS.{80238057}""CELESS"" stands for ""Closed\nEcological Life Support System"".{80238057}You don't need to give it any food\nor oxygen.  It's totally\nself-sufficient.{0D}",,5 isla(s) 91 inline
250,0x6D67,redirect,0x67AD,97,"Like this model, if the colony's\nbalance were disturbed it would\nbecome unable to support life.{0D}",,2 isla(s) 91 inline
251,0x6DAE,redirect,0x6814,59,It's a CELESS model.  It works just\nlike Beyond and Home.{0D},,
252,0x6E21,redirect,0x684F,90,"The shrimp couldn't survive on\ntheir own, huh? That's why\nthere's two of them, isn't it?{0D}",,2 isla(s) 91 inline
253,0x6E60,redirect,0x68AF,44,That water is filled with a bacteria\nsoup.{0D},,1 isla(s) 91 inline
254,0x6E7F,redirect,0x68DE,149,"The temperature is maintained at\n25 degrees Celsius.{80238057}The bacteria oxidize the inorganic\nwaste, producing carbon dioxide\nand inorganic compounds.{0D}",,4 isla(s) 91 inline
255,0x6EE2,redirect,0x697F,17,That's seaweed.{0D},,
256,0x6EF3,redirect,0x6990,102,"The seaweed uses the carbon\ndioxide, inorganic compounds and\n\n sunlight to carry out\nphotosynthesis.{0D}",,3 isla(s) 91 inline
257,0x6F32,redirect,0x69FF,24,Those are baby shrimp.{0D},,1 isla(s) 91 inline
258,0x6F4F,redirect,0x6A1A,26,"They're mates, are they?{0D}",,1 isla(s) 91 inline
259,0x6F6A,redirect,0x6A37,110,The shrimp receive food and\noxygen from the seaweed and in\nreturn produce carbon dioxide\n and organic waste.{0D},,3 isla(s) 91 inline
260,0x6FA9,redirect,0x6AAE,26,That's a coral fragment.{0D},,1 isla(s) 91 inline
261,0x6FC0,redirect,0x6ACB,35,There's a huge coral reef at AMM.{0D},,
262,0x6FE1,redirect,0x6AEE,6,Back{0D},,1 isla(s) 91 inline
263,0x6FEA,redirect,0x6AF7,45,Do you know how the shrimp\nsurvive in here?{0D},,
264,0x7023,redirect,0x6B24,54,"They're protected by the\nbiosphere's order, I guess.{0D}",,1 isla(s) 91 inline
265,0x704A,redirect,0x6B5D,26,"No, it's more than that.{0D}",,1 isla(s) 91 inline
266,0x7067,redirect,0x6B7A,12,Like what?{0D},,
267,0x706E,redirect,0x6B86,26,They support each other.{0D},,
268,0x708F,redirect,0x6BA0,43,"That's why there has to be two,\nisn't it?{0D}",,
269,0x70A8,redirect,0x6BCB,59,Right.  It's the most important\nelement of any biosphere.{0D},,3 isla(s) 91 inline
270,0x70D7,redirect,0x6C0F,7,Love.{0D},,
271,0x70E4,redirect,0x6C16,76,It's a marble table.  I've never\nseen anything like this on Beyond\nbefore.{0D},,2 isla(s) 91 inline
272,0x712B,redirect,0x6C68,27,It's an import from Home.{0D},,
273,0x715C,redirect,0x6C83,58,The only problem is it doesn't\nreally go with the sofas.{0D},,1 isla(s) 91 inline
274,0x7179,redirect,0x6CC0,36,The plants are sensitive to music.{0D},,
275,0x7198,redirect,0x6CE4,31,Dad would play jazz for them.{0D},,2 isla(s) 91 inline
276,0x71B7,redirect,0x6D09,21,That's interesting.{0D},,
277,0x71C8,redirect,0x6D1E,33,He was into that kind of thing.{0D},,
278,0x71F9,redirect,0x6D3F,46,He was a practitioner of meditation\nand Zen.{0D},,1 isla(s) 91 inline
279,0x721A,redirect,0x6D70,67,The only thing my parents ever\nsaw eye-to-eye on were the\nplants.{0D},,1 isla(s) 91 inline
280,0x725F,redirect,0x6DB6,24,Are these plants real?{0D},,
281,0x727A,redirect,0x6DCE,75,Yes.  They're selectively bred to\nabsorb large amounts of carbon\ndioxide.{0D},,
282,0x72A7,redirect,0x6E19,59,It's nice having the room full of\nfresh air all the time.{0D},,1 isla(s) 91 inline
283,0x72CC,redirect,0x6E57,35,There's a plant in the study too.{0D},,1 isla(s) 91 inline
284,0x72E1,redirect,0x6E7D,76,We have a lot of plants in the\nhouse.  It's because Mom was a\nTerrestrial.{0D},,1 isla(s) 91 inline
285,0x7332,redirect,0x6ECC,18,Mom liked these.{0D},,
286,0x734F,redirect,0x6EDE,35,They're comfortable for sleeping.{0D},,2 isla(s) 91 inline
287,0x7376,redirect,0x6F07,49,Looks like a comfortable sofa. \nNice color too.{0D},,1 isla(s) 91 inline
288,0x73A9,redirect,0x6F3B,137,"It's one of those chaos sofas.  Its\nfeel changes depending on who's\nsitting on it.{80238057}It has built-in sleep sensors as\nwell, of course.{0D}",,4 isla(s) 91 inline
289,0x741E,redirect,0x6FD0,44,"Built-in sleep sensors....  Well, I'll\nbe.{0D}",,2 isla(s) 91 inline
290,0x7437,redirect,0x7002,39,Feel free to take a seat if you\nwant.{0D},,1 isla(s) 91 inline
291,0x7458,redirect,0x702C,48,Those things at my house are an\nembarrassment.{0D},,1 isla(s) 91 inline
292,0x747F,redirect,0x705F,52,"That's an antique lamp.  Twin\nlamps, I should say.{0D}",,3 isla(s) 91 inline
293,0x74B0,redirect,0x709C,145,"They're connected to the sleep\nsensors in the sofas.{80238057}They also have chaos systems, so\ntheir lighting changes depending\non who's in the room.{0D}",,4 isla(s) 91 inline
294,0x7533,redirect,0x7139,23,So this is our color?{0D},,
295,0x755A,redirect,0x7150,34,Yes.  They use ambient lighting.{0D},,1 isla(s) 91 inline
296,0x7579,redirect,0x7175,34,Yes.  They use ambient lighting.{0D},,2 isla(s) 91 inline
297,0x75A4,redirect,0x719D,32,"They're cute, don't you think?{0D}",,1 isla(s) 91 inline
298,0x75C5,redirect,0x71C0,41,"It's alright, there's nobody out\nthere.{0D}",,1 isla(s) 91 inline
