id,jp_addr,tipo,destino,bytes,original,traduccion,notas
22,0x2FC9,redirect,0x2FDD,24,"There he is, Jonathan!{0D}",,1 isla(s) 91 inline
23,0x2FEE,redirect,0x2FF8,23,Let's go talk to him!{0D},,2 isla(s) 91 inline
24,0x300B,redirect,0x3015,6,Call{0D},,
25,0x3010,redirect,0x301B,2,{0D},,
26,0x3029,redirect,0x301D,2,{0D},,
27,0x3038,redirect,0x301F,29,It's those two from before.{0D},,2 isla(s) 91 inline
28,0x3057,redirect,0x3042,29,Those girls are still here.{0D},,1 isla(s) 91 inline
29,0x307A,redirect,0x3062,45,Check out those two there! Let's\ngo say hi.{0D},,1 isla(s) 91 inline
30,0x30B7,redirect,0x3092,32,Look at those legs! Very nice.{0D},,
31,0x30D8,redirect,0x30B2,74,"They look like regular escorts. \nMaybe they'll talk to us, in that\ncase.{0D}",,2 isla(s) 91 inline
32,0x312B,redirect,0x3102,22,"Not Rebirthers, huh?{0D}",,
33,0x3146,redirect,0x3118,30,Let's try calling them over.{0D},,1 isla(s) 91 inline
34,0x315F,redirect,0x3139,46,We should ask them if they've\nseen Tokugawa.{0D},,2 isla(s) 91 inline
35,0x3192,redirect,0x316D,17,"Hey, you there!{0D}",,
36,0x31A9,redirect,0x317E,9,Ladies!{0D},,
37,0x31C4,redirect,0x3187,44,They're ignoring us now! See\nwhat you did!{0D},,2 isla(s) 91 inline
38,0x31F5,redirect,0x31B9,9,Dammit!{0D},,
39,0x3204,redirect,0x31C2,42,They're totally ignoring us.  Forget\nit.{0D},,1 isla(s) 91 inline
40,0x3235,redirect,0x31EF,49,It's a table with a built-in\npropulsion device.{0D},,2 isla(s) 91 inline
41,0x325C,redirect,0x3226,115,It's one of those multi-directional\nmonitors you can see from every\n\n angle.  It's showing a Tokugawa\ncommercial.{0D},,2 isla(s) 91 inline
42,0x32A3,redirect,0x329F,41,They're showing a Tokugawa\npromo video.{0D},,1 isla(s) 91 inline
43,0x32D0,redirect,0x32CB,47,All they're featuring is the new\nDDS capsule.{0D},,1 isla(s) 91 inline
44,0x32FD,redirect,0x3300,34,"Nothing on that EMPS there,\nhuh?{0D}",,
45,0x3340,redirect,0x3322,20,There it is again.{0D},,
46,0x335F,redirect,0x3336,32,"It's like I'm in ""Mito Komon"".{0D}",,1 isla(s) 91 inline
47,0x339C,redirect,0x3359,13,Mito Komon?{0D},,1 isla(s) 91 inline
48,0x33BD,redirect,0x3369,88,"Yeah, there was this TV show I\nsaw in Japan once called ""Mito\nKomon"".  A period piece.{0D}",,2 isla(s) 91 inline
49,0x33E8,redirect,0x33C7,51,You see that plastered wherever\nyou go on Beyond.{0D},,1 isla(s) 91 inline
50,0x3429,redirect,0x33FD,37,He's like a kid in a swimming pool.{0D},,
51,0x3446,redirect,0x3422,53,"Check it out, he thinks he's\nSuperman or something.{0D}",,2 isla(s) 91 inline
52,0x3473,redirect,0x345D,85,"That's one of the higher-ups at\nthe ISPA, the International Space\nPromotion Agency.{0D}",,2 isla(s) 91 inline
53,0x34A2,redirect,0x34B8,79,That guy's from the ISPA too. \nTokugawa serves as its director at\nthe moment.{0D},,1 isla(s) 91 inline
54,0x3505,redirect,0x350A,80,He's also ISPA.  Just about\neverybody here is directly involved\nwith Tokugawa.{0D},,1 isla(s) 91 inline
55,0x3554,redirect,0x355D,78,That's a guy from the ISPA.  The\nISPA are the other power brokers\non Beyond.{0D},,
56,0x35AF,redirect,0x35AB,67,That's someone from the ISPA. \nIt's got close ties with Tokugawa.{0D},,2 isla(s) 91 inline
57,0x35F0,redirect,0x35F4,29,He won't hear us from here.{0D},,1 isla(s) 91 inline
58,0x360D,redirect,0x3614,33,He can't hear us for the noise.{0D},,1 isla(s) 91 inline
59,0x3624,redirect,0x3638,33,He's with one of those escorts.{0D},,1 isla(s) 91 inline
60,0x3643,redirect,0x365C,32,Look at that shit-eating grin.{0D},,2 isla(s) 91 inline
61,0x3668,redirect,0x3682,29,Looks like he's having fun.{0D},,
62,0x3679,redirect,0x369F,41,He's hanging out with one of the\ngirls.{0D},,1 isla(s) 91 inline
63,0x36AA,redirect,0x36CB,61,He could be from a hospital here. \nSeems a little familiar.{0D},,2 isla(s) 91 inline
64,0x36D7,redirect,0x370E,45,That pervert's old enough to be\nher father.{0D},,1 isla(s) 91 inline
65,0x36FC,redirect,0x3741,95,I think he's from a hospital here\ntoo.{80238057}Are all doctors perverts or\nsomething? Look at him.{0D},,2 isla(s) 91 inline
66,0x3723,redirect,0x37A6,70,It's probably a guy from one of the\nhospitals connected to Tokugawa.{0D},,2 isla(s) 91 inline
67,0x373E,redirect,0x37F2,60,He isn't listening to us.  He's\nstaring at his new friend.{0D},,2 isla(s) 91 inline
68,0x3763,redirect,0x3834,50,"I don't think we can compete with\nher, Jonathan.{0D}",,1 isla(s) 91 inline
69,0x3792,redirect,0x3869,37,What a jackass.  He's all over her.{0D},,1 isla(s) 91 inline
70,0x37AF,redirect,0x3891,18,"Oh, I love this.{0D}",,1 isla(s) 91 inline
71,0x37C0,redirect,0x38A6,154,"I've seen that guy before.{80238057}That's right, he's that political\nhawk that's been making a name\nfor himself lately.{80238057}He's got some pull around BCP\ntoo.{0D}",,3 isla(s) 91 inline
72,0x380F,redirect,0x3949,21,Damned politicians.{0D},,1 isla(s) 91 inline
73,0x381E,redirect,0x3961,59,He's a young politician.  They say\nhe's pretty cutthroat.{0D},,2 isla(s) 91 inline
74,0x3845,redirect,0x39A2,29,What do you parasites want!{0D},,1 isla(s) 91 inline
75,0x3870,redirect,0x39C2,55,Do I look like I want to talk to the\npress right now!{0D},,
76,0x3895,redirect,0x39FC,36,He's a famous young industrialist.{0D},,
77,0x38B4,redirect,0x3A20,81,"There are rumors he's also a\ndrug dealer, but we haven't been\nable to prove it.{0D}",,2 isla(s) 91 inline
78,0x38F7,redirect,0x3A77,44,He's been all over them since we\ngot here.{0D},,1 isla(s) 91 inline
79,0x393C,redirect,0x3AA6,10,{D0}{06}hic!{D0}{06}{0D},,
80,0x3951,redirect,0x3AB0,79,"Heeey, come back, baby.{80238057}I jush wanna see doshe\ngooorgeoush... eyesh again.{0D}",,3 isla(s) 91 inline
81,0x3964,redirect,0x3B08,30,He's in no position to talk.{0D},,1 isla(s) 91 inline
82,0x3981,redirect,0x3B29,2,{0D},,
83,0x39AE,redirect,0x3B2B,2,{0D},,
84,0x39F9,redirect,0x3B2D,44,What would you need an EMPS\nlike this for?{0D},,1 isla(s) 91 inline
85,0x3A3E,redirect,0x3B5C,78,Those girls didn't know either. \nThey must have a reason for\nhaving it here.{0D},,
86,0x3A71,redirect,0x3BAA,46,Maybe they're trying to sell it to\nsomebody.{0D},,1 isla(s) 91 inline
87,0x3A9A,redirect,0x3BDB,17,Like the Mafia?{0D},,
88,0x3AB3,redirect,0x3BEC,12,Who knows.{0D},,
89,0x3AC6,redirect,0x3BF8,42,Maybe that's why that politician's\nhere.{0D},,1 isla(s) 91 inline
90,0x3AD9,redirect,0x3C25,86,Its armor is clearly different from\nthe Goddard's.  It's been coated\nwith chaff too.{0D},,2 isla(s) 91 inline
91,0x3B24,redirect,0x3C81,8,Chaff?{0D},,
92,0x3B31,redirect,0x3C89,241,It's a countermeasure for\ndisrupting electronic equipment.{80238057}With this they can turn it into one\ngiant jamming device.{80238057}A lot of the other machines that\nuse it are also yellow.{80238057}I'd say you're right.  We're looking\nat a military EMPS.{0D},,8 isla(s) 91 inline
93,0x3BC2,redirect,0x3D95,38,The last thing space needs is a\nwar.{0D},,
94,0x3C01,redirect,0x3DBB,52,"What are you planning to do with\nthis, Sadaoki....{0D}",,1 isla(s) 91 inline
95,0x3C42,redirect,0x3DF2,53,I had no idea they were\ndeveloping a military EMPS.{0D},,1 isla(s) 91 inline
96,0x3C7D,redirect,0x3E2A,26,That's a really big gun.{0D},,1 isla(s) 91 inline
97,0x3CA2,redirect,0x3E47,66,You wouldn't want something like\nthis going off in zero gravity.{0D},,1 isla(s) 91 inline
98,0x3CCF,redirect,0x3E8C,56,It'll have an onboard computer to\nsuppress the recoil.{0D},,
99,0x3D00,redirect,0x3EC4,24,Just like the Goddard.{0D},,1 isla(s) 91 inline
100,0x3D13,redirect,0x3EDF,30,"This isn't a lift gun, then.{0D}",,1 isla(s) 91 inline
101,0x3D38,redirect,0x3F00,6,Back{0D},,
102,0x3D41,redirect,0x3F06,27,What are they doing here?{0D},,
103,0x3D4E,redirect,0x3F21,19,Buddies of yours?{0D},,1 isla(s) 91 inline
104,0x3D5B,redirect,0x3F37,58,They're from various Mafias on\nHome.  Why are they here?{0D},,1 isla(s) 91 inline
105,0x3D92,redirect,0x3F74,42,What business do these clowns\nhave here?{0D},,2 isla(s) 91 inline
106,0x3DC3,redirect,0x3FA4,55,That's what's-his-face Garcia\nfrom the Spanish Mafia.{0D},,1 isla(s) 91 inline
107,0x3DFC,redirect,0x3FDE,40,That's Wakayama-kumicho.  He's\nYakuza.{0D},,1 isla(s) 91 inline
108,0x3E33,redirect,0x4009,64,"He's with a triad, but I don't know\nhis name or where he sits.{0D}",,1 isla(s) 91 inline
109,0x3E66,redirect,0x404C,126,"Must be a cocktail.{80238057}Alcohol doesn't taste that great in\nzero gravity, but I guess they're\nmore interested in the effects.{0D}",,4 isla(s) 91 inline
110,0x3ED5,redirect,0x40D6,60,That's a special tube used for\ndrinking in weightlessness.{0D},,2 isla(s) 91 inline
111,0x3EFA,redirect,0x4118,74,She one of Tokugawa's escorts?\nThat's some nice service they're\ngetting.{0D},,
112,0x3F27,redirect,0x4162,47,"Yeah, she's taking good care of\nthem alright.{0D}",,2 isla(s) 91 inline
113,0x3F40,redirect,0x4197,83,That's probably one of Tokugawa's\nescorts.  Doesn't seem like one of\ntheir girls.{0D},,
114,0x3F75,redirect,0x41EA,49,Those guys don't look like the\nbest of friends.{0D},,1 isla(s) 91 inline
115,0x3F98,redirect,0x421E,80,"Well, they are from rival\norganizations.  They almost never\nmeet up like this.{0D}",,1 isla(s) 91 inline
116,0x3FD1,redirect,0x4271,45,Must've been an offer they\ncouldn't refuse.{0D},,
117,0x4000,redirect,0x429E,85,"Man, nothing but hot girls here. \nHe's got good taste in women, I'll\ngive him that.{0D}",,2 isla(s) 91 inline
118,0x4035,redirect,0x42F9,49,This is killing me.  They're\npractically naked.{0D},,1 isla(s) 91 inline
119,0x4060,redirect,0x432D,53,Don't get too distracted. \nRemember why we're here.{0D},,1 isla(s) 91 inline
120,0x4093,redirect,0x4365,38,They get very up close and\npersonal.{0D},,1 isla(s) 91 inline
121,0x40B8,redirect,0x438E,25,She's with that doctor.{0D},,1 isla(s) 91 inline
122,0x40CD,redirect,0x43AA,48,You can see his glasses steaming\nup from here.{0D},,1 isla(s) 91 inline
123,0x40FC,redirect,0x43DD,63,That is one beautiful ass.  Where's\na coin when you need one.{0D},,4 isla(s) 91 inline
124,0x4113,redirect,0x4428,2,{0D},,
125,0x417E,redirect,0x442A,2,{0D},,
126,0x418D,redirect,0x442C,2,{0D},,
127,0x41FE,redirect,0x442E,2,{0D},,
128,0x4267,redirect,0x4430,16,      English:{0D},,
129,0x42C4,redirect,0x4440,2,{0D},,
130,0x42F5,redirect,0x4442,36,"Yeah, I recognize all these faces.{0D}",,2 isla(s) 91 inline
131,0x4326,redirect,0x446C,60,"Exclusive hobby, bringing together\nall these famous women.{0D}",,2 isla(s) 91 inline
132,0x435F,redirect,0x44AE,33,A movie fan would go nuts here.{0D},,3 isla(s) 91 inline
133,0x4386,redirect,0x44D8,2,{0D},,
134,0x43A1,redirect,0x44DA,2,{0D},,
135,0x43C6,redirect,0x44DC,2,{0D},,
136,0x43EB,redirect,0x44DE,34,Hey there.  Need something\nelse?{0D},,
137,0x4406,redirect,0x4500,2,{0D},,
138,0x4415,redirect,0x4502,2,{0D},,
139,0x4424,redirect,0x4504,2,{0D},,
140,0x4449,redirect,0x4509,2,{0D},,
141,0x445A,redirect,0x450B,2,{0D},,
142,0x447B,redirect,0x450D,2,{0D},,
143,0x448C,redirect,0x450F,2,{0D},,
144,0x44AF,redirect,0x4511,2,{0D},,
145,0x44CA,redirect,0x4513,6,Back{0D},,
146,0x44D3,redirect,0x4519,36,The one on the left your favorite?{0D},,1 isla(s) 91 inline
147,0x4506,redirect,0x4540,37,Let's try looking around some\nmore.{0D},,3 isla(s) 91 inline
148,0x452D,redirect,0x456E,45,We should get back to looking for\nTokugawa.{0D},,2 isla(s) 91 inline
149,0x4548,redirect,0x45A1,8,System{0D},,
150,0x4551,redirect,0x45A9,6,Talk{0D},,1 isla(s) 91 inline
151,0x455C,redirect,0x45B2,30,I don't want to talk to you.{0D},,4 isla(s) 91 inline
152,0x457D,redirect,0x45DC,32,I'd rather you leave me alone.{0D},,
153,0x458C,redirect,0x45FC,17,"Hey, beautiful.{0D}",,1 isla(s) 91 inline
154,0x45AD,redirect,0x4610,6,....{0D},,
155,0x45B6,redirect,0x4616,22,"What is it, sweetie?{0D}",,
156,0x45BF,redirect,0x462C,11,Ask about{0D},,
157,0x45C4,redirect,0x463A,10,Tokugawa{0D},,
158,0x45D5,redirect,0x4644,24,He's over there.  See?{0D},,
159,0x4600,redirect,0x465C,80,President Tokugawa should be\nhere somewhere.  My advice is to\nkeep on looking.{0D},,3 isla(s) 91 inline
160,0x4637,redirect,0x46B8,46,What do you want him for when\nyou've got me?{0D},,1 isla(s) 91 inline
161,0x466A,redirect,0x46E9,6,Hojo{0D},,
162,0x4677,redirect,0x46EF,41,Hojo? I don't know anyone by\nthat name.{0D},,1 isla(s) 91 inline
163,0x4690,redirect,0x471B,58,I don't know anything about what\ngoes on in the company.{0D},,3 isla(s) 91 inline
164,0x46B5,redirect,0x475E,11,The party{0D},,
165,0x46C8,redirect,0x4769,117,They throw these every now and\nthen to unveil some new product\nthey've got.{80238057}It's turned out to be pretty boring.{0D},,4 isla(s) 91 inline
166,0x46FF,redirect,0x47EA,49,I don't know the details.  Just\nenjoy yourself.{0D},,
167,0x4726,redirect,0x481B,18,Her measurements{0D},,1 isla(s) 91 inline
168,0x472F,redirect,0x4830,36,Why don't you measure me\nyourself?{0D},,1 isla(s) 91 inline
169,0x4756,redirect,0x4857,16,What?! Really?{0D},,1 isla(s) 91 inline
170,0x476D,redirect,0x486A,55,"My measurements? 34, 23, 35 {D0}{06}\nall measured under 1G.{0D}",,2 isla(s) 91 inline
171,0x47A6,redirect,0x48A7,18,I just told you!{0D},,1 isla(s) 91 inline
172,0x47BD,redirect,0x48BC,18,Her phone number{0D},,
173,0x47C6,redirect,0x48CE,70,"I'm sorry, I honestly don't have a\nphone.  How about a kiss\ninstead?{0D}",,3 isla(s) 91 inline
174,0x4821,redirect,0x491D,37,You can give me a kiss if you\nwant.{0D},,
175,0x4836,redirect,0x4942,45,"This is where I live, so just call up\nhere.{0D}",,3 isla(s) 91 inline
176,0x485F,redirect,0x4978,37,You're really starting to annoy\nme!{0D},,2 isla(s) 91 inline
177,0x487A,redirect,0x49A6,12,That's it!{0D},,
178,0x4891,redirect,0x49B2,46,"My number? You don't waste any\ntime, do you?{0D}",,3 isla(s) 91 inline
179,0x48B8,redirect,0x49E9,39,Are you really that interested in\nme?{0D},,1 isla(s) 91 inline
180,0x48D7,redirect,0x4A13,19,The military EMPS{0D},,2 isla(s) 91 inline
181,0x48E4,redirect,0x4A2C,83,I don't know anything about it. \nThis is the first time I've seen it\nhere myself.{0D},,5 isla(s) 91 inline
182,0x490D,redirect,0x4A8E,56,"I'm sorry, but they haven't told us\nanything about it.{0D}",,1 isla(s) 91 inline
183,0x4948,redirect,0x4AC9,6,Show{0D},,
184,0x4953,redirect,0x4ACF,12,Hojo photo{0D},,1 isla(s) 91 inline
185,0x4962,redirect,0x4ADE,49,Who are they supposed to be? I\ndon't know them.{0D},,3 isla(s) 91 inline
186,0x4979,redirect,0x4B18,29,I honestly don't know them.{0D},,1 isla(s) 91 inline
187,0x4990,redirect,0x4B38,19,Policenauts photo{0D},,1 isla(s) 91 inline
188,0x49A3,redirect,0x4B4E,28,They were the Policenauts.{0D},,
189,0x49BE,redirect,0x4B6D,52,That's the president.  Look at him.\nHe's gorgeous.{0D},,2 isla(s) 91 inline
190,0x49D5,redirect,0x4BA7,9,ID card{0D},,
191,0x49E0,redirect,0x4BB0,23,What's that card for?{0D},,1 isla(s) 91 inline
192,0x49F7,redirect,0x4BCD,23,What's with the card?{0D},,1 isla(s) 91 inline
193,0x4A18,redirect,0x4BE7,6,Back{0D},,1 isla(s) 91 inline
194,0x4A21,redirect,0x4BF0,13,Let them go{0D},,
195,0x4A2E,redirect,0x4BFD,7,What?{0D},,
196,0x4A37,redirect,0x4C04,8,Again?{0D},,1 isla(s) 91 inline
197,0x4A4A,redirect,0x4C0F,23,"That's it? Well, bye.{0D}",,1 isla(s) 91 inline
198,0x4A65,redirect,0x4C29,30,"Wow, look at the time again.{0D}",,1 isla(s) 91 inline
199,0x4A88,redirect,0x4C4A,64,"We've been talking for quite a\nwhile.  Well, enjoy yourselves.{0D}",,2 isla(s) 91 inline
200,0x4AB9,redirect,0x4C90,20,I had fun.  Later.{0D},,1 isla(s) 91 inline
201,0x4AD8,redirect,0x4CA7,16,Have them stay{0D},,1 isla(s) 91 inline
202,0x4AE5,redirect,0x4CBA,6,Look{0D},,
203,0x4AEA,redirect,0x4CC0,56,I wish I could just disappear into\nthose legs forever.{0D},,3 isla(s) 91 inline
204,0x4B0F,redirect,0x4D01,44,I could float here all day with this\nview.{0D},,1 isla(s) 91 inline
205,0x4B28,redirect,0x4D30,37,Her face still has a teenage charm.{0D},,2 isla(s) 91 inline
206,0x4B45,redirect,0x4D5B,46,She's like the girls you saw in\nhigh school.{0D},,1 isla(s) 91 inline
207,0x4B6A,redirect,0x4D8C,25,It's too late for that.{0D},,1 isla(s) 91 inline
208,0x4B89,redirect,0x4DA8,28,We're way past that stage.{0D},,
209,0x4B9C,redirect,0x4DC4,20,Like what you see?{0D},,1 isla(s) 91 inline
210,0x4BB1,redirect,0x4DDB,23,"Thanks, you're sweet.{0D}",,1 isla(s) 91 inline
211,0x4BCA,redirect,0x4DF5,6,Kiss{0D},,
212,0x4BD3,redirect,0x4DFB,2,{0D},,
213,0x4BEA,redirect,0x4DFD,2,{0D},,
214,0x4C05,redirect,0x4DFF,2,{0D},,
215,0x4C18,redirect,0x4E01,2,{0D},,
216,0x4C33,redirect,0x4E03,2,{0D},,
217,0x4C56,redirect,0x4E05,24,I think that's enough.{0D},,
218,0x4C6D,redirect,0x4E1D,49,I'm serious.  I'm going to get mad\nin a minute.{0D},,2 isla(s) 91 inline
219,0x4C94,redirect,0x4E54,57,Do you have some sort of problem\nunderstanding people?!{0D},,2 isla(s) 91 inline
220,0x4CB3,redirect,0x4E93,70,That's the thing about\nweightlessness.  Every angle's a\nwork of art.{0D},,3 isla(s) 91 inline
221,0x4CDA,redirect,0x4EE2,40,This has gotta be a dream.  GOT to\nbe.{0D},,1 isla(s) 91 inline
222,0x4CF7,redirect,0x4F0D,7,Touch{0D},,
223,0x4CFC,redirect,0x4F14,37,Who said anything about down\nthere?{0D},,2 isla(s) 91 inline
224,0x4D15,redirect,0x4F3F,39,I didn't say you could go down\nthere!{0D},,2 isla(s) 91 inline
225,0x4D36,redirect,0x4F6C,71,"I never said it doesn't feel nice,\nbut this isn't the place for that.{0D}",,1 isla(s) 91 inline
226,0x4D57,redirect,0x4FB6,24,"She's right, Casanova.{0D}",,1 isla(s) 91 inline
227,0x4D7A,redirect,0x4FD1,31,"No more, okay? Pretty please?{0D}",,1 isla(s) 91 inline
228,0x4D9F,redirect,0x4FF3,58,Look at 'em go.  Liberated from\nthe confines of gravity.{0D},,1 isla(s) 91 inline
229,0x4DCA,redirect,0x5030,38,They look they're floating in\nwater.{0D},,
230,0x4DE7,redirect,0x5056,79,Is that that bikini with air pads in\nit? The kind that enhance the\nbust? Hrm.{0D},,3 isla(s) 91 inline
231,0x4E2A,redirect,0x50AE,11,100% her.{0D},,
232,0x4E41,redirect,0x50B9,30,You were expecting any less?{0D},,1 isla(s) 91 inline
233,0x4E58,redirect,0x50DA,33,(That other girl's dead to me.){0D},,1 isla(s) 91 inline
234,0x4E77,redirect,0x50FE,41,(This one here has the biggest so\nfar.){0D},,1 isla(s) 91 inline
235,0x4E9A,redirect,0x512A,58,(They're even bigger than the\nones on the receptionist.){0D},,2 isla(s) 91 inline
236,0x4EC1,redirect,0x516A,26,I take it you like them.{0D},,
237,0x4ED6,redirect,0x5184,28,Maybe you should stop now?{0D},,1 isla(s) 91 inline
238,0x4EF5,redirect,0x51A3,24,She asked you to stop!{0D},,1 isla(s) 91 inline
239,0x4F16,redirect,0x51BE,10,Stop it!{0D},,
240,0x4F2D,redirect,0x51CB,22,I don't believe you!{0D},,1 isla(s) 91 inline
241,0x4F44,redirect,0x51E4,36,I'm surprised those stay on there.{0D},,
242,0x4F5D,redirect,0x5208,81,"This is a magnetic tray.  Anything\non it will stay on it, even in zero\ngravity.{0D}",,3 isla(s) 91 inline
243,0x4F9C,redirect,0x5262,44,Is that what those Mafia guys\nwere having?{0D},,2 isla(s) 91 inline
244,0x4FCD,redirect,0x5294,28,These got alcohol in them?{0D},,1 isla(s) 91 inline
245,0x4FDE,redirect,0x52B3,47,I've been dying for a drink since I\ngot here.{0D},,1 isla(s) 91 inline
246,0x5013,redirect,0x52E5,93,This is a packaged Moonsalt.{80238057}It has a stopper in it to prevent\nthe liquid from escaping.{0D},,1 isla(s) 91 inline
247,0x5064,redirect,0x5345,74,The pack and the straw are edible.\nYou can eat them if you feel like\nit.{0D},,3 isla(s) 91 inline
248,0x50A5,redirect,0x5398,7,Drink{0D},,
249,0x50AA,redirect,0x539F,14,Here you go!{0D},,
250,0x50C5,redirect,0x53AD,45,Jonathan! You wanna be drunk\non top of SAS?{0D},,1 isla(s) 91 inline
251,0x50F4,redirect,0x53DD,55,"I feel fine.  Besides, this place is\nfull of doctors.{0D}",,
252,0x511F,redirect,0x5414,96,"Nice of you to try and warn them,\nbut you know I could never pass\nup an opportunity like this.{0D}",,3 isla(s) 91 inline
253,0x513E,redirect,0x5480,5,No!{0D},,
254,0x5155,redirect,0x5485,65,"Careful, ladies.  This guy has one\nvery abnormal breast fetish.{0D}",,1 isla(s) 91 inline
255,0x5192,redirect,0x54C9,58,"Ha ha, don't listen to him.  He's\njust pulling your leg.{0D}",,2 isla(s) 91 inline
256,0x51AB,redirect,0x5509,22,"So, that is Sadaoki.{0D}",,
257,0x51C8,redirect,0x551F,23,Let's go talk to him.{0D},,
258,0x51D5,redirect,0x5536,73,Why don't you ask the president\nabout the EMPS while you're over\nthere?{0D},,2 isla(s) 91 inline
259,0x5212,redirect,0x5585,38,I don't have anything to say to you.{0D},,2 isla(s) 91 inline
260,0x5233,redirect,0x55B1,29,Please just leave me alone!{0D},,
261,0x5250,redirect,0x55CE,26,How's life treating you?{0D},,1 isla(s) 91 inline
262,0x527B,redirect,0x55EB,19,What do you want?{0D},,
263,0x5286,redirect,0x55FE,24,What can I do for you?{0D},,1 isla(s) 91 inline
264,0x5299,redirect,0x5619,26,"Look, there he is there.{0D}",,
265,0x52D2,redirect,0x5636,82,President Tokugawa? Probably\nsaying hello to everyone.  He'll be\nhere somewhere.{0D},,1 isla(s) 91 inline
266,0x5329,redirect,0x568B,39,He should be somewhere in the\nGarden.{0D},,2 isla(s) 91 inline
267,0x5352,redirect,0x56B8,38,A Mr. Hojo? I've never heard of\nhim.{0D},,1 isla(s) 91 inline
268,0x5371,redirect,0x56E1,46,"I'm sorry, I don't know anyone by\nthat name.{0D}",,1 isla(s) 91 inline
269,0x5392,redirect,0x5712,74,The guests seem to be enjoying\nthemselves.  People usually like it\nhere.{0D},,3 isla(s) 91 inline
270,0x53BF,redirect,0x5765,62,"That kind of talk is considered\nsexual harassment, you know.{0D}",,2 isla(s) 91 inline
271,0x541C,redirect,0x57A9,52,There's so much more to a woman\nthan mere numbers.{0D},,1 isla(s) 91 inline
272,0x544F,redirect,0x57E0,41,I like a guy who knows when to\ngive up.{0D},,2 isla(s) 91 inline
273,0x5470,redirect,0x580F,19,Will you stop it!{0D},,1 isla(s) 91 inline
274,0x547D,redirect,0x5825,72,"Hey, how about you gimme a call if\nyou hear anything about Kenzo\nHojo?{0D}",,1 isla(s) 91 inline
275,0x54B4,redirect,0x5870,44,"You don't have a phone with you,\nJonathan.{0D}",,1 isla(s) 91 inline
276,0x54D7,redirect,0x589F,66,"Yeah, you're right....  Say, how\nabout if you gimme your\nnumber?{0D}",,2 isla(s) 91 inline
277,0x5504,redirect,0x58E7,59,"Yeah, nice try.  I don't give it out\nto strangers anyway.{0D}",,2 isla(s) 91 inline
278,0x5543,redirect,0x5928,92,I try to be careful about who I\ngive my number to.  There's all\nsorts of creeps out there.{0D},,2 isla(s) 91 inline
279,0x5574,redirect,0x598A,27,"Give it a rest, will you?{0D}",,
280,0x558D,redirect,0x59A5,23,I'm going to get mad!{0D},,1 isla(s) 91 inline
281,0x55A0,redirect,0x59BF,73,"I don't know, actually.  They didn't\nmention it to us before the party.{0D}",,2 isla(s) 91 inline
282,0x55D5,redirect,0x5A0E,74,I don't know anything about it. \nWhy don't you try asking the\npresident?{0D},,2 isla(s) 91 inline
283,0x5604,redirect,0x5A5E,38,I'd tell you where he was if I\nknew.{0D},,2 isla(s) 91 inline
